NewTest,Mattest,bachelor-VirtualBox(127.0.1.1)
0,34.3048479557,34.3235909939
1,34.0361459255,68.8743679523
2,34.0693290234,103.717363834
3,34.1450150013,137.873603821
4,34.0486900806,171.924460888
5,34.1332659721,206.32267189
6,34.7918338776,241.245587826
7,33.6128299236,275.468736887
8,33.4688580036,309.120375872
9,33.2494730949,342.39167881
10,33.740309,376.15917182
11,33.0305330753,409.193653822
12,33.4989638329,443.317211866
13,33.3441209793,476.663640976
14,33.6712830067,510.490032911
15,33.205821991,543.70538497
16,33.8170678616,578.548547983
17,33.2764799595,611.836151838
18,33.9608371258,646.241698027
19,33.3781139851,679.710975885
20,33.3255121708,713.224807024
21,33.9988129139,747.782374859
22,34.0298638344,781.954286814
23,33.8190379143,815.798962831
24,34.0195977688,850.192814827
25,34.1069049835,884.341261864
26,34.1116638184,918.460829973
27,33.8027610779,952.357352972
28,33.8462979794,986.228464842
29,33.6328408718,1019.90070486
30,33.8396270275,1053.742311
31,34.9945061207,1089.06378102
32,34.4526219368,1123.52147388
33,34.293170929,1158.01285291
34,33.9591760635,1192.44715381
35,33.77906394,1226.28982902
36,33.6400990486,1259.93171787
37,33.7391808033,1294.34705281
38,33.668776989,1328.03128982
39,33.6322300434,1361.95032597
40,33.4041829109,1396.21201682
41,33.8924219608,1430.6127398
42,33.9452741146,1464.59969592
43,33.613106966,1498.31726694
44,32.7243521214,1531.3830018
45,34.1715400219,1566.9313519
46,33.2887160778,1600.23095489
47,33.3145000935,1634.19738889
48,33.6683039665,1668.21147585
49,33.7708990574,1701.99366403
50,33.4359622002,1735.69877291
51,34.056499958,1770.72181582
52,34.2230870724,1804.95413399
53,33.7213029861,1839.16410089
54,33.8302309513,1873.02629781
55,33.7737669945,1907.08174086
56,33.2749531269,1940.52176285
57,33.4333808422,1974.67026591
58,33.4870760441,2008.680722
59,34.1120970249,2043.09085584
60,33.3211069107,2076.42280483
61,34.0478310585,2111.529392
62,33.9270222187,2145.45962596
63,33.6817011833,2179.14531493
64,33.8182477951,2213.17989397
65,33.600194931,2246.79065585
66,34.2214140892,2281.03639483
67,34.2061297894,2315.26612496
68,33.9189989567,2349.20472503
69,33.6268680096,2382.87582183
70,33.9611301422,2417.59598398
71,34.1981959343,2451.81783199
72,33.8458850384,2485.74121499
73,34.518707037,2520.30469799
74,33.7909009457,2554.35019398
75,34.0082499981,2588.37084794
76,33.7302389145,2622.11508393
77,33.1392378807,2655.5139389
78,34.1055660248,2690.41944289
79,33.77810812,2724.44022799
80,33.6021800041,2758.47454286
81,33.2332530022,2791.7357049
82,32.812584877,2824.78623581
83,33.309128046,2858.62106681
84,33.1751949787,2891.82223201
85,33.3903598785,2925.78635788
86,33.7859370708,2959.79024291
87,34.0005390644,2993.857337
88,32.9326300621,3026.85935783
89,33.7704870701,3061.59166098
90,33.0653779507,3094.66011095
91,33.1845490932,3128.54815698
92,33.3627109528,3162.34541297
93,33.3643889427,3195.863451
94,33.3119449615,3229.37066293
95,33.9667739868,3264.07300901
96,33.5328059196,3297.6692059
97,33.7933700085,3332.19417882
98,33.7855811119,3366.41418195
99,33.5310080051,3400.21419001
100,33.891587019,3434.22478485
101,33.4668979645,3467.71622181
102,33.5875701904,3501.67135787
103,34.3788230419,3536.46632886
104,34.3405098915,3570.82449102
105,34.0236110687,3604.88675189
106,34.392261982,3639.47161794
107,34.4296197891,3674.33815384
108,33.693351984,3708.05745792
109,34.6110370159,3743.60859084
110,34.2053050995,3777.83895397
111,34.1795659065,3812.35690594
112,34.4521899223,3847.16625094
113,34.3689119816,3881.74244595
114,34.5706560612,3916.44797587
115,33.8537778854,3950.35774088
116,33.9521050453,3985.30342793
117,33.7075269222,4019.03200603
118,33.5289320946,4052.57195187
119,33.5336987972,4086.2876358
120,33.1560690403,4119.46981287
121,33.5948200226,4153.36329985
122,33.2562739849,4186.63089585
123,33.9437150955,4220.87705398
124,33.8959951401,4255.27052402
125,33.1588580608,4288.45212889
126,33.5399529934,4322.46669793
127,32.9780459404,4355.44795585
128,33.9692878723,4389.773628
129,33.1055970192,4423.01173997
130,33.3005690575,4456.897995
131,33.6635890007,4491.13924599
132,34.2220611572,4525.36402798
133,33.8370709419,4559.21421885
134,33.2117729187,4592.50076199
135,33.2389528751,4626.43708897
136,33.8017170429,4660.49654603
137,33.7166490555,4694.22319984
138,33.6636898518,4727.8905189
139,33.6077470779,4761.85671687
140,33.7037200928,4795.699049
141,34.2950739861,4829.99756598
142,33.9960458279,4864.06483483
143,33.9796040058,4898.29478788
144,34.2025010586,4932.50046992
145,34.1205639839,4966.81221795
146,33.9156899452,5001.03359294
147,34.215015173,5035.27142286
148,33.519603014,5068.81595492
149,33.8912699223,5102.74545193
150,34.3662660122,5137.11395597
151,34.4098029137,5171.78604698
152,34.5754871368,5206.53436804
153,33.9309508801,5240.4694469
154,34.0330860615,5274.64222002
155,33.8271391392,5308.49368691
156,33.3589699268,5341.8621769
157,33.30214715,5375.50885201
158,33.6877400875,5409.54626989
159,33.7050449848,5443.42816091
160,33.6163370609,5477.51417184
161,34.2605171204,5512.24024582
162,33.4827489853,5545.74468899
163,34.0169050694,5580.41295004
164,33.4413650036,5613.86827993
165,33.5523869991,5647.97229981
166,33.6896159649,5681.95938993
167,33.9644851685,5716.60116696
168,34.0544371605,5751.39103293
169,34.090998888,5785.50804996
170,34.0066521168,5819.97433782
171,33.8935649395,5854.15081096
172,33.8679368496,5888.23743892
173,33.2974979877,5921.54490685
174,33.2693650723,5955.49015784
175,34.4511349201,5990.42111802
176,33.3613958359,6023.78469801
177,33.7287569046,6058.09877896
178,33.8358001709,6092.38644195
179,34.2401330471,6127.2274859
180,33.7245719433,6161.04716182
181,33.6187310219,6194.70982981
182,33.5298089981,6228.39716887
183,33.730984211,6262.13866401
184,34.2006540298,6296.34216595
185,33.9059698582,6330.3681879
186,34.1025359631,6364.56431484
187,33.8472290039,6398.54919386
188,33.9535059929,6432.88971686
189,33.8836798668,6467.02167392
190,33.6680698395,6500.71710682
191,33.5356388092,6534.42049503
192,33.8601229191,6568.44400001
193,33.7448191643,6602.32333183
