0;"19.116779089";"1317361478.19"
1;"7.00300097466";"1317361502.34"
2;"24.8491029739";"1317361529.17"
3;"21.7119390965";"1317361556.09"
4;"18.5824668407";"1317361579.85"
5;"18.7693970203";"1317361600.52"
6;"15.5313198566";"1317361621.49"
7;"12.6563229561";"1317361639.14"
8;"18.6434409618";"1317361659.77"
9;"9.30696582794";"1317361683.25"
10;"12.312073946";"1317361700.76"
11;"21.6211099625";"1317361724.36"
12;"21.6211109161";"1317361754.34"
13;"9.28754401207";"1317361781.16"
14;"21.8540740013";"1317361805.02"
15;"15.2192900181";"1317361828.94"
16;"21.5335891247";"1317361846.7"
17;"9.23079895973";"1317361879.25"
18;"12.2521800995";"1317361896.96"
19;"9.38561892509";"1317361917.78"
20;"15.4676570892";"1317361944.34"
21;"18.7695271969";"1317361964.89"
22;"6.39218187332";"1317361985.76"
23;"12.506909132";"1317362003.26"
24;"6.31946516037";"1317362026.99"
25;"25.0681140423";"1317362047.69"
26;"12.6082568169";"1317362074.87"
27;"12.3951189518";"1317362098.71"
28;"21.5154950619";"1317362116.3"
29;"15.349326849";"1317362145.72"
30;"12.5126478672";"1317362163.44"
31;"15.4669458866";"1317362183.93"
32;"3.48971700668";"1317362201.47"
33;"15.6105639935";"1317362219.54"
34;"24.6938891411";"1317362240.15"
35;"15.641040802";"1317362269.8"
36;"12.9307720661";"1317362290.38"
37;"15.4482710361";"1317362311.16"
38;"24.7291200161";"1317362332.05"
39;"12.2960290909";"1317362362.07"
40;"9.08647203445";"1317362383.09"
41;"12.312235117";"1317362406.6"
42;"21.6298470497";"1317362424.22"
43;"15.5169758797";"1317362447.92"
44;"21.6106479168";"1317362468.47"
45;"12.4025130272";"1317362501.26"
46;"12.3752501011";"1317362518.88"
47;"12.369204998";"1317362539.54"
48;"15.3125870228";"1317362559.89"
49;"9.63784098625";"1317362577.25"
50;"6.43045401573";"1317362601.04"
51;"18.5561070442";"1317362627.76"
52;"9.36165904999";"1317362648.42"
53;"24.8458859921";"1317362668.84"
54;"6.26313614845";"1317362701.85"
55;"12.4174339771";"1317362722.34"
56;"6.41048812866";"1317362739.95"
57;"12.5792610645";"1317362760.54"
58;"9.21695995331";"1317362781.02"
59;"24.5550920963";"1317362795.55"
60;"18.572824955";"1317362822.16"
61;"18.484181881";"1317362845.94"
62;"18.6687369347";"1317362866.64"
63;"6.38759183884";"1317362890.28"
64;"19.979074955";"1317362913.96"
65;"15.4461519718";"1317362935.98"
66;"27.9709811211";"1317362956.5"
67;"9.2848751545";"1317362986.53"
68;"6.3591799736";"1317363003.96"
69;"6.51852297783";"1317363030.57"
70;"21.475009203";"1317363051.02"
71;"12.4925460815";"1317363074.57"
72;"15.4814851284";"1317363101.18"
73;"24.5680148602";"1317363118.84"
74;"6.30188918114";"1317363145.51"
75;"15.5355608463";"1317363166.04"
76;"18.5425899029";"1317363189.72"
77;"9.23783802986";"1317363213.62"
78;"12.4938421249";"1317363231.05"
79;"22.9539239407";"1317363267.19"
80;"22.3777701855";"1317363292.2"
81;"12.4473810196";"1317363322.38"
82;"12.5770058632";"1317363349.1"
83;"3.34680390358";"1317363382.04"
84;"21.7461650372";"1317363405.56"
85;"12.3315820694";"1317363438.18"
86;"12.8669300079";"1317363459.11"
87;"9.32690000534";"1317363482.67"
88;"15.6458618641";"1317363503.65"
89;"15.6409671307";"1317363536.4"
90;"24.8854608536";"1317363560.15"
91;"18.5790398121";"1317363587.18"
92;"9.76383304596";"1317363607.84"
93;"15.658272028";"1317363631.67"
94;"21.478456974";"1317363649.43"
95;"6.39839100838";"1317363676.09"
96;"15.8165829182";"1317363699.65"
97;"12.8138179779";"1317363723.52"
98;"21.3478171825";"1317363750.76"
99;"6.36354398727";"1317363774.51"
100;"12.5036330223";"1317363798.33"
101;"30.9600310326";"1317363816.08"
102;"3.45285105705";"1317363849.1"
103;"3.2734849453";"1317363869.48"
104;"3.40194511414";"1317363896.24"
105;"9.60493803024";"1317363916.93"
106;"12.727617979";"1317363940.68"
107;"6.50028204918";"1317363955.46"
108;"3.4486579895";"1317363976.43"
109;"18.7794058323";"1317363999.94"
110;"6.00803613663";"1317364023.89"
111;"15.6582491398";"1317364047.73"
112;"6.53523302078";"1317364065.61"
113;"12.3396389484";"1317364092.39"
114;"9.35164189339";"1317364110.25"
115;"15.3794960976";"1317364133.86"
116;"27.7142660618";"1317364154.64"
117;"24.6534900665";"1317364187.51"
118;"9.29049897194";"1317364214.25"
119;"6.43974900246";"1317364231.85"
120;"18.4941570759";"1317364258.79"
121;"6.63751411438";"1317364279.66"
122;"6.31862688065";"1317364300.43"
123;"9.42233705521";"1317364327.21"
124;"11.1743938923";"1317364350.83"
125;"21.8167479038";"1317364371.41"
126;"18.6651558876";"1317364395.28"
127;"6.51527500153";"1317364416.06"
128;"28.6405229568";"1317364436.91"
129;"18.5405359268";"1317364473.02"
130;"21.5666379929";"1317364499.54"
131;"22.1758430004";"1317364523.18"
132;"10.0094799995";"1317364550.33"
133;"15.4855439663";"1317364580.06"
134;"15.5444469452";"1317364603.81"
135;"18.7138800621";"1317364621.41"
136;"15.8869199753";"1317364645.47"
137;"12.5429079533";"1317364672.14"
138;"24.6178171635";"1317364693.04"
139;"15.480547905";"1317364719.69"
140;"24.6896240711";"1317364740.46"
141;"12.6627218723";"1317364767.21"
142;"18.5359818935";"1317364790.87"
143;"3.45760321617";"1317364811.47"
144;"27.5151500702";"1317364829.19"
145;"9.80937600136";"1317364859.13"
146;"3.56873011589";"1317364879.72"
147;"21.7034270763";"1317364897.52"
148;"15.877753973";"1317364921.28"
149;"18.759141922";"1317364944.87"
150;"6.58865594864";"1317364968.78"
151;"12.5561921597";"1317364992.69"
152;"18.6732940674";"1317365013.49"
153;"21.5969541073";"1317365037.26"
154;"15.6662039757";"1317365060.91"
155;"21.61064291";"1317365084.6"
156;"21.3939211369";"1317365108.26"
157;"6.54867887497";"1317365131.71"
158;"12.6787190437";"1317365152.26"
159;"9.41982507706";"1317365172.68"
160;"6.65060400963";"1317365196.33"
161;"15.747551918";"1317365213.74"
162;"9.34806704521";"1317365247.16"
163;"16.0594201088";"1317365274.21"
164;"15.7041130066";"1317365294.85"
165;"15.9594199657";"1317365318.63"
166;"15.4012041092";"1317365336.67"
167;"24.7489140034";"1317365357.32"
168;"15.5936000347";"1317365387.04"
169;"9.20500588417";"1317365410.67"
170;"15.7097830772";"1317365431.22"
171;"6.73406600952";"1317365457.91"
172;"18.8494689465";"1317365475.66"
173;"22.1497058868";"1317365502.43"
174;"15.5516400337";"1317365526.64"
175;"18.7396709919";"1317365547.44"
176;"6.31605195999";"1317365568.25"
177;"6.763712883";"1317365592.03"
178;"19.0253112316";"1317365619.1"
179;"9.36847805977";"1317365640.21"
180;"19.1518850327";"1317365661.36"
181;"21.7049529552";"1317365682.58"
182;"18.4454469681";"1317365712.63"
183;"24.769933939";"1317365733.21"
184;"16.0924341679";"1317365760.21"
185;"18.5235388279";"1317365778.35"
186;"21.5818450451";"1317365798.95"
187;"12.5259420872";"1317365822.64"
188;"24.926625967";"1317365846.4"
189;"12.5437400341";"1317365873.53"
190;"9.53272223473";"1317365888.54"
191;"15.5593738556";"1317365909.22"
192;"18.8442051411";"1317365932.9"
193;"10.017635107";"1317365962.84"
194;"12.5499968529";"1317365983.83"
