NewTest,I-O,bachelor-VirtualBox(127.0.1.1)
86,14.3302397728,1314194904.24
87,4.40186595917,1314194925.36
88,17.5422430038,1314194941.28
89,15.1238219738,1314194958.83
90,4.00710511208,1314194985.45
91,18.425139904,1314195005.27
92,13.8102018833,1314195026.34
93,22.2527010441,1314195049.06
94,20.8477189541,1314195071.33
95,17.2838380337,1314195092.19
96,15.5531020164,1314195111.05
97,19.6335830688,1314195136.29
98,15.2872588634,1314195156.5
99,6.15443205833,1314195175.94
100,19.8723921776,1314195195.43
101,18.7591760159,1314195219.5
102,13.1413128376,1314195239.7
103,17.8523600101,1314195263.98
104,19.6868541241,1314195282.44
105,12.2875220776,1314195302.84
106,5.26541590691,1314195327.61
107,19.1390018463,1314195344.82
108,16.9998650551,1314195366.12
109,14.6204509735,1314195386.78
110,16.5188000202,1314195408.08
111,15.9385042191,1314195434.42
112,13.7512860298,1314195456.83
113,11.6902329922,1314195475.21
114,2.21495985985,1314195494.35
115,20.1670720577,1314195515.74
116,26.4717199802,1314195535.94
117,17.6720440388,1314195562.42
118,7.41396403313,1314195584.36
119,19.3257460594,1314195606.78
120,5.10943198204,1314195630.01
121,17.714856863,1314195651.21
122,13.4672160149,1314195668.94
123,11.5273587704,1314195684.56
124,19.2641270161,1314195706.79
125,12.1874470711,1314195731.18
126,24.3321049213,1314195747.57
127,14.8982858658,1314195773.32
128,5.16352987289,1314195794.81
129,23.7015960217,1314195809.79
130,21.6731369495,1314195833.5
131,19.7640628815,1314195855.17
132,25.3974599838,1314195874.95
133,19.4729158878,1314195900.37
134,21.5619699955,1314195920.06
135,15.7453691959,1314195942.27
136,4.52865815163,1314195967.17
137,15.3284101486,1314195984.36
138,4.48241305351,1314196009.73
139,15.8265230656,1314196029.26
140,20.3694391251,1314196045.1
141,17.1411240101,1314196065.49
142,28.1413919926,1314196090.43
143,15.8614740372,1314196119.39
144,24.1270990372,1314196135.26
145,22.1596901417,1314196159.41
146,19.0232799053,1314196181.57
147,22.6429460049,1314196203.83
148,11.4423148632,1314196229.74
149,5.89400410652,1314196247.59
150,16.9196641445,1314196267.02
151,5.57948708534,1314196287.45
152,16.3971190453,1314196307.3
153,11.9532761574,1314196332.84
154,5.38934993744,1314196353.56
155,22.5050489902,1314196372.8
156,20.2683498859,1314196395.34
157,20.6683728695,1314196415.61
158,15.5466959476,1314196438.88
159,13.9543859959,1314196460.74
160,11.3480329514,1314196482.25
161,22.0559980869,1314196503.48
162,18.5171611309,1314196525.55
163,23.3474388123,1314196544.26
164,12.3159179688,1314196568.44
165,4.1978328228,1314196587.39
166,19.4169991016,1314196604.81
167,7.23400998116,1314196630.19
168,17.7538990974,1314196653.47
169,15.2956008911,1314196675.87
170,4.56427788734,1314196694.52
171,20.3872699738,1314196715.97
172,6.25494098663,1314196740.26
173,19.433382988,1314196759.19
174,15.4803209305,1314196780.5
175,4.63021302223,1314196801.65
176,17.6823351383,1314196820.78
177,6.74511098862,1314196843.24
178,17.958024025,1314196860.95
179,13.5887420177,1314196878.92
180,16.2725331783,1314196894.43
181,18.1253278255,1314196915.95
182,14.4592590332,1314196934.08
183,18.1217851639,1314196956.13
184,18.9749011993,1314196976.29
185,25.7077281475,1314196995.29
186,18.6635169983,1314197021.01
187,16.6776390076,1314197041.38
188,27.9259738922,1314197060.14
189,20.2402179241,1314197090.12
190,20.1924781799,1314197111.62
191,16.0185160637,1314197133.9
192,19.1750321388,1314197154.77
193,18.9644289017,1314197175.02
194,26.1518371105,1314197196.85
195,20.0553131104,1314197223.01
196,20.1425290108,1314197243.07
197,19.6116480827,1314197263.25
198,16.7532129288,1314197288.01
199,18.138032198,1314197308.13
200,6.78008198738,1314197327.45
201,21.5714809895,1314197348.21
202,6.64160513878,1314197372.46
203,20.5730037689,1314197390.55
204,6.00373792648,1314197414.4
205,13.3107051849,1314197434.6
206,19.6511068344,1314197456.39
207,11.5111029148,1314197477.44
208,3.57363414764,1314197494.04
209,19.9782669544,1314197514.18
210,14.1615970135,1314197535.49
211,3.84417414665,1314197555.91
212,18.6378400326,1314197575.01
213,7.2098929882,1314197598.98
214,18.1782748699,1314197617.8
215,7.68285894394,1314197641.11
216,19.5007328987,1314197660.01
217,11.5510120392,1314197684.8
218,4.87192201614,1314197706.0
219,21.9970579147,1314197723.23
220,22.9460179806,1314197745.26
221,23.2206468582,1314197768.22
222,17.3880198002,1314197791.47
223,21.2116789818,1314197809.34
224,18.4601049423,1314197830.57
225,21.5785529613,1314197849.05
226,16.959059,1314197870.64
227,11.754956007,1314197892.13
228,13.6883161068,1314197913.09
229,9.42388105392,1314197939.01
230,23.6544120312,1314197957.42
231,22.2905240059,1314197983.27
232,22.6137030125,1314198005.58
233,19.5564539433,1314198028.2
234,14.9192481041,1314198047.77
235,8.10845088959,1314198065.78
236,16.8645451069,1314198082.4
237,14.8417210579,1314198101.57
238,12.3588969707,1314198119.1
239,12.0409119129,1314198142.17
240,14.2634401321,1314198163.23
241,18.1706809998,1314198191.33
242,14.3536298275,1314198211.65
243,18.3751249313,1314198229.02
244,11.3157441616,1314198251.29
245,18.071475029,1314198271.07
246,11.5873780251,1314198292.65
247,4.12573122978,1314198319.59
248,18.1844739914,1314198338.83
249,5.64356207848,1314198357.82
250,24.7390480042,1314198378.8
251,17.9982850552,1314198403.55
252,16.9378700256,1314198421.56
253,21.6317408085,1314198438.51
254,18.9563789368,1314198460.15
255,12.2929069996,1314198482.6
256,3.03737401962,1314198499.19
257,23.7327787876,1314198519.03
258,26.5891809464,1314198543.47
259,22.3289890289,1314198570.08
260,19.3464801311,1314198592.43
261,17.5024349689,1314198615.06
262,17.2326819897,1314198632.68
263,21.1585218906,1314198653.08
264,19.72768116,1314198677.63
265,13.849891901,1314198697.38
266,3.56726908684,1314198717.79
267,14.2454371452,1314198734.04
268,7.17075490952,1314198759.37
269,21.382735014,1314198779.28
270,13.4069678783,1314198803.59
271,4.96486997604,1314198822.17
272,19.7776811123,1314198840.83
273,21.4509041309,1314198860.61
274,26.4948010445,1314198882.08
275,15.5587580204,1314198908.61
276,15.0557219982,1314198926.52
277,14.8108150959,1314198950.03
278,12.7143428326,1314198969.68
279,4.63004803658,1314198988.61
280,28.4621620178,1314199011.0
281,15.487434864,1314199039.48
282,6.89530396461,1314199061.59
283,18.5401451588,1314199081.28
284,16.3665130138,1314199105.94
285,13.9993472099,1314199129.07
286,23.3276259899,1314199151.11
287,13.0570559502,1314199174.45
288,4.86134696007,1314199195.51
289,20.8450498581,1314199214.44
290,16.3085660934,1314199235.3
291,20.435833931,1314199251.62
292,13.6445281506,1314199272.07
293,19.214869976,1314199289.35
294,18.0651640892,1314199308.57
295,17.9353780746,1314199327.3
296,17.4305739403,1314199345.25
297,14.6812129021,1314199365.32
298,5.89450597763,1314199382.85
299,3.55194115639,1314199404.19
300,22.0711960793,1314199421.73
301,25.3993480206,1314199444.13
302,19.6848058701,1314199469.53
303,21.8760259151,1314199491.71
304,15.6277179718,1314199513.78
305,16.4550421238,1314199529.44
306,15.0312538147,1314199545.92
307,16.618363142,1314199573.26
308,7.42035198212,1314199592.82
309,16.4421761036,1314199608.72
310,5.39976286888,1314199636.85
311,19.0441920757,1314199658.71
312,6.85270500183,1314199678.04
313,2.84209012985,1314199701.14
314,16.8528599739,1314199718.73
315,24.8503508568,1314199736.66
316,17.4703788757,1314199761.52
317,13.4313509464,1314199779.0
318,17.9812719822,1314199804.63
319,13.7141008377,1314199823.59
320,16.337198019,1314199843.0
321,16.2119350433,1314199859.94
322,8.72991299629,1314199878.71
323,16.4121799469,1314199900.8
324,6.74269795418,1314199920.82
325,20.1241500378,1314199941.31
326,21.2882020473,1314199962.94
327,21.1427779198,1314199988.78
328,14.4983358383,1314200015.61
329,3.5514819622,1314200037.37
330,17.1272399426,1314200054.9
331,6.83201003075,1314200074.7
332,5.84025883675,1314200089.6
333,27.988243103,1314200113.2
334,19.2622699738,1314200141.19
335,18.9657649994,1314200160.48
336,21.0358228683,1314200179.46
337,15.5580780506,1314200203.08
338,13.8823170662,1314200218.66
339,2.30480194092,1314200237.26
340,19.9536719322,1314200254.38
341,24.5368659496,1314200274.35
342,20.7170948982,1314200298.89
343,18.3905489445,1314200319.65
344,16.680038929,1314200338.64
345,20.7906219959,1314200361.21
346,12.3040640354,1314200384.66
347,17.6198089123,1314200409.27
348,15.8983168602,1314200426.92
349,16.1255707741,1314200442.82
350,23.5822031498,1314200458.95
351,18.6776499748,1314200482.55
352,22.8440570831,1314200501.25
353,22.1727788448,1314200524.12
354,22.2836680412,1314200547.21
355,20.1098129749,1314200569.6
356,20.3937649727,1314200589.72
357,10.5103969574,1314200610.12
358,4.18167710304,1314200631.47
359,17.9205780029,1314200648.29
360,6.32221484184,1314200671.0
361,19.1310150623,1314200693.34
362,16.6754360199,1314200712.47
363,20.246642828,1314200729.31
364,18.5250008106,1314200750.22
365,4.07349205017,1314200776.86
366,18.1697669029,1314200798.02
367,16.196698904,1314200816.29
368,21.7549939156,1314200837.21
369,11.3567428589,1314200862.32
370,20.602948904,1314200880.37
371,15.8753290176,1314200903.57
372,10.8173451424,1314200921.39
373,20.8770198822,1314200935.03
374,11.7918419838,1314200955.97
375,11.9487409592,1314200971.31
376,6.10626721382,1314200994.5
377,19.7641148567,1314201014.53
378,22.9099769592,1314201035.08
379,16.7004070282,1314201058.0
380,16.6728289127,1314201078.42
381,14.7401440144,1314201097.34
382,3.57274103165,1314201121.71
383,18.4390089512,1314201144.42
384,17.0329399109,1314201164.29
385,3.51846385002,1314201187.96
386,20.321395874,1314201205.84
387,16.6784460545,1314201226.64
388,10.5435760021,1314201243.49
389,6.67732095718,1314201262.99
390,20.4559381008,1314201279.42
391,6.52048993111,1314201307.46
392,17.5152471066,1314201327.13
393,12.1477229595,1314201344.64
394,4.67371606827,1314201363.9
395,24.2653548717,1314201379.2
396,26.7167830467,1314201403.47
397,20.5190439224,1314201430.19
398,16.1641011238,1314201450.73
399,7.2295088768,1314201472.62
400,24.9577291012,1314201486.07
401,4.7879011631,1314201517.41
402,18.9968979359,1314201530.58
403,26.619946003,1314201549.59
404,15.4596991539,1314201576.22
405,4.79571795464,1314201595.55
406,19.3571128845,1314201617.64
407,5.58703517914,1314201642.71
408,22.7684509754,1314201662.54
409,18.7065088749,1314201685.31
410,10.7359030247,1314201704.19
411,3.0589427948,1314201727.14
412,16.6382641792,1314201750.37
413,15.8563928604,1314201767.29
414,7.20034193993,1314201792.79
415,21.5914471149,1314201813.7
416,15.8368580341,1314201835.31
417,21.804017067,1314201851.17
418,4.37207579613,1314201874.95
419,20.4472031593,1314201892.34
420,12.4019658566,1314201912.8
421,23.2739019394,1314201925.22
422,18.3551549911,1314201948.51
423,23.5689239502,1314201966.88
424,15.9956541061,1314201990.46
425,22.1249630451,1314202006.81
426,18.6901090145,1314202037.93
427,18.8320689201,1314202060.33
428,18.9761800766,1314202081.46
429,17.0271379948,1314202105.79
430,6.41997504234,1314202127.25
431,16.8328819275,1314202144.33
432,14.85572505,1314202167.83
433,5.87589406967,1314202190.23
434,17.8623049259,1314202212.56
435,6.79552292824,1314202231.75
436,4.55929803848,1314202250.05
437,20.5313029289,1314202267.02
438,23.6643350124,1314202290.86
439,11.3367400169,1314202315.57
440,17.2201609612,1314202341.25
441,12.0924201012,1314202359.86
442,5.27539896965,1314202379.75
443,20.1817061901,1314202394.55
444,8.9809679985,1314202421.09
445,21.3137099743,1314202436.16
446,8.65444493294,1314202461.75
447,20.4323310852,1314202481.14
448,24.8187711239,1314202501.59
449,12.2747290134,1314202531.39
450,5.43030619621,1314202551.62
451,18.0527131557,1314202573.72
452,9.57312202454,1314202592.24
453,3.6829419136,1314202611.97
454,18.9125368595,1314202635.94
455,16.8933298588,1314202654.87
456,21.8117330074,1314202671.77
457,12.338408947,1314202694.43
458,6.57797980309,1314202715.23
459,22.7896270752,1314202732.23
460,16.7778539658,1314202757.46
461,9.85321593285,1314202776.97
462,4.35095500946,1314202793.49
463,19.5072779655,1314202814.18
464,16.3689248562,1314202833.91
465,22.8109059334,1314202850.28
466,22.590720892,1314202874.15
467,25.6426360607,1314202896.75
468,19.7328579426,1314202922.41
469,20.5056371689,1314202942.15
470,22.949958086,1314202962.66
471,12.7014608383,1314202985.61
472,5.40941405296,1314203005.1
473,19.2295820713,1314203024.59
474,18.0369598866,1314203048.1
475,11.3736829758,1314203071.98
476,13.2636299133,1314203097.17
477,6.99904298782,1314203119.99
478,20.0392580032,1314203142.76
479,28.4363999367,1314203162.83
480,14.1847651005,1314203191.27
481,28.4180319309,1314203205.48
482,21.2256810665,1314203237.73
483,15.9267659187,1314203259.59
484,22.6310081482,1314203281.31
485,12.5085470676,1314203304.82
486,23.1268370152,1314203326.42
487,12.4094269276,1314203356.38
488,3.7255859375,1314203374.12
489,18.8385629654,1314203389.92
490,9.38815808296,1314203410.7
491,7.75425815582,1314203427.6
492,18.4078290462,1314203448.5
493,18.6160559654,1314203469.13
494,20.1157128811,1314203487.77
495,11.831182003,1314203510.41
496,6.0767390728,1314203527.17
497,21.6895639896,1314203539.84
498,18.5846891403,1314203567.41
499,15.6056690216,1314203589.73
EndTest
