NewTest,Mattest,bachelor3-VirtualBox
0,25.666918993,1321366176.75
1,25.9331929684,1321366202.43
2,23.2142410278,1321366228.37
3,24.0475218296,1321366252.38
4,23.4415390491,1321366276.44
EndTest
NewTest,I-O,bachelor3-VirtualBox
0,5.25827813148,1321366304.53
1,4.97807478905,1321366316.24
2,2.33275413513,1321366328.57
3,12.3817360401,1321366343.29
4,11.4972360134,1321366357.7
EndTest
NewTest,SeekAndWrite,bachelor3-VirtualBox
0,2.94577383995,1321366374.58
1,0.257076978683,1321366377.65
2,0.144976854324,1321366378.0
3,0.244204044342,1321366378.24
4,0.119413852692,1321366378.54
EndTest
NewTest,SeekIndex,bachelor3-VirtualBox
0,0.806551218033,1321366382.84
1,0.0910398960114,1321366383.68
2,0.0599138736725,1321366383.88
3,0.0465068817139,1321366384.04
4,0.154869794846,1321366384.24
EndTest
NewTest,TCP,bachelor3-VirtualBox
0,9.43845915794,1321366388.46
1,3.14586687088,1321366397.9
2,3.16694998741,1321366401.05
3,6.45822501183,1321366404.21
4,12.5833179951,1321366410.67
EndTest
