NewTest,Mattest,bachelor-VirtualBox(127.0.1.1)
210,33.7208240032,7178.22111607
211,33.5074729919,7211.73285103
212,33.5295031071,7245.38923216
213,34.1247630119,7279.72737312
214,34.0846111774,7313.82743621
215,34.0672719479,7347.91889906
216,33.7007668018,7381.79936719
217,33.4462070465,7415.35694909
218,33.8833968639,7449.43465018
219,33.3008310795,7482.83060503
220,33.8713049889,7517.06271601
221,34.6842172146,7552.34637618
222,35.0638868809,7587.43754315
223,34.8488299847,7622.31125021
224,34.684139967,7657.01175499
225,33.5155370235,7690.52917409
226,33.7876229286,7724.61673403
227,33.0867681503,7757.7311492
228,33.8340051174,7792.16268015
229,34.2751471996,7827.01890802
230,33.9401249886,7861.49507999
231,34.6009411812,7896.345999
232,34.2338151932,7930.58205414
233,34.2192239761,7964.97034502
234,33.5054490566,7998.47800303
235,33.4868059158,8032.63475513
236,33.2569520473,8066.19044018
237,33.6892850399,8100.36792612
238,33.5760259628,8134.00110912
239,34.0150778294,8168.06156516
240,33.5710029602,8201.67105222
241,33.9329969883,8235.60646009
242,33.7364871502,8269.37353611
243,33.4812412262,8302.94957304
244,33.0186340809,8335.97573209
245,33.3125309944,8369.98268914
246,33.4785468578,8403.48769021
247,33.4639828205,8436.961972
248,33.3031270504,8470.2816
249,33.8466148376,8504.45599818
250,34.0852007866,8538.55450106
251,33.7379169464,8572.29727912
252,33.5693471432,8605.87822604
253,34.2585749626,8640.1430552
254,33.6909849644,8674.12069702
255,33.737664938,8707.98660016
256,33.0900740623,8741.0786531
257,33.6497938633,8775.14242315
258,33.6817889214,8808.83278704
259,33.6736209393,8842.65303302
260,33.6986429691,8876.35609221
261,34.1055231094,8910.79618216
262,33.94333601,8944.76631904
263,32.864356041,8977.63333011
264,33.4136419296,9011.87297916
265,34.171913147,9046.53666306
266,32.8891351223,9079.48624301
267,33.8227210045,9113.74762011
268,33.3822960854,9147.15553308
269,34.2906410694,9181.87800121
270,33.8819761276,9215.88955903
271,33.2877559662,9249.5125072
272,33.8452649117,9284.1587472
273,33.7698919773,9318.23085999
274,33.2433388233,9351.58776903
275,33.7314879894,9386.10642719
276,33.7421758175,9420.04117918
277,34.2725777626,9454.31721807
278,34.1167960167,9488.45528316
279,34.122633934,9522.58817506
280,33.627918005,9556.22101712
281,32.9368331432,9589.37763405
282,33.7002329826,9623.84093904
283,33.8295779228,9658.01880717
284,34.036123991,9692.17532611
285,33.4763610363,9725.66364312
286,34.4241578579,9761.2573092
287,34.2666490078,9795.53538918
288,33.9954478741,9829.55367422
289,33.3615608215,9863.35859323
290,33.7012109756,9897.26712918
291,33.071616888,9930.45601106
292,33.6820418835,9964.78007007
293,33.5667560101,9998.48087811
294,33.7509489059,10032.5714481
295,33.7728879452,10066.3656991
296,34.4084300995,10100.8019071
297,34.0243968964,10134.8458951
298,33.6080460548,10168.5672941
299,33.5915260315,10202.1948552
300,33.3208429813,10235.8371291
301,33.5161831379,10269.4572001
302,34.2149820328,10303.8840621
303,33.391438961,10337.2969661
304,33.7758619785,10371.5714052
305,34.0800559521,10405.6711321
306,34.3837459087,10440.3923242
307,33.3064739704,10473.7240222
308,33.4812068939,10507.7232311
309,33.4717888832,10541.6444421
310,34.1019458771,10576.057719
311,33.7245719433,10609.9763532
312,33.8294939995,10644.017657
313,33.8618659973,10677.957885
314,33.7953829765,10711.778738
315,33.8995840549,10745.6980271
316,33.3764009476,10779.1001701
317,33.5665709972,10812.8031082
318,33.1899440289,10846.04619
319,33.3875319958,10879.8175552
320,33.1350951195,10913.1091452
321,33.4022099972,10946.8047361
322,33.9761991501,10980.7899761
323,33.894370079,11014.6949151
324,33.8503360748,11048.5566211
325,33.4216330051,11082.024837
326,33.3116030693,11115.3603191
327,33.5028350353,11148.959831
328,33.2962191105,11182.461565
329,33.6711890697,11216.409775
330,33.6817159653,11250.112138
331,34.0364511013,11284.1536262
332,34.3081250191,11318.4844682
333,34.0654299259,11352.5619791
334,33.5751140118,11386.1572502
335,33.4607489109,11419.7872732
336,33.8874971867,11453.779705
337,33.5126070976,11487.3842721
338,33.1824889183,11520.675837
339,33.6461229324,11554.9146461
340,34.6219820976,11589.891664
341,34.707447052,11624.6205041
342,34.5471160412,11659.1717482
343,33.9002788067,11693.0750451
344,34.0586340427,11727.7113881
345,33.3938989639,11761.8034592
346,33.7589797974,11796.271904
347,34.139029026,11831.1141572
348,34.1290359497,11865.8501861
349,34.2787098885,11900.4098032
350,35.3665599823,11936.117563
351,34.7214670181,11971.0553942
352,34.242069006,12005.5237861
353,33.4150369167,12039.287765
354,33.7677578926,12073.426239
355,33.8763389587,12107.5117302
356,33.7141628265,12141.2588091
357,33.4911429882,12174.7641182
358,33.4876220226,12208.5271182
359,34.3505120277,12242.9043112
360,33.8532629013,12276.767441
361,33.3510160446,12310.1355431
362,33.5706748962,12344.0281081
363,33.457490921,12377.5038402
364,33.691437006,12411.200176
365,33.4845380783,12444.7855492
366,33.3524401188,12478.1769841
367,33.693789959,12511.8916652
368,33.8551030159,12545.761641
369,34.2476210594,12580.0320022
370,33.6731288433,12613.720587
371,33.954777956,12647.6921751
372,33.4214179516,12681.128746
373,32.7043309212,12713.8367531
374,33.3967571259,12747.793189
375,34.2216670513,12782.0188122
376,33.9108858109,12815.9382021
377,33.4026861191,12849.4327312
378,33.9513249397,12883.8907011
379,33.5372369289,12917.4350741
380,33.820677042,12951.2927241
381,33.1845490932,12984.494858
382,33.648597002,13018.4355562
383,33.6997961998,13052.2588961
384,33.6747658253,13086.0253432
385,33.8538298607,13120.0654311
386,33.8871531487,13154.1376071
387,34.5827829838,13188.8929222
388,33.6674880981,13222.576936
389,33.9067480564,13256.8056321
390,33.5951859951,13290.4275081
391,33.6075291634,13324.6975842
392,33.8300681114,13359.103075
393,33.3898630142,13392.5202992
394,34.0344848633,13427.027812
395,34.3206479549,13461.6064842
396,34.5405030251,13496.1772141
397,34.5466120243,13530.7550511
398,34.2172079086,13564.9834461
399,33.5513679981,13598.5433321
400,33.7657828331,13632.4477992
401,34.1335740089,13666.5973461
402,34.0574810505,13700.6795552
403,34.0087778568,13735.001065
404,34.0073971748,13769.4898791
405,34.0397820473,13803.5430632
406,34.006991148,13837.562551
407,33.7232718468,13871.3105171
408,33.5893900394,13905.2029722
409,34.177546978,13939.684617
410,33.8454608917,13973.5390842
411,33.644589901,14007.451962
412,34.3866798878,14041.850847
413,34.37195611,14076.2499831
414,34.01445508,14110.2797711
415,34.0730831623,14144.3586562
416,33.1668000221,14177.5428131
417,32.8572089672,14210.9050272
418,33.3706700802,14244.9500222
419,33.3644869328,14278.331104
420,33.6252539158,14312.315449
421,33.6494698524,14346.1600802
422,33.8289871216,14379.9928091
423,33.5515589714,14413.5482311
424,34.0032329559,14447.9723692
425,33.2709379196,14481.263772
426,33.6632769108,14515.5886362
427,33.7768700123,14549.646069
428,33.2411530018,14582.8992081
429,33.777367115,14617.3858831
430,34.0991499424,14651.8409081
431,33.880767107,14685.808671
432,34.3234241009,14720.2521451
433,33.8463208675,14754.1746411
434,33.4175388813,14787.790822
435,33.4315240383,14821.5023
436,33.4361951351,14855.1246562
437,33.5897860527,14888.904314
438,33.3706989288,14922.2950511
439,33.6069970131,14955.904443
440,33.7999899387,14989.7841341
441,34.137378931,15023.928735
442,33.7822108269,15057.7226992
443,33.2599010468,15090.984941
444,33.3023588657,15124.6481171
445,33.3554661274,15158.2787261
446,33.5979599953,15191.9103241
447,33.5316870213,15225.8776751
448,33.736371994,15259.6686752
449,33.8806118965,15293.5663521
450,33.915938139,15327.484426
451,34.0455880165,15361.537662
452,33.4401080608,15394.9811351
453,33.8156540394,15429.019438
454,33.5421471596,15462.5662782
455,33.4753088951,15496.0436332
456,33.36886096,15529.736865
457,34.6198940277,15564.8206511
458,34.5044159889,15599.3357131
459,34.194865942,15633.5462532
460,34.3353321552,15667.9014912
461,33.2343790531,15701.1659911
462,34.213668108,15735.9916222
463,34.2287168503,15770.3002322
464,33.8321368694,15804.1357832
465,33.6342070103,15837.8308661
466,33.9606928825,15872.5934601
467,34.0070319176,15906.682996
468,34.591342926,15941.718811
469,34.2072389126,15975.948503
470,34.2063920498,16010.5235281
471,33.779132843,16044.7479112
472,33.7843811512,16079.0322051
473,33.4010338783,16112.4594681
474,33.6373250484,16146.3137932
475,33.0262970924,16179.3718851
476,34.0341691971,16214.0529611
477,33.9241168499,16247.9962451
478,34.3133621216,16282.3213272
479,33.4144999981,16315.799705
480,32.7039318085,16348.7637601
481,32.6592199802,16381.9874172
482,33.5134310722,16416.365196
483,33.3615348339,16449.7538872
484,33.2935757637,16483.2965171
485,33.7407858372,16517.0512202
486,34.1048932076,16551.178014
487,34.1282470226,16585.3235731
488,33.7089431286,16619.1296601
489,32.7312958241,16651.864398
490,33.482708931,16686.0527401
491,33.1682062149,16719.2398071
492,33.6897890568,16753.191643
493,34.3570618629,16787.970386
494,33.8499701023,16822.0454102
495,34.2171339989,16856.2824502
496,35.1232619286,16891.4270082
497,36.0808300972,16927.52422
498,34.4930529594,16962.0443852
499,34.030094862,16996.0785971
EndTest
