NewTest,TCP,bachelor-VirtualBox(127.0.1.1)
0,18.0881421566,1314251202.97
1,6.11481308937,1314251221.06
2,6.10545086861,1314251227.17
3,0.0894739627838,1314251233.28
4,0.0599880218506,1314251233.37
5,0.064101934433,1314251233.43
6,0.065230846405,1314251233.49
7,0.0705511569977,1314251233.56
8,0.0671629905701,1314251233.63
9,0.0635640621185,1314251233.7
10,0.063364982605,1314251233.76
11,0.0674741268158,1314251233.82
12,0.0640938282013,1314251233.89
13,0.0605680942535,1314251233.95
14,0.0592150688171,1314251234.01
15,0.0620889663696,1314251234.07
16,0.0582900047302,1314251234.14
17,0.0620608329773,1314251234.19
18,0.0573887825012,1314251234.26
19,0.0634911060333,1314251234.31
20,0.0595998764038,1314251234.38
21,0.0618479251862,1314251234.44
22,0.0673968791962,1314251234.5
23,0.0633418560028,1314251234.57
24,0.0635828971863,1314251234.63
25,0.0640561580658,1314251234.69
26,0.0645039081573,1314251234.76
27,0.0650110244751,1314251234.82
28,0.0609900951385,1314251234.89
29,0.0668449401855,1314251234.95
30,0.0646059513092,1314251235.02
31,0.0698580741882,1314251235.08
32,0.0713748931885,1314251235.15
33,0.0625081062317,1314251235.22
34,0.0618979930878,1314251235.29
35,0.0645389556885,1314251235.35
36,0.0609350204468,1314251235.41
37,0.0711860656738,1314251235.47
38,0.0685350894928,1314251235.54
39,0.0714769363403,1314251235.61
40,0.0696067810059,1314251235.68
41,0.0617439746857,1314251235.75
42,0.0616798400879,1314251235.82
43,3.10313606262,1314251235.88
44,0.179771184921,1314251238.98
45,0.0711109638214,1314251239.16
46,0.0632910728455,1314251239.23
47,0.064964056015,1314251239.3
48,0.0639159679413,1314251239.36
49,0.0569620132446,1314251239.43
50,0.0690801143646,1314251239.48
51,0.0680961608887,1314251239.55
52,0.064523935318,1314251239.62
53,0.0629498958588,1314251239.68
54,0.0599188804626,1314251239.75
55,0.0599818229675,1314251239.81
56,0.0772528648376,1314251239.87
57,0.0635468959808,1314251239.95
58,0.0595300197601,1314251240.01
59,0.0641858577728,1314251240.07
60,0.0646920204163,1314251240.13
61,0.065199136734,1314251240.2
62,0.059562921524,1314251240.26
63,0.0632920265198,1314251240.32
64,0.0615019798279,1314251240.39
65,0.0626399517059,1314251240.45
66,0.0615630149841,1314251240.51
67,0.0645658969879,1314251240.57
68,0.0635268688202,1314251240.64
69,0.0675330162048,1314251240.7
70,0.064414024353,1314251240.77
71,0.0664641857147,1314251240.83
72,0.0639359951019,1314251240.9
73,0.0669689178467,1314251240.96
74,0.0612981319427,1314251241.03
75,0.0735828876495,1314251241.09
76,0.0663499832153,1314251241.16
77,0.0675849914551,1314251241.23
78,0.0614559650421,1314251241.3
79,0.0639297962189,1314251241.36
80,0.0597321987152,1314251241.42
81,0.0714089870453,1314251241.48
82,0.0697011947632,1314251241.56
83,0.0665471553802,1314251241.63
84,0.0626649856567,1314251241.69
85,0.0614368915558,1314251241.76
86,0.0682830810547,1314251241.82
87,0.0670239925385,1314251241.89
88,6.09005689621,1314251241.95
89,0.17330288887,1314251248.04
90,0.0714809894562,1314251248.22
91,0.0783360004425,1314251248.29
92,0.0842759609222,1314251248.37
93,0.0587918758392,1314251248.45
94,0.0722799301147,1314251248.51
95,0.075318813324,1314251248.58
96,0.0678930282593,1314251248.66
97,0.0618410110474,1314251248.73
98,0.0657248497009,1314251248.79
99,0.0752530097961,1314251248.85
100,0.0605239868164,1314251248.93
101,0.0707790851593,1314251248.99
102,0.0626049041748,1314251249.06
103,0.0777149200439,1314251249.12
104,0.0621321201324,1314251249.2
105,0.0612900257111,1314251249.26
106,0.062285900116,1314251249.32
107,0.0649318695068,1314251249.39
108,0.0675950050354,1314251249.45
109,0.0740990638733,1314251249.52
110,0.0736281871796,1314251249.59
111,0.0668740272522,1314251249.67
112,0.0654911994934,1314251249.73
113,0.0605680942535,1314251249.8
114,0.0756440162659,1314251249.86
115,0.072231054306,1314251249.94
116,0.0677719116211,1314251250.01
117,0.0687727928162,1314251250.08
118,0.068598985672,1314251250.15
119,0.0653738975525,1314251250.21
120,0.0636501312256,1314251250.29
121,0.0673921108246,1314251250.35
122,0.0627570152283,1314251250.42
123,0.0635011196136,1314251250.48
124,0.0639159679413,1314251250.55
125,0.065728187561,1314251250.61
126,0.0646479129791,1314251250.68
127,0.0637540817261,1314251250.74
128,0.06316614151,1314251250.8
129,0.0669629573822,1314251250.87
130,0.0648438930511,1314251250.94
131,0.0586760044098,1314251251.0
132,0.0695879459381,1314251251.06
133,0.0761091709137,1314251251.13
134,0.0628509521484,1314251251.2
135,0.0669851303101,1314251251.27
136,0.0672471523285,1314251251.33
137,0.0812380313873,1314251251.4
138,0.0785601139069,1314251251.48
139,0.0719680786133,1314251251.56
140,0.0635929107666,1314251251.63
141,0.0834670066833,1314251251.7
142,0.0769040584564,1314251251.78
143,0.0782392024994,1314251251.86
144,0.073942899704,1314251251.94
145,0.077131986618,1314251252.01
146,0.0705800056458,1314251252.09
147,0.0783450603485,1314251252.16
148,0.0844779014587,1314251252.24
149,0.0796310901642,1314251252.32
150,0.0715720653534,1314251252.4
151,0.0758399963379,1314251252.47
152,0.0625150203705,1314251252.55
153,0.0712118148804,1314251252.61
154,0.0725929737091,1314251252.68
155,0.0648300647736,1314251252.76
156,0.111742973328,1314251252.82
157,0.0806758403778,1314251252.93
158,0.0715589523315,1314251253.02
159,0.102729082108,1314251253.09
160,0.0739099979401,1314251253.19
161,0.0680530071259,1314251253.26
162,0.0905241966248,1314251253.33
163,0.0779130458832,1314251253.42
164,0.0827369689941,1314251253.5
165,0.0764820575714,1314251253.58
166,0.0898950099945,1314251253.66
167,0.0699949264526,1314251253.75
168,0.0839049816132,1314251253.82
169,0.0935399532318,1314251253.9
170,0.0812289714813,1314251254.0
171,0.070013999939,1314251254.08
172,0.0662288665771,1314251254.15
173,0.0774958133698,1314251254.22
174,0.0798230171204,1314251254.29
175,0.0839672088623,1314251254.37
176,0.0974388122559,1314251254.46
177,0.0840361118317,1314251254.56
178,0.077399969101,1314251254.64
179,0.0800778865814,1314251254.72
180,0.0718958377838,1314251254.8
181,0.0776507854462,1314251254.87
182,0.0721788406372,1314251254.95
183,0.0744881629944,1314251255.02
184,0.085009098053,1314251255.1
185,0.0837299823761,1314251255.18
186,0.0774021148682,1314251255.26
187,0.0802919864655,1314251255.34
188,0.0783741474152,1314251255.42
189,0.0820112228394,1314251255.5
190,0.07710313797,1314251255.58
191,0.0853629112244,1314251255.66
192,0.0854179859161,1314251255.75
193,0.0800189971924,1314251255.83
194,0.0800399780273,1314251255.91
195,0.0921700000763,1314251255.99
196,0.077290058136,1314251256.08
197,0.0777862071991,1314251256.16
198,0.0916469097137,1314251256.24
199,0.0687429904938,1314251256.33
200,0.0813989639282,1314251256.4
201,0.0751259326935,1314251256.48
202,0.0786430835724,1314251256.56
203,0.0778729915619,1314251256.64
204,0.10586309433,1314251256.72
205,0.0897970199585,1314251256.82
206,0.077733039856,1314251256.91
207,12.0906889439,1314251256.99
208,0.100946903229,1314251269.08
209,0.0890958309174,1314251269.18
210,0.0872070789337,1314251269.27
211,0.0996060371399,1314251269.36
212,0.175122976303,1314251269.46
213,0.0971961021423,1314251269.63
214,0.0798568725586,1314251269.73
215,0.0788259506226,1314251269.81
216,0.0827369689941,1314251269.89
217,0.0813508033752,1314251269.97
218,0.0893340110779,1314251270.05
219,0.0808761119843,1314251270.14
220,0.0834491252899,1314251270.23
221,0.0739159584045,1314251270.31
222,0.0778539180756,1314251270.38
223,0.07932305336,1314251270.46
224,0.0740950107574,1314251270.54
225,0.0782039165497,1314251270.61
226,0.0828328132629,1314251270.69
