NewTest,Mattest,bachelor-VirtualBox(127.0.1.1)
0,33.7538750172,33.7913138866
1,33.1539781094,67.5902168751
2,33.1772501469,101.177510977
3,33.125743866,134.70716691
4,33.6106581688,168.63071084
5,33.2990241051,202.307123899
6,33.5183138847,236.069078922
7,33.4549660683,269.998227835
8,33.0932569504,303.35808301
9,33.2943921089,337.24334693
10,33.6575551033,371.275570869
11,33.4472520351,404.95983386
12,32.8756518364,438.461977959
13,33.8962140083,473.857777834
14,35.2789390087,509.578168869
15,33.7571699619,543.358081818
16,33.8120210171,577.181355953
17,34.3256249428,612.444789886
18,33.4472539425,645.904647827
19,33.2123198509,679.149503946
20,33.0934669971,712.740725994
21,33.1398251057,746.533553839
22,32.8990190029,780.717185974
23,33.3257021904,814.824762821
24,33.2475099564,849.125838995
25,34.012378931,883.600076914
26,33.5530269146,917.167343855
27,33.3263280392,950.761428833
28,33.5111739635,985.152868986
29,33.7020909786,1019.33854699
30,34.0237298012,1054.28208089
31,33.1965939999,1087.54589081
32,33.7739059925,1122.19454193
33,33.4690690041,1155.97786188
34,33.2263071537,1189.83566785
35,33.4807100296,1224.13295388
36,34.1689381599,1259.04650879
37,33.9171559811,1293.52596784
38,32.9636690617,1327.06136298
39,33.4226820469,1361.50250888
40,33.5044119358,1396.1007688
41,31.5727009773,1429.31290984
42,33.814604044,1465.09229779
43,33.2875981331,1498.82567
44,33.2382831573,1532.44533181
45,33.5161559582,1566.27289796
46,34.2614240646,1600.81691885
47,33.3602259159,1634.19340396
48,33.9908590317,1668.70936084
49,33.0047190189,1701.72418594
50,33.2167258263,1736.03688979
51,33.9123558998,1770.94112301
52,33.4893009663,1805.13050294
53,33.9644470215,1839.60362792
54,33.2324869633,1873.29723692
55,33.9431459904,1908.10669684
56,32.8751819134,1941.03890395
57,33.4367210865,1975.49188089
58,33.2457640171,2009.46466398
59,33.4265229702,2043.82268381
60,33.8567068577,2078.30221581
61,33.5398199558,2112.32472682
62,34.1583790779,2147.0249629
63,33.2049820423,2180.27145195
64,33.9086260796,2214.98930597
65,33.3355219364,2248.33689785
66,33.5128960609,2282.41348791
67,33.5485460758,2316.24013281
68,33.112953186,2349.74501681
69,33.4689700603,2384.04997802
70,33.2557110786,2417.68057489
71,33.2736289501,2451.85931897
72,33.0221998692,2485.72625899
73,33.361232996,2519.64544582
74,33.842247963,2553.82998586
75,33.5560510159,2587.67936301
76,32.9033539295,2621.03403592
77,33.3318600655,2655.01461983
78,33.1050667763,2688.87940288
79,33.2299499512,2722.91626692
80,32.9359109402,2756.68336201
81,33.2018039227,2790.57498789
82,33.7140138149,2824.78399992
83,33.0780317783,2857.96553087
84,33.4353427887,2892.00325489
85,33.754076004,2926.2518518
86,33.5716729164,2959.92344093
87,32.7642099857,2992.88468289
88,33.2983400822,3026.9636848
89,33.5797088146,3061.07166982
90,33.5955729485,3095.12349796
91,33.084597826,3128.7153368
92,32.9792850018,3162.44211483
93,33.2249560356,3196.18813586
94,33.7251939774,3230.79082394
95,33.614511013,3264.57652783
96,32.929623127,3297.7903049
97,33.0141839981,3331.37068391
98,32.4981601238,3364.45833492
99,33.3022720814,3398.55864692
100,33.7187719345,3432.67271686
101,32.5347681046,3465.62892985
102,33.9991109371,3500.43823481
103,33.1919989586,3533.74965096
104,33.4485259056,3568.09763098
105,32.9017260075,3601.14222193
106,33.4295959473,3635.284374
107,33.375248909,3669.26176691
108,33.3566510677,3703.27739
109,32.7653479576,3736.11647081
110,33.3947107792,3770.31887293
111,33.5388610363,3804.1649828
112,33.20601511,3837.73078179
113,34.009706974,3872.3754909
114,33.8854498863,3906.28246498
115,32.9978699684,3940.09777594
116,33.3148510456,3974.01670599
117,33.5470359325,4008.2487278
118,33.3553419113,4041.93429995
119,33.0349051952,4075.61017084
120,32.8955631256,4109.4694469
121,34.0484650135,4144.39555502
122,32.9191749096,4177.74991488
123,32.9736859798,4211.42707896
124,33.3191239834,4245.20927286
125,33.4119691849,4279.03039789
126,33.9048099518,4313.85337591
127,33.8435821533,4347.71779084
128,33.7668831348,4382.19531894
129,33.3078382015,4416.71110702
130,33.1233890057,4450.62918282
131,33.0824258327,4484.30338979
132,34.3561038971,4519.18947196
133,33.5211110115,4552.74361992
134,33.4551079273,4586.26595998
135,32.8850650787,4619.30942583
136,33.3422031403,4653.29251599
137,33.4139299393,4687.32386684
138,33.2308599949,4721.04004002
139,33.5441389084,4755.22899389
140,33.1981608868,4788.88560891
141,32.4834718704,4822.19962978
142,33.6705789566,4857.30018687
143,33.3091380596,4890.73840094
144,33.1969909668,4924.59599996
145,33.0747950077,4958.30016899
146,33.0448970795,4991.88592601
147,33.9166519642,5026.43362999
148,33.1815559864,5059.77145886
149,33.2037510872,5093.57945395
150,34.2158379555,5128.59412098
151,33.0914869308,5161.93645382
152,34.0303668976,5196.81115699
153,33.5438709259,5230.56024694
154,33.6341080666,5264.72456384
155,33.0771760941,5298.3229959
156,33.0606849194,5331.98824382
157,33.3497290611,5366.1486969
158,33.7344708443,5400.78470588
159,34.0447440147,5435.09148383
160,33.2024068832,5468.43901896
161,33.8276979923,5502.68843484
162,32.9822669029,5536.0948348
163,33.3228368759,5569.96116686
164,33.3564910889,5603.59753394
165,33.7329521179,5638.12421298
166,33.6744990349,5672.22426295
167,33.2817921638,5706.22711086
168,32.906306982,5739.70361185
169,33.3638370037,5774.18151283
170,33.3649089336,5807.8098309
171,33.5664038658,5841.93351984
172,33.1284410954,5875.41365099
173,33.4140119553,5909.8266089
174,33.5073478222,5943.78562188
175,33.3118610382,5977.575212
176,33.1395728588,6011.04133582
177,33.0155591965,6044.46890879
178,33.1576731205,6078.73383784
179,33.4204590321,6112.64367294
180,33.0193479061,6145.99983001
181,33.7137479782,6180.32161593
182,33.781526804,6214.10981297
183,33.0929269791,6247.4024508
184,33.0516400337,6280.92708588
185,33.6369049549,6315.46286988
186,33.4387428761,6349.23182893
187,33.3784120083,6383.54939294
188,33.4357788563,6417.3195498
189,34.0697100163,6451.71941185
190,33.3439099789,6485.41710782
191,33.0604348183,6518.885885
192,33.3274638653,6552.81960797
193,33.1227900982,6586.614568
194,33.1965899467,6620.70833993
195,33.31376791,6654.85731602
196,33.6556868553,6688.92642593
197,33.3709051609,6722.62090993
198,32.5747489929,6756.22468281
199,33.5914649963,6790.89781189
200,33.3839550018,6825.25506783
201,32.9331128597,6858.98302293
202,33.5293660164,6893.55879688
203,33.5673310757,6927.62688589
204,33.922508955,6962.416466
205,33.5791599751,6996.34680986
206,33.6502001286,7030.32996392
207,33.3850610256,7064.09280992
208,33.4309020042,7097.89198899
209,33.5967810154,7132.19282198
210,32.3094270229,7165.35804391
211,33.2634990215,7200.10772991
212,33.5275239944,7234.166471
213,33.6904108524,7268.30399489
214,33.6578481197,7302.65713692
215,33.9415330887,7337.32657886
216,33.2935819626,7370.86876678
217,33.7137098312,7405.70201778
218,33.991191864,7440.48142481
219,33.2063908577,7473.94380784
220,32.758035183,7507.30620289
221,33.771750927,7541.79997897
222,34.7005159855,7576.8659699
223,33.3815238476,7610.30790281
224,33.8537409306,7645.13534188
225,32.8251791,7678.17895889
226,33.4798550606,7712.64314294
227,32.8950879574,7746.80117488
228,33.65513587,7782.02830195
229,33.4035580158,7815.81886888
230,33.0089879036,7849.94143987
231,33.7141869068,7884.28044987
232,34.0288059711,7918.63508081
233,33.3571910858,7952.482476
234,33.1103229523,7986.26129293
235,33.1985659599,8020.24046087
236,33.2461168766,8054.58299589
237,33.6097998619,8089.12906384
238,33.3147838116,8122.87414694
239,33.8407888412,8157.77112079
240,33.3084180355,8191.40318584
241,33.7476358414,8225.76914287
242,33.2460329533,8259.42196178
243,33.3516590595,8293.72456479
244,33.3686699867,8327.93804693
245,33.2639679909,8361.90239096
246,32.9242050648,8395.74305201
