NewTest,TCP,bachelor2-VirtualBox
0,0.900056838989,1317322724.18
1,0.672042131424,1317322725.08
2,0.736046075821,1317322725.76
3,0.668040990829,1317322726.49
4,28.1137568951,1317322727.16
5,7.05244016647,1317322755.28
6,0.620038986206,1317322762.33
7,0.640039920807,1317322762.95
8,0.668041944504,1317322763.59
9,6.80842518806,1317322764.26
10,0.7120449543,1317322771.07
11,0.760046958923,1317322771.78
12,0.664041996002,1317322772.54
13,0.728044986725,1317322773.2
14,10.0446279049,1317322773.93
15,0.764048099518,1317322783.98
16,0.736046075821,1317322784.74
17,0.692042827606,1317322785.48
18,9.9286210537,1317322786.17
19,0.720045089722,1317322796.1
20,0.724045038223,1317322796.82
21,0.696043968201,1317322797.54
22,0.684041976929,1317322798.24
23,3.86824202538,1317322798.92
24,0.664041996002,1317322802.79
25,0.648040056229,1317322803.46
26,0.720044851303,1317322804.1
27,0.708044052124,1317322804.82
28,6.86442899704,1317322805.53
29,0.720045089722,1317322812.4
30,0.876055002213,1317322813.12
31,0.724045038223,1317322813.99
32,7.04844093323,1317322814.72
33,0.740046024323,1317322821.77
34,0.720044851303,1317322822.51
35,0.680042982101,1317322823.23
36,0.672042131424,1317322823.91
37,0.676042079926,1317322824.58
38,0.776047945023,1317322825.25
39,0.680042982101,1317322826.03
40,0.712044000626,1317322826.71
41,3.80823802948,1317322827.42
42,0.672041893005,1317322831.23
43,0.636039972305,1317322831.9
44,0.75204706192,1317322832.54
45,0.772047996521,1317322833.29
46,0.668041944504,1317322834.06
47,0.688043117523,1317322834.73
48,0.836051940918,1317322835.42
49,0.684042930603,1317322836.25
50,28.1777610779,1317322836.94
51,3.70423197746,1317322865.12
52,22.2013869286,1317322868.82
53,0.668042182922,1317322891.02
54,0.644039869308,1317322891.69
55,0.71604514122,1317322892.33
56,0.78804898262,1317322893.05
57,7.06844186783,1317322893.84
58,3.63622713089,1317322900.91
59,0.776048898697,1317322904.54
60,0.75204706192,1317322905.32
61,0.704043865204,1317322906.07
62,3.85624098778,1317322906.77
63,0.696043014526,1317322910.63
64,0.772047996521,1317322911.33
65,0.708045005798,1317322912.1
66,6.94443416595,1317322912.81
67,0.748045921326,1317322919.75
68,0.688043117523,1317322920.5
69,0.636039972305,1317322921.19
70,0.700043916702,1317322921.82
71,16.025001049,1317322922.52
72,0.792049884796,1317322938.55
73,0.672042131424,1317322939.34
74,0.712044000626,1317322940.01
75,0.908056020737,1317322940.73
76,15.9329960346,1317322941.64
77,0.636039972305,1317322957.57
78,0.704044103622,1317322958.21
79,0.680041790009,1317322958.91
80,0.840053081512,1317322959.59
81,0.660041093826,1317322960.43
82,0.656040906906,1317322961.09
83,0.696043968201,1317322961.75
84,0.736046075821,1317322962.44
85,16.2730169296,1317322963.18
86,3.8522400856,1317322979.45
87,0.648041009903,1317322983.3
88,0.760046958923,1317322983.95
89,0.728045940399,1317322984.71
90,19.0011870861,1317322985.44
91,0.788049936295,1317323004.44
92,0.748045921326,1317323005.23
93,0.620039224625,1317323005.98
94,0.692042827606,1317323006.6
95,9.97662401199,1317323007.29
96,9.77661108971,1317323017.27
97,0.764047861099,1317323027.04
98,0.680042028427,1317323027.81
99,0.71604514122,1317323028.49
100,3.89624285698,1317323029.2
101,0.664041996002,1317323033.1
102,0.724045038223,1317323033.76
103,0.676042079926,1317323034.49
104,6.73642086983,1317323035.16
105,10.072630167,1317323041.9
106,0.832051992416,1317323051.97
107,0.660040855408,1317323052.8
108,0.692043066025,1317323053.46
109,3.79223704338,1317323054.16
110,0.772048950195,1317323057.95
111,0.644040107727,1317323058.72
112,0.796049833298,1317323059.36
113,0.640040159225,1317323060.16
114,0.808049917221,1317323060.8
115,0.660041093826,1317323061.61
116,0.764047861099,1317323062.27
117,0.664041996002,1317323063.03
118,3.9002430439,1317323063.7
119,0.716044902802,1317323067.6
120,0.684043169022,1317323068.31
121,0.684042930603,1317323069.0
122,0.784049034119,1317323069.68
123,0.692043066025,1317323070.47
124,0.776047945023,1317323071.16
125,0.744046926498,1317323071.93
126,0.644040107727,1317323072.68
127,9.91261982918,1317323073.32
128,0.648040056229,1317323083.23
129,0.728045940399,1317323083.88
130,0.680042028427,1317323084.61
131,0.680042982101,1317323085.29
132,3.73623299599,1317323085.97
133,0.728046178818,1317323089.71
134,0.82405090332,1317323090.43
135,0.808051109314,1317323091.26
136,0.7840487957,1317323092.07
137,0.868054151535,1317323092.85
138,0.708044052124,1317323093.72
139,0.760047912598,1317323094.43
140,9.86461591721,1317323095.19
141,0.756047010422,1317323105.05
142,0.692044019699,1317323105.81
143,0.872054100037,1317323106.5
144,13.0248138905,1317323107.37
145,0.700044155121,1317323120.4
146,0.748046875,1317323121.1
147,0.75204706192,1317323121.84
148,0.708044052124,1317323122.6
149,3.79223680496,1317323123.3
150,0.704044103622,1317323127.1
151,0.676042079926,1317323127.8
152,0.784049034119,1317323128.48
153,0.720044851303,1317323129.26
154,0.816051006317,1317323129.98
155,0.688043117523,1317323130.8
156,0.668041944504,1317323131.48
157,0.728044986725,1317323132.15
158,0.736046075821,1317323132.88
159,0.792049884796,1317323133.62
160,0.736046075821,1317323134.41
161,0.756047010422,1317323135.15
162,6.87242984772,1317323135.9
163,0.672042131424,1317323142.77
164,0.692043066025,1317323143.45
165,0.728044986725,1317323144.14
166,6.80042481422,1317323144.87
167,18.9731860161,1317323151.67
168,0.676042079926,1317323170.64
169,0.636039972305,1317323171.32
170,0.720045089722,1317323171.95
171,0.720044851303,1317323172.67
172,6.78042411804,1317323173.39
173,0.760046958923,1317323180.17
174,0.744046926498,1317323180.93
175,0.684043169022,1317323181.68
176,0.828050851822,1317323182.36
177,0.732046127319,1317323183.19
178,0.660040855408,1317323183.92
179,0.796050071716,1317323184.58
180,0.772047996521,1317323185.38
181,12.9008069038,1317323186.15
182,0.732045173645,1317323199.05
183,0.6760430336,1317323199.78
184,0.704043865204,1317323200.46
185,6.78842401505,1317323201.16
186,15.8889930248,1317323207.95
187,0.732045888901,1317323223.84
188,0.628039121628,1317323224.57
189,0.812051057816,1317323225.2
190,3.76023483276,1317323226.01
191,0.648040056229,1317323229.77
192,0.7120449543,1317323230.42
193,0.728044986725,1317323231.13
194,0.668042182922,1317323231.86
195,6.91643190384,1317323232.53
196,0.680042982101,1317323239.44
197,0.684041976929,1317323240.12
198,0.780049085617,1317323240.81
199,3.74023389816,1317323241.59
200,9.77661108971,1317323245.33
201,0.668041944504,1317323255.1
202,0.668040990829,1317323255.77
203,0.75204706192,1317323256.44
204,0.756047964096,1317323257.19
205,22.2413899899,1317323257.95
206,19.0891931057,1317323280.19
207,0.7840487957,1317323299.28
208,0.664041042328,1317323300.06
209,0.71604514122,1317323300.73
210,0.684042930603,1317323301.44
211,10.0086250305,1317323302.13
212,10.060628891,1317323312.14
213,0.736046075821,1317323322.2
214,0.684042930603,1317323322.93
215,0.700042963028,1317323323.62
216,3.78423714638,1317323324.32
217,3.74023389816,1317323328.1
218,0.720045089722,1317323331.84
219,0.800050020218,1317323332.56
220,3.84024000168,1317323333.36
221,3.84024000168,1317323337.2
222,0.680042028427,1317323341.04
223,0.708043813705,1317323341.72
224,0.712045192719,1317323342.43
225,6.80442500114,1317323343.14
226,0.656040906906,1317323349.95
227,0.652040958405,1317323350.6
228,0.696043014526,1317323351.25
