NewTest,Mattest,bachelor2-VirtualBox
0,16.5432879925,1321366176.74
1,23.3596560955,1321366202.39
2,16.8689739704,1321366228.34
3,23.3182320595,1321366252.36
4,15.8606908321,1321366276.41
EndTest
NewTest,I-O,bachelor2-VirtualBox
0,11.2127051353,1321366304.5
1,9.45426511765,1321366316.17
2,10.1249530315,1321366328.54
3,7.22403407097,1321366343.27
4,11.1504948139,1321366357.66
EndTest
NewTest,SeekAndWrite,bachelor2-VirtualBox
0,2.71272993088,1321366374.54
1,0.314541101456,1321366377.56
2,0.108958005905,1321366377.99
3,0.26681804657,1321366378.23
4,0.228219032288,1321366378.53
EndTest
NewTest,SeekIndex,bachelor2-VirtualBox
0,0.119730949402,1321366382.81
1,0.109471797943,1321366383.62
2,0.0806400775909,1321366383.85
3,0.125267028809,1321366384.01
4,0.147541046143,1321366384.22
EndTest
NewTest,TCP,bachelor2-VirtualBox
0,18.5862281322,1321366388.43
1,9.53634905815,1321366407.02
2,3.15003705025,1321366416.56
3,6.47619915009,1321366419.71
4,15.4683129787,1321366426.18
EndTest
