NewTest,SeekAndWrite,bachelor4-VirtualBox
82,163.863059998,1317866979.41
83,154.32800889,1317867145.37
84,81.390805006,1317867300.26
85,34.6345100403,1317867383.73
86,288.558833122,1317867427.02
87,217.196043015,1317867717.51
88,235.078855991,1317867939.92
89,133.007415056,1317868175.09
90,58.7004880905,1317868309.08
91,165.808570147,1317868368.24
92,175.183408022,1317868534.13
93,232.593786955,1317868711.47
94,281.36225915,1317868944.85
95,41.1200191975,1317869227.09
96,89.792057991,1317869270.07
97,242.540328979,1317869359.9
98,188.470568895,1317869605.72
99,291.026175022,1317869794.87
100,142.792241096,1317870085.94
101,113.370848179,1317870234.87
102,140.913828135,1317870348.29
103,114.437391996,1317870498.33
104,49.9751060009,1317870612.8
105,261.927783966,1317870662.88
106,86.2166228294,1317870932.14
107,21.9086918831,1317871021.01
108,258.986653805,1317871043.05
109,124.418565035,1317871303.01
110,70.8449368477,1317871427.55
111,177.041316032,1317871499.12
112,293.691562891,1317871678.51
113,20.7354819775,1317871972.23
114,77.442209959,1317871993.67
115,248.043895006,1317872073.05
116,175.99456501,1317872325.72
117,108.736264944,1317872506.43
118,57.5115008354,1317872616.2
119,246.077885151,1317872673.81
120,289.880593061,1317872920.4
121,35.1375570297,1317873212.89
122,112.018671989,1317873248.82
123,210.274863958,1317873360.87
124,214.201673985,1317873571.87
125,4.75571298599,1317873791.99
126,250.224126101,1317873796.97
127,168.93011713,1317874059.0
128,181.778372049,1317874229.64
129,118.608497858,1317874413.52
130,179.534610033,1317874532.28
131,78.603456974,1317874718.4
132,42.8796350956,1317874798.52
133,76.2675719261,1317874846.58
134,253.710580111,1317874927.64
135,92.6349620819,1317875183.74
136,41.7805919647,1317875288.26
137,42.6278510094,1317875331.79
138,55.1930129528,1317875374.87
139,208.264334917,1317875430.74
140,48.7399208546,1317875646.82
141,251.190031052,1317875697.5
142,195.93738699,1317875957.62
143,107.10521102,1317876161.29
144,197.112982988,1317876273.09
145,173.553659916,1317876474.08
146,285.025099039,1317876651.83
147,276.354106903,1317876941.99
148,35.4059889317,1317877218.38
149,116.233859777,1317877253.99
150,299.265481949,1317877376.51
151,158.119215012,1317877675.82
152,149.334980011,1317877834.35
153,297.569674015,1317877984.06
154,81.7995200157,1317878284.78
155,95.0605258942,1317878367.95
156,187.87481308,1317878465.39
157,288.68185401,1317878653.34
158,182.404036999,1317878946.17
159,88.551240921,1317879131.29
160,273.035181999,1317879219.99
161,124.697232008,1317879493.06
162,237.585697174,1317879617.88
163,106.487151146,1317879859.68
164,206.145323992,1317879969.56
165,202.524035215,1317880182.56
166,240.53849411,1317880390.82
167,21.9575550556,1317880634.25
168,91.1858370304,1317880657.95
169,120.703342915,1317880750.74
170,165.397726059,1317880873.58
171,264.628292084,1317881040.19
172,191.137784004,1317881306.88
173,42.745374918,1317881498.09
174,146.525985003,1317881545.58
175,24.5274341106,1317881698.0
176,70.0641469955,1317881726.22
177,218.48747611,1317881801.47
178,267.120194197,1317882022.45
179,172.958672047,1317882294.68
180,107.554781914,1317882469.1
181,21.2812519073,1317882576.7
182,202.32895112,1317882603.86
183,283.011263847,1317882813.88
184,295.23858881,1317883104.11
185,39.9074919224,1317883409.94
186,26.487195015,1317883450.96
187,134.336569071,1317883477.54
188,138.586042881,1317883621.34
189,273.258955002,1317883759.99
190,71.0814008713,1317884036.81
191,92.0156700611,1317884110.96
192,77.7119429111,1317884204.11
193,106.788802862,1317884285.87
194,206.567054987,1317884393.25
195,101.446772099,1317884608.19
196,68.2797999382,1317884711.19
197,112.802691936,1317884786.07
198,161.335340977,1317884905.32
199,139.681814909,1317885066.71
EndTest
