NewTest,TCP,bachelor-VirtualBox(127.0.1.1)
0,15.1401128769,1314251198.79
1,0.08562707901,1314251213.93
2,0.0889527797699,1314251214.01
3,0.0770161151886,1314251214.1
4,0.0771989822388,1314251214.18
5,0.0841250419617,1314251214.26
6,0.107488155365,1314251214.34
7,0.116587877274,1314251214.45
8,0.0850598812103,1314251214.56
9,0.0911591053009,1314251214.65
10,0.0915250778198,1314251214.74
11,0.111984968185,1314251214.83
12,0.0875270366669,1314251214.94
13,0.0758500099182,1314251215.03
14,0.0896148681641,1314251215.11
15,0.0750620365143,1314251215.2
16,0.084792137146,1314251215.27
17,0.083820104599,1314251215.36
18,0.0686168670654,1314251215.44
19,0.0788128376007,1314251215.51
20,0.0824389457703,1314251215.59
21,0.0851199626923,1314251215.67
22,0.0805158615112,1314251215.76
23,0.0854930877686,1314251215.84
24,0.0714371204376,1314251215.92
25,0.0773801803589,1314251216.0
26,0.0752520561218,1314251216.07
27,0.085688829422,1314251216.15
28,0.177363157272,1314251216.23
29,0.0779440402985,1314251216.41
30,0.0840668678284,1314251216.49
31,0.106129169464,1314251216.57
32,0.0889060497284,1314251216.68
33,3.11450505257,1314251216.77
34,3.09185504913,1314251219.88
35,0.12410902977,1314251222.98
36,0.0760188102722,1314251223.1
37,0.0696160793304,1314251223.18
38,0.0626690387726,1314251223.25
39,0.0949430465698,1314251223.31
40,0.0738930702209,1314251223.4
41,0.0684518814087,1314251223.48
42,0.0768768787384,1314251223.55
43,0.071967124939,1314251223.62
44,0.0700469017029,1314251223.7
45,0.0733509063721,1314251223.77
46,0.0701830387115,1314251223.84
47,0.063668012619,1314251223.91
48,0.0738768577576,1314251223.97
49,0.0729730129242,1314251224.05
50,0.0671679973602,1314251224.12
51,0.0562601089478,1314251224.19
52,0.0631711483002,1314251224.24
53,0.0570640563965,1314251224.31
54,0.0603969097137,1314251224.37
55,0.0607528686523,1314251224.43
56,0.0606892108917,1314251224.49
57,0.0673060417175,1314251224.55
58,0.0591578483582,1314251224.61
59,0.0645129680634,1314251224.67
60,0.0701541900635,1314251224.74
61,0.0822880268097,1314251224.81
62,0.0654690265656,1314251224.89
63,0.0584199428558,1314251224.96
64,0.0733549594879,1314251225.02
65,0.0673999786377,1314251225.09
66,0.0729641914368,1314251225.16
67,0.0754470825195,1314251225.23
68,0.0743520259857,1314251225.31
69,0.078733921051,1314251225.38
70,0.0599370002747,1314251225.46
71,0.0661330223083,1314251225.52
72,0.0633420944214,1314251225.59
73,0.0596771240234,1314251225.65
74,0.0657770633698,1314251225.71
75,0.059709072113,1314251225.77
76,0.0648968219757,1314251225.83
77,0.0603919029236,1314251225.9
78,0.0650589466095,1314251225.96
79,0.0631620883942,1314251226.02
80,0.0582981109619,1314251226.09
81,0.0654208660126,1314251226.15
82,0.063915014267,1314251226.21
83,0.0653960704803,1314251226.28
84,0.0593101978302,1314251226.34
85,0.0672609806061,1314251226.4
86,0.06316614151,1314251226.47
87,0.0644328594208,1314251226.53
88,0.0622041225433,1314251226.6
89,0.0622191429138,1314251226.66
90,0.0648210048676,1314251226.72
91,0.0646479129791,1314251226.79
92,0.0698869228363,1314251226.85
93,0.0620760917664,1314251226.92
94,0.0841908454895,1314251226.98
95,0.0676729679108,1314251227.07
96,0.0611939430237,1314251227.14
97,0.0649349689484,1314251227.2
98,0.0619101524353,1314251227.26
99,0.0632829666138,1314251227.32
100,0.0599489212036,1314251227.39
101,0.0642302036285,1314251227.45
102,0.0574460029602,1314251227.51
103,0.0623450279236,1314251227.57
104,0.0662450790405,1314251227.63
105,0.0551178455353,1314251227.7
106,0.0636970996857,1314251227.75
107,0.0598211288452,1314251227.82
108,0.0658669471741,1314251227.88
109,0.062292098999,1314251227.94
110,0.0600600242615,1314251228.01
111,0.0592188835144,1314251228.07
112,0.0621778964996,1314251228.13
113,0.0658218860626,1314251228.19
114,0.0635938644409,1314251228.25
115,0.0628180503845,1314251228.32
116,0.0704820156097,1314251228.38
117,0.0783081054688,1314251228.45
118,0.0680110454559,1314251228.53
119,6.11060905457,1314251228.6
120,12.0929369926,1314251234.71
121,15.0942699909,1314251246.81
122,0.198827028275,1314251261.9
123,0.110417842865,1314251262.1
124,0.0714831352234,1314251262.21
125,0.0710182189941,1314251262.28
126,0.0780239105225,1314251262.35
127,0.0787630081177,1314251262.43
128,0.0761480331421,1314251262.51
129,0.0831170082092,1314251262.59
130,0.063022851944,1314251262.67
131,0.0740361213684,1314251262.73
132,0.0791239738464,1314251262.81
133,0.073340177536,1314251262.89
134,0.0705800056458,1314251262.96
135,0.0796000957489,1314251263.03
136,0.0826370716095,1314251263.11
137,0.0751528739929,1314251263.19
138,0.0740580558777,1314251263.27
139,0.0782418251038,1314251263.34
140,0.0759248733521,1314251263.42
141,0.0792949199677,1314251263.5
142,0.0787608623505,1314251263.58
143,0.0794160366058,1314251263.66
144,0.0777509212494,1314251263.74
145,0.0680651664734,1314251263.81
146,0.0712649822235,1314251263.88
147,0.0626580715179,1314251263.95
148,0.0748009681702,1314251264.02
149,0.0703899860382,1314251264.09
150,6.1172618866,1314251264.16
151,6.10607790947,1314251270.28
152,6.05841994286,1314251276.39
153,15.1191809177,1314251282.44
154,0.0802671909332,1314251297.56
155,0.077064037323,1314251297.65
156,0.0846450328827,1314251297.72
157,0.0672800540924,1314251297.81
158,0.0667471885681,1314251297.87
159,0.0715999603271,1314251297.94
160,0.0622189044952,1314251298.01
161,0.0680069923401,1314251298.08
162,0.0695397853851,1314251298.14
163,0.077782869339,1314251298.21
164,0.0709099769592,1314251298.29
165,0.0735840797424,1314251298.36
166,0.072811126709,1314251298.44
167,0.0752038955688,1314251298.51
168,0.0633411407471,1314251298.58
169,0.0637018680573,1314251298.65
170,0.0667629241943,1314251298.71
171,0.0632648468018,1314251298.78
172,0.0730030536652,1314251298.84
173,0.075798034668,1314251298.92
174,0.0788581371307,1314251298.99
175,0.0668330192566,1314251299.07
176,0.0667040348053,1314251299.14
177,0.0675420761108,1314251299.2
178,0.0742790699005,1314251299.27
179,0.0654029846191,1314251299.35
180,0.0664000511169,1314251299.41
181,0.0691390037537,1314251299.48
182,0.0676870346069,1314251299.55
183,0.0723180770874,1314251299.62
184,0.0607841014862,1314251299.69
185,0.0648488998413,1314251299.75
186,0.0721089839935,1314251299.81
187,0.0695469379425,1314251299.89
188,0.0823011398315,1314251299.96
189,0.0518748760223,1314251300.04
190,0.070611000061,1314251300.09
191,0.0788259506226,1314251300.16
192,0.0758240222931,1314251300.24
193,0.0850141048431,1314251300.32
194,0.0711259841919,1314251300.4
195,0.0601620674133,1314251300.47
196,6.05595088005,1314251300.53
197,15.1420710087,1314251306.59
198,12.0865409374,1314251321.73
199,0.0928559303284,1314251333.82
200,0.0580570697784,1314251333.91
201,0.06605219841,1314251333.97
202,0.0580258369446,1314251334.04
203,0.0708978176117,1314251334.09
204,0.0591440200806,1314251334.16
205,0.0585668087006,1314251334.22
206,0.0598928928375,1314251334.28
207,0.06480884552,1314251334.34
208,0.0556559562683,1314251334.41
209,0.0577790737152,1314251334.46
210,0.0602090358734,1314251334.52
211,0.0626142024994,1314251334.58
212,0.0624120235443,1314251334.64
213,0.0566880702972,1314251334.71
214,0.064689874649,1314251334.76
215,0.0612351894379,1314251334.83
216,0.0789668560028,1314251334.89
217,0.0664710998535,1314251334.97
218,0.0667910575867,1314251335.04
219,0.0745439529419,1314251335.1
220,0.0648190975189,1314251335.18
221,0.0612840652466,1314251335.24
222,0.0636200904846,1314251335.3
223,0.0607051849365,1314251335.37
224,0.0682299137115,1314251335.43
225,0.0676610469818,1314251335.5
226,0.0631828308105,1314251335.56
227,0.0599141120911,1314251335.63
228,0.0629820823669,1314251335.69
229,0.0654590129852,1314251335.75
230,0.0651109218597,1314251335.82
231,0.0579619407654,1314251335.88
232,0.0633389949799,1314251335.94
233,0.0643579959869,1314251336.0
234,0.0654921531677,1314251336.07
235,0.0622019767761,1314251336.13
236,0.0622661113739,1314251336.2
237,0.0629489421844,1314251336.26
238,0.0615618228912,1314251336.32
239,0.0635418891907,1314251336.39
240,0.0690760612488,1314251336.45
241,0.062108039856,1314251336.52
242,0.0606181621552,1314251336.58
243,0.060967206955,1314251336.64
244,0.0677969455719,1314251336.7
245,0.0666110515594,1314251336.77
246,9.0648598671,1314251336.84
247,0.0917749404907,1314251345.9
248,0.0755171775818,1314251346.0
249,0.0618081092834,1314251346.07
250,0.0521681308746,1314251346.13
251,0.0511348247528,1314251346.18
252,0.0526468753815,1314251346.24
253,0.055419921875,1314251346.29
254,0.0581569671631,1314251346.34
255,0.0591831207275,1314251346.4
256,0.0668210983276,1314251346.46
257,0.061320066452,1314251346.53
258,0.0669648647308,1314251346.59
259,0.0649449825287,1314251346.66
260,0.0603530406952,1314251346.72
261,0.0566239356995,1314251346.78
262,0.0728640556335,1314251346.84
263,0.0578060150146,1314251346.91
264,0.059366941452,1314251346.97
265,0.0553691387177,1314251347.03
266,0.0674610137939,1314251347.09
267,0.0634088516235,1314251347.15
268,0.061084985733,1314251347.22
269,0.0571708679199,1314251347.28
270,0.067104101181,1314251347.34
271,0.0573558807373,1314251347.4
272,0.0558941364288,1314251347.46
273,0.0613088607788,1314251347.52
274,0.0515811443329,1314251347.58
275,0.0577390193939,1314251347.63
276,0.0539538860321,1314251347.69
277,0.0578560829163,1314251347.74
278,0.0521850585938,1314251347.8
279,0.0540950298309,1314251347.85
280,0.0543150901794,1314251347.91
281,0.0614991188049,1314251347.96
282,0.0559248924255,1314251348.02
283,0.0567309856415,1314251348.08
284,0.0620720386505,1314251348.13
285,0.0592398643494,1314251348.2
286,0.0518791675568,1314251348.26
287,0.0560100078583,1314251348.31
288,0.0616030693054,1314251348.36
289,0.0660109519958,1314251348.43
290,0.0628199577332,1314251348.49
291,0.0623230934143,1314251348.56
292,0.0653731822968,1314251348.62
293,0.0598208904266,1314251348.68
294,0.0679659843445,1314251348.74
295,0.0703501701355,1314251348.81
296,0.0669558048248,1314251348.88
297,0.0589129924774,1314251348.95
298,0.0651009082794,1314251349.01
299,0.0662820339203,1314251349.07
300,0.0850601196289,1314251349.14
301,0.0533139705658,1314251349.22
302,0.0573160648346,1314251349.28
303,0.0582559108734,1314251349.34
304,0.0595049858093,1314251349.39
305,0.0624527931213,1314251349.45
306,0.0590951442719,1314251349.52
307,0.0636169910431,1314251349.58
308,0.0577709674835,1314251349.64
309,0.0665140151978,1314251349.7
310,0.0528500080109,1314251349.77
311,0.0605101585388,1314251349.82
312,0.0580911636353,1314251349.88
313,0.0649659633636,1314251349.94
314,0.0587439537048,1314251350.01
315,0.070839881897,1314251350.07
316,0.0677180290222,1314251350.14
317,0.0619611740112,1314251350.2
318,0.053083896637,1314251350.27
319,0.0582149028778,1314251350.32
320,0.0539979934692,1314251350.38
321,0.0602729320526,1314251350.43
322,0.0611779689789,1314251350.49
323,0.069384098053,1314251350.55
324,0.0623378753662,1314251350.62
325,0.0515129566193,1314251350.69
326,0.0576269626617,1314251350.74
327,0.0539131164551,1314251350.8
328,0.0572249889374,1314251350.85
329,0.0656099319458,1314251350.91
330,0.0553259849548,1314251350.97
331,0.0569181442261,1314251351.03
332,0.0526528358459,1314251351.09
333,0.063835144043,1314251351.14
334,0.0642609596252,1314251351.2
335,0.0801961421967,1314251351.27
336,0.0808758735657,1314251351.35
337,0.0705261230469,1314251351.43
338,0.0587069988251,1314251351.5
339,0.0541179180145,1314251351.56
340,0.061103105545,1314251351.61
341,0.0567939281464,1314251351.67
342,0.041158914566,1314251351.73
343,0.0635850429535,1314251351.77
344,0.0615131855011,1314251351.83
345,0.0561950206757,1314251351.9
346,0.0709249973297,1314251351.95
347,0.0778501033783,1314251352.02
348,15.0784580708,1314251352.1
349,6.10449123383,1314251367.18
350,0.136605024338,1314251373.29
351,0.0656328201294,1314251373.42
352,0.0454030036926,1314251373.49
353,0.0542840957642,1314251373.54
354,0.0565741062164,1314251373.59
355,0.0652630329132,1314251373.65
356,0.0580909252167,1314251373.72
357,0.0671539306641,1314251373.78
358,0.0537412166595,1314251373.85
359,0.0661549568176,1314251373.9
360,0.0566771030426,1314251373.97
361,0.0623381137848,1314251374.02
362,0.0619471073151,1314251374.09
363,0.0664689540863,1314251374.15
364,0.0563452243805,1314251374.21
365,0.0603430271149,1314251374.27
366,0.0616919994354,1314251374.33
367,0.0650129318237,1314251374.39
368,0.0574381351471,1314251374.46
369,0.0628430843353,1314251374.52
370,0.0582718849182,1314251374.58
371,0.073215007782,1314251374.64
372,0.0451290607452,1314251374.71
373,3.07317709923,1314251374.76
374,15.074229002,1314251377.83
375,12.0799558163,1314251392.9
376,0.0594849586487,1314251404.98
377,0.0579609870911,1314251405.04
378,0.0639338493347,1314251405.1
379,0.0664110183716,1314251405.16
380,0.057324886322,1314251405.23
381,0.0573670864105,1314251405.29
382,0.06112408638,1314251405.35
383,0.0778419971466,1314251405.41
384,0.0648810863495,1314251405.49
385,0.0559468269348,1314251405.55
386,0.072646856308,1314251405.61
387,0.0600209236145,1314251405.68
388,0.0605871677399,1314251405.74
389,0.0580949783325,1314251405.8
390,0.0574150085449,1314251405.86
391,0.0525932312012,1314251405.92
392,0.0553529262543,1314251405.97
393,0.0615479946136,1314251406.02
394,0.06205701828,1314251406.09
395,0.0580699443817,1314251406.15
396,0.059063911438,1314251406.21
397,0.0569829940796,1314251406.27
398,0.0522329807281,1314251406.32
399,0.0575389862061,1314251406.37
400,0.0459501743317,1314251406.43
401,0.0582330226898,1314251406.48
402,0.0625648498535,1314251406.54
403,0.0549869537354,1314251406.6
404,0.0511510372162,1314251406.65
405,0.0568568706512,1314251406.71
406,0.0535531044006,1314251406.76
407,0.062292098999,1314251406.82
408,0.0575451850891,1314251406.88
409,0.0567059516907,1314251406.94
410,0.0562520027161,1314251406.99
411,0.0523109436035,1314251407.05
412,0.0581629276276,1314251407.1
413,0.0543651580811,1314251407.16
414,0.0572350025177,1314251407.22
415,0.0633108615875,1314251407.27
416,0.0550799369812,1314251407.34
417,0.0562810897827,1314251407.39
418,0.0729069709778,1314251407.45
419,0.0801010131836,1314251407.52
420,0.0657920837402,1314251407.6
421,0.0614831447601,1314251407.67
422,0.0591459274292,1314251407.73
423,0.0583770275116,1314251407.79
424,0.0672888755798,1314251407.85
425,0.0537309646606,1314251407.91
426,0.0580270290375,1314251407.97
427,0.0578939914703,1314251408.03
428,0.0648169517517,1314251408.08
429,0.0628230571747,1314251408.15
430,0.063668012619,1314251408.21
431,0.0593719482422,1314251408.28
432,0.0598700046539,1314251408.34
433,0.0586171150208,1314251408.4
434,0.0648341178894,1314251408.45
435,0.0650210380554,1314251408.52
436,0.085312128067,1314251408.58
437,0.0823490619659,1314251408.67
438,0.0592319965363,1314251408.75
439,0.0617768764496,1314251408.81
440,0.0632610321045,1314251408.87
441,0.0539009571075,1314251408.94
442,0.0583310127258,1314251408.99
443,0.0686810016632,1314251409.05
444,0.0571618080139,1314251409.12
445,0.0674610137939,1314251409.18
446,0.0634438991547,1314251409.24
447,0.0577630996704,1314251409.31
448,0.0579450130463,1314251409.36
449,0.0647611618042,1314251409.42
450,0.0686728954315,1314251409.49
451,0.062597990036,1314251409.56
452,0.062863111496,1314251409.62
453,0.0598430633545,1314251409.68
454,0.0615339279175,1314251409.74
455,0.0642938613892,1314251409.8
456,0.0583620071411,1314251409.87
457,0.0599939823151,1314251409.93
458,0.0668652057648,1314251409.99
459,0.061194896698,1314251410.05
460,0.0635950565338,1314251410.11
461,0.0543959140778,1314251410.18
462,0.0656509399414,1314251410.23
463,0.060604095459,1314251410.3
464,0.0600590705872,1314251410.36
465,0.0615491867065,1314251410.42
466,0.0530741214752,1314251410.48
467,0.0550098419189,1314251410.53
468,0.0699470043182,1314251410.59
469,0.064621925354,1314251410.66
470,0.0564630031586,1314251410.72
471,6.10319495201,1314251410.78
472,0.108721971512,1314251416.88
473,0.0517430305481,1314251416.99
474,0.0592908859253,1314251417.05
475,0.0542359352112,1314251417.11
476,0.0639789104462,1314251417.17
477,0.0533001422882,1314251417.23
478,0.0650877952576,1314251417.29
479,0.0573530197144,1314251417.35
480,0.0603930950165,1314251417.41
481,0.0542521476746,1314251417.47
482,0.065691947937,1314251417.52
483,0.0685369968414,1314251417.59
484,0.0597710609436,1314251417.66
485,0.0577380657196,1314251417.72
486,0.0773570537567,1314251417.78
487,0.0640780925751,1314251417.85
488,0.0839531421661,1314251417.92
489,0.0601949691772,1314251418.0
490,0.065623998642,1314251418.06
491,0.0572500228882,1314251418.13
492,0.06889295578,1314251418.19
493,0.0554389953613,1314251418.25
494,0.0629470348358,1314251418.31
495,0.0598950386047,1314251418.37
496,0.0671911239624,1314251418.43
497,0.062803030014,1314251418.5
498,0.0708742141724,1314251418.56
499,0.0632700920105,1314251418.63
500,0.0546810626984,1314251418.7
501,0.0514659881592,1314251418.75
502,0.0641860961914,1314251418.8
503,0.0586769580841,1314251418.87
504,0.0657510757446,1314251418.93
