NewTest,I-O,bachelor-VirtualBox(127.0.1.1)
154,14.7220759392,1314211780.05
155,16.2074871063,1314211795.25
156,6.0299808979,1314211811.5
157,4.92374396324,1314211821.46
158,17.6411089897,1314211835.16
159,19.9648489952,1314211852.89
160,14.702682972,1314211872.89
161,16.6022310257,1314211887.61
162,12.7509169579,1314211904.34
163,14.7614638805,1314211917.13
164,13.9152159691,1314211931.95
165,13.0117690563,1314211945.88
166,12.761095047,1314211958.92
167,13.8288490772,1314211971.74
168,14.7698469162,1314211985.59
169,13.5738530159,1314212000.49
170,14.6229770184,1314212014.17
171,9.89036607742,1314212029.1
172,5.52272510529,1314212043.43
173,11.6822450161,1314212059.03
174,12.9470219612,1314212077.6
175,4.73637390137,1314212096.93
176,20.4406101704,1314212116.45
177,20.0839841366,1314212136.92
178,20.6259770393,1314212157.86
179,20.4372060299,1314212183.12
180,22.772480011,1314212205.54
181,17.6406331062,1314212228.35
182,17.0335810184,1314212246.07
183,27.6679599285,1314212263.14
184,13.0427548885,1314212290.84
185,21.1030700207,1314212309.17
186,16.411247015,1314212330.55
187,19.6953029633,1314212349.23
188,12.1869690418,1314212368.95
189,23.4398789406,1314212384.94
190,7.48470807076,1314212408.42
191,12.4479429722,1314212424.59
192,12.9000401497,1314212437.31
193,19.9767229557,1314212456.14
194,11.7569448948,1314212476.54
195,14.0741238594,1314212495.53
196,13.6119251251,1314212509.67
197,15.1135139465,1314212523.36
198,14.2033309937,1314212538.52
199,12.9517579079,1314212552.79
200,20.8611149788,1314212565.75
201,16.1327841282,1314212586.8
202,18.900001049,1314212602.99
203,14.3124709129,1314212625.89
204,20.7624781132,1314212640.22
205,18.1503911018,1314212660.99
206,18.3660991192,1314212679.23
207,19.7763998508,1314212697.7
208,15.2874779701,1314212717.54
209,13.6286249161,1314212732.91
210,21.1495628357,1314212746.58
211,13.2056069374,1314212767.8
212,16.9801928997,1314212781.02
213,15.248221159,1314212798.06
214,9.26877498627,1314212814.64
215,8.05763792992,1314212831.8
216,10.359664917,1314212846.17
217,11.0605499744,1314212859.3
218,5.56320500374,1314212873.02
219,11.5676529408,1314212884.71
220,14.0196540356,1314212898.1
221,6.78313398361,1314212914.07
222,10.5242681503,1314212927.05
223,11.7401711941,1314212939.44
224,9.8420279026,1314212955.7
225,15.6560668945,1314212970.46
226,15.379709959,1314212986.19
227,20.0759930611,1314213001.61
228,17.8164689541,1314213021.71
229,15.3655898571,1314213039.57
230,19.4792711735,1314213055.08
231,17.4623491764,1314213074.59
232,14.0758740902,1314213094.67
233,15.685500145,1314213108.76
234,14.244699955,1314213126.39
235,18.6281940937,1314213140.74
236,17.0421791077,1314213159.39
237,15.3989830017,1314213176.5
238,11.043587923,1314213191.96
239,14.5311939716,1314213203.07
240,15.1598348618,1314213217.64
241,16.3214859962,1314213232.96
242,12.4444100857,1314213249.33
243,12.1091859341,1314213266.91
244,14.6119480133,1314213279.1
245,16.5307900906,1314213294.38
246,10.9559049606,1314213310.94
247,10.0966029167,1314213321.92
248,6.88485717773,1314213332.14
249,9.11529898643,1314213345.62
250,16.644338131,1314213358.65
251,14.546626091,1314213375.92
252,20.0983130932,1314213393.04
253,33.0472590923,1314213413.27
254,12.5152480602,1314213446.35
255,14.0612709522,1314213464.98
256,28.5038230419,1314213482.07
257,19.7350900173,1314213511.67
258,14.0854039192,1314213531.47
259,12.1761801243,1314213547.27
260,14.6626300812,1314213566.56
261,15.0206279755,1314213583.5
262,22.1287829876,1314213598.81
263,18.1089630127,1314213620.95
264,14.3917889595,1314213639.08
265,16.4881529808,1314213656.17
266,14.896048069,1314213679.05
267,14.9193539619,1314213695.33
268,13.9522020817,1314213710.27
269,11.6869559288,1314213724.45
270,8.11069202423,1314213736.17
271,5.68226289749,1314213748.26
272,11.9369549751,1314213762.14
273,15.1443018913,1314213775.46
274,15.2484171391,1314213799.62
275,10.7321271896,1314213820.26
276,6.24794483185,1314213834.59
277,5.74943399429,1314213851.63
278,4.67353606224,1314213873.6
279,4.32862710953,1314213890.87
280,5.19078683853,1314213911.09
281,4.45502996445,1314213924.32
282,10.9089889526,1314213941.29
283,10.8454871178,1314213959.44
284,10.2519040108,1314213977.34
285,9.16251707077,1314213992.06
286,7.22623491287,1314214006.46
287,8.98154401779,1314214021.94
288,5.08516693115,1314214040.79
289,5.5784471035,1314214052.96
290,4.78836202621,1314214073.09
291,9.51099801064,1314214093.65
292,10.5120170116,1314214107.19
293,10.744795084,1314214121.94
294,6.61235594749,1314214136.08
295,12.4798572063,1314214155.18
296,10.6602239609,1314214167.7
297,8.15051603317,1314214178.48
298,5.30811619759,1314214188.76
299,11.4737482071,1314214201.74
300,5.99298906326,1314214220.91
301,4.79455804825,1314214231.42
302,4.95372200012,1314214245.15
303,10.000535965,1314214262.27
304,5.70942306519,1314214283.9
305,4.14422392845,1314214301.44
306,5.87791109085,1314214325.69
307,5.0840690136,1314214346.46
308,11.2374641895,1314214363.32
309,9.81188082695,1314214374.94
310,7.28798103333,1314214387.11
311,12.2667620182,1314214401.65
312,18.6299011707,1314214417.29
313,15.1511161327,1314214436.65
314,11.8877220154,1314214457.22
315,13.9066507816,1314214479.3
316,5.49728488922,1314214499.2
317,5.90806078911,1314214520.79
318,19.9992120266,1314214537.15
319,22.8818719387,1314214557.19
320,20.0820069313,1314214580.15
321,24.5615320206,1314214603.99
322,14.8094160557,1314214631.63
323,16.1734631062,1314214646.46
324,18.4107558727,1314214662.65
325,17.9389588833,1314214682.04
326,15.2788209915,1314214701.35
327,5.33543801308,1314214718.24
328,21.4003469944,1314214733.21
329,16.7204120159,1314214758.69
330,13.7825438976,1314214779.23
331,20.2774410248,1314214793.08
332,15.5611219406,1314214813.43
333,13.1685540676,1314214833.27
334,10.2748179436,1314214847.2
335,15.1686611176,1314214860.57
336,16.3235430717,1314214875.82
337,15.3983898163,1314214892.16
338,15.9814739227,1314214908.89
339,12.9102818966,1314214931.95
340,12.7764229774,1314214945.33
341,13.9847970009,1314214958.12
342,20.4957540035,1314214972.12
343,7.98784899712,1314214993.79
344,6.51330399513,1314215009.6
345,11.0527718067,1314215021.98
346,27.6108160019,1314215036.02
347,14.0697939396,1314215064.59
348,15.4230189323,1314215078.72
349,19.9551091194,1314215094.19
350,6.76715111732,1314215114.59
351,10.428319931,1314215129.42
352,8.02346682549,1314215144.67
353,21.2029359341,1314215160.16
354,16.3334519863,1314215181.49
355,12.4400970936,1314215197.9
356,14.7891769409,1314215210.38
357,11.9622690678,1314215225.44
358,11.2123219967,1314215240.26
359,15.5430040359,1314215255.0
360,22.4817390442,1314215270.56
361,23.2714459896,1314215293.15
362,15.999297142,1314215317.96
363,19.7298331261,1314215334.01
364,13.0693728924,1314215360.91
365,14.1251111031,1314215380.09
366,17.4743020535,1314215395.08
367,12.9625570774,1314215412.58
368,14.4282729626,1314215425.57
369,13.4867959023,1314215440.03
370,10.0507459641,1314215453.57
371,14.4365360737,1314215463.64
372,19.4472470284,1314215478.21
373,18.7687358856,1314215497.7
374,24.4378089905,1314215516.5
375,21.6269261837,1314215540.98
376,26.1607990265,1314215562.71
377,22.2167568207,1314215588.93
378,20.2849929333,1314215611.22
379,23.3098270893,1314215631.57
380,17.6783909798,1314215655.08
381,17.7794959545,1314215678.45
382,34.8192150593,1314215697.82
383,21.2194490433,1314215732.7
384,26.3098919392,1314215754.38
385,23.1045920849,1314215780.71
386,17.8287608624,1314215805.93
387,17.6712808609,1314215831.29
388,19.3161621094,1314215854.08
389,10.4551770687,1314215875.32
390,17.5732591152,1314215895.01
391,13.4311358929,1314215926.25
392,11.6069130898,1314215941.38
393,15.0527260303,1314215959.81
394,14.2164859772,1314215981.47
395,19.5621221066,1314215995.75
396,19.8397521973,1314216015.36
397,18.2787230015,1314216035.86
398,21.3519361019,1314216058.36
399,17.1924870014,1314216082.91
400,10.3430731297,1314216107.26
401,5.83474087715,1314216126.51
402,4.61300206184,1314216142.56
403,21.714384079,1314216156.94
404,26.276774168,1314216181.65
405,21.1178650856,1314216207.96
406,16.3022778034,1314216229.11
407,16.3701269627,1314216247.15
408,18.0025970936,1314216270.69
409,15.8036730289,1314216288.71
410,11.0466811657,1314216315.24
411,22.2074768543,1314216330.52
412,14.6662530899,1314216353.04
413,14.2293429375,1314216379.02
414,20.3051939011,1314216395.57
415,16.2099499702,1314216418.8
416,9.76935887337,1314216437.99
417,12.1376411915,1314216452.02
418,17.7266330719,1314216466.98
419,19.077327013,1314216484.79
420,11.7066149712,1314216503.96
421,11.2046041489,1314216516.25
422,10.7426781654,1314216534.05
423,10.4620420933,1314216545.97
424,16.4407770634,1314216558.56
425,17.3476638794,1314216575.08
426,13.3749141693,1314216596.01
427,12.1168849468,1314216612.07
428,11.5496571064,1314216624.73
429,10.7316970825,1314216637.65
430,4.41742897034,1314216654.11
431,5.83135104179,1314216668.66
432,13.7940728664,1314216681.51
433,6.07131481171,1314216698.02
434,9.68173193932,1314216712.88
435,3.40230417252,1314216728.37
436,5.01413583755,1314216743.75
437,5.62043809891,1314216759.98
438,22.2425160408,1314216778.23
439,21.715228796,1314216800.63
440,12.7831468582,1314216822.36
441,10.5432739258,1314216837.23
442,18.1397328377,1314216855.08
443,18.4645209312,1314216873.23
444,21.5781049728,1314216891.71
445,16.9818170071,1314216913.32
446,15.2105429173,1314216933.25
447,13.9403369427,1314216948.48
448,13.8012089729,1314216962.44
449,13.3747649193,1314216976.26
450,5.90399694443,1314216992.13
451,5.31126904488,1314217007.53
452,17.9636471272,1314217026.28
453,16.8152849674,1314217044.32
454,20.3280980587,1314217061.22
455,16.6459851265,1314217081.57
456,22.1934070587,1314217098.25
457,18.8394579887,1314217120.48
458,18.7468371391,1314217139.4
459,19.5829210281,1314217160.53
460,16.1190979481,1314217180.2
461,19.3551650047,1314217196.38
462,13.283618927,1314217215.77
463,10.9799711704,1314217229.07
464,15.5130569935,1314217240.89
465,20.5444800854,1314217256.42
466,19.9976079464,1314217276.99
467,13.7709269524,1314217297.01
468,16.7011342049,1314217310.8
469,12.5920240879,1314217330.46
470,18.0587260723,1314217344.9
471,17.9184851646,1314217364.55
472,19.4757139683,1314217382.71
473,21.2446930408,1314217402.22
474,15.7426509857,1314217423.48
475,24.1522250175,1314217440.05
476,15.005261898,1314217470.26
477,22.0076730251,1314217489.53
478,12.75740695,1314217511.56
479,6.93388986588,1314217524.35
480,4.84681391716,1314217537.57
481,5.20930504799,1314217548.66
482,12.3180940151,1314217564.02
483,10.8868849277,1314217579.5
484,11.672978878,1314217598.71
485,7.23803305626,1314217613.39
486,5.24656200409,1314217630.92
487,5.23213100433,1314217647.88
488,5.52781605721,1314217664.5
489,5.13617396355,1314217677.35
490,8.30102396011,1314217698.22
491,5.45099401474,1314217714.09
492,4.42705178261,1314217729.56
493,4.18650007248,1314217741.78
494,6.02945303917,1314217758.63
495,10.8025360107,1314217772.22
496,11.3525469303,1314217784.67
497,18.6556940079,1314217797.03
498,12.8326539993,1314217816.64
499,12.3721010685,1314217830.74
EndTest
