NewTest,SeekIndex,bachelor3-VirtualBox
0,0.293409109116,1320062848.4
1,0.602206945419,1320062848.77
2,0.745057106018,1320062849.56
3,0.379498004913,1320062850.9
4,0.220235109329,1320062851.44
5,0.373615026474,1320062852.01
6,0.336838006973,1320062852.62
7,0.511878013611,1320062853.1
8,0.257678985596,1320062853.71
9,0.949154853821,1320062854.19
10,0.328191995621,1320062855.15
11,0.503350973129,1320062856.04
12,0.338720083237,1320062856.83
13,0.325366020203,1320062857.3
14,0.242224216461,1320062857.89
15,0.253490209579,1320062858.38
16,0.287843942642,1320062858.72
17,0.330031871796,1320062859.08
18,0.552218914032,1320062860.11
19,0.503211975098,1320062861.39
20,0.405177116394,1320062862.0
21,0.412082910538,1320062862.53
22,0.292261838913,1320062863.04
23,0.366082906723,1320062863.46
24,0.459151983261,1320062863.91
25,0.324313163757,1320062864.83
26,0.260989904404,1320062865.47
27,0.439507007599,1320062865.94
28,0.479910850525,1320062866.93
29,0.285887956619,1320062867.46
30,0.309130907059,1320062867.96
31,0.206418991089,1320062868.44
32,0.35568189621,1320062868.99
33,0.857589960098,1320062869.59
34,0.589329004288,1320062870.82
35,0.49747800827,1320062871.64
36,0.340385913849,1320062872.37
37,0.213824987411,1320062872.88
38,0.250898122787,1320062873.42
39,0.390306949615,1320062874.0
40,0.310739040375,1320062874.49
41,0.391767024994,1320062875.25
42,0.368135929108,1320062875.66
43,0.483794927597,1320062876.7
44,0.602989196777,1320062877.28
45,0.62221288681,1320062878.18
46,0.538239002228,1320062878.86
47,0.27641916275,1320062879.43
48,0.288913011551,1320062880.71
49,0.549740076065,1320062881.5
50,0.34539604187,1320062882.24
51,0.411938905716,1320062882.7
52,0.414064884186,1320062883.34
53,0.312537193298,1320062883.87
54,0.321053028107,1320062884.43
55,0.5620470047,1320062885.02
56,1.03926301003,1320062885.93
57,0.521359920502,1320062887.03
58,0.255788803101,1320062887.75
59,0.340304136276,1320062888.33
60,0.363629817963,1320062888.79
61,0.320887088776,1320062889.2
62,0.27722287178,1320062889.76
63,0.390827894211,1320062890.18
64,1.15496110916,1320062891.02
65,0.528090953827,1320062892.18
66,0.207480192184,1320062892.78
67,0.261785984039,1320062893.31
68,0.271704912186,1320062894.22
69,0.31586098671,1320062894.87
70,0.889111042023,1320062895.7
71,0.421604156494,1320062896.74
