NewTest,Mattest,bachelor-VirtualBox(127.0.1.1)
0,34.2028741837,34.2335820198
1,34.6004719734,69.437474966
2,33.8687489033,103.521998882
3,34.0161390305,137.746189117
4,34.0498890877,171.950622082
5,33.7171049118,205.910742998
6,34.4386570454,240.905627012
7,33.5150988102,275.384774923
8,33.084376812,308.759941101
9,32.9923350811,342.133666992
10,33.3598079681,375.775190115
11,33.6494300365,409.837502003
12,33.4161040783,443.264765024
13,33.4769530296,476.833846092
14,33.2335941792,510.069410086
15,33.6840729713,544.203999996
16,33.659307003,578.429043055
17,33.5104758739,612.09980011
18,34.0273759365,646.340641975
19,32.9816029072,679.324506998
20,33.5925540924,713.503684998
21,33.9035000801,747.752229929
22,33.6808550358,781.64925909
23,33.7632398605,815.769948006
24,33.7216420174,849.931009054
25,34.1268939972,884.39211607
26,34.178494215,918.589188099
27,33.1390209198,951.730175018
28,33.5385479927,985.946959019
29,32.8995659351,1019.19387007
30,34.1587650776,1054.11887193
31,33.9509720802,1088.07967997
32,34.1590631008,1123.28229499
33,34.7255871296,1158.49330497
34,33.5526480675,1192.12243605
35,33.456343174,1226.01855493
36,33.5357050896,1259.89498901
37,33.6510899067,1294.32595205
38,33.8480668068,1328.26561594
39,34.4742410183,1362.8724699
40,33.8943529129,1396.786865
41,33.9018349648,1430.71092391
42,33.8004209995,1464.51988292
43,33.3330478668,1498.103513
44,33.5238759518,1532.2571311
45,33.7302260399,1566.56748009
46,33.1810750961,1600.19297695
47,33.6393618584,1634.59949207
48,33.6487970352,1668.2880311
49,33.6838338375,1701.97973895
50,34.3969478607,1736.74369502
51,33.6337509155,1770.38137007
52,34.7148990631,1805.52767706
53,33.7226378918,1839.26022506
54,34.1082561016,1873.39610004
55,33.6118159294,1907.04766202
56,33.8650658131,1941.20722795
57,33.3419890404,1974.67939711
58,33.6859409809,2008.96963596
59,33.9298751354,2043.02217889
60,34.3771460056,2077.57963896
61,33.489428997,2111.09313297
62,33.7319839001,2145.36829305
63,33.8751909733,2179.46397209
64,33.6244020462,2213.09051895
65,33.4361810684,2246.73726392
66,33.6809530258,2280.58631706
67,33.7285239697,2314.8816421
68,33.5777630806,2348.97284698
69,34.2299728394,2383.57540488
70,33.3314869404,2417.09089994
71,34.2919769287,2452.01130509
72,33.8616528511,2485.88361192
73,34.3708229065,2520.29042196
74,33.1066269875,2553.78679895
75,33.930742979,2588.40973711
76,32.7038869858,2621.206249
77,33.3693621159,2655.85335493
78,33.9773609638,2690.43050194
79,33.5010049343,2724.28933501
80,33.2203578949,2758.23006296
81,33.2582309246,2791.87167192
82,33.3342409134,2825.44659591
83,32.7062010765,2858.15736198
84,33.7611031532,2892.53446293
85,33.5934720039,2926.13881111
86,33.5319011211,2959.67420101
87,34.0623588562,2994.04713702
88,32.7905271053,3026.84116697
89,33.7312598228,3061.71667004
90,33.5361030102,3095.30028105
91,33.5968129635,3129.11556292
92,33.3198678493,3162.47638893
93,33.567481041,3196.2115171
94,33.4007987976,3229.63628292
95,33.8512971401,3264.12303495
96,33.9263880253,3298.2228241
97,33.9528019428,3332.51124406
98,34.0098509789,3366.80506992
99,33.6163930893,3400.48276591
100,33.9083189964,3434.398561
101,33.825977087,3468.24820304
102,33.969274044,3502.23908305
103,33.755505085,3536.02479696
104,34.2429680824,3570.88537002
105,33.8355100155,3604.84696198
106,34.6365799904,3639.89198399
107,34.2095718384,3674.30085397
108,34.4404599667,3708.96357489
109,33.9259459972,3743.10893393
110,34.094381094,3777.88990593
111,34.5280139446,3812.89661193
112,34.2374329567,3847.13717389
113,34.1469769478,3881.70073509
114,34.4649329185,3916.53019094
115,34.1916790009,3950.84757805
116,32.6987650394,3984.23280597
117,32.8571410179,4018.366014
118,33.5681169033,4052.80889392
119,33.3296339512,4086.2818749
120,33.3560371399,4119.85465407
121,33.4976160526,4153.49091005
122,33.1948480606,4186.77524304
123,33.7654340267,4220.87940788
124,33.6796891689,4255.25773311
125,32.5872790813,4288.06902409
126,33.4508590698,4322.5877161
127,33.2463948727,4355.92820692
128,34.0849261284,4390.11525297
129,33.2501749992,4423.41975689
130,33.6127769947,4457.4258461
131,33.5950660706,4491.30695009
132,33.5596821308,4524.93630695
133,33.6483888626,4559.24470901
134,33.6175010204,4593.12986207
135,33.4833810329,4626.91322303
136,33.46733284,4660.38289189
137,33.7104270458,4694.437953
138,33.9959220886,4728.47542691
139,33.7124979496,4762.2154789
140,33.2756071091,4795.49493003
141,33.7203319073,4829.66021895
142,33.6671221256,4863.97285604
143,33.9503610134,4898.50172591
144,34.221832037,4932.77731705
145,33.7374689579,4966.6757021
146,33.0638241768,5000.43194509
147,33.8873999119,5035.16863894
148,33.5596110821,5069.07970691
149,33.2957770824,5102.40668607
150,33.9165680408,5136.9136529
151,34.5851750374,5172.20486093
152,34.4457490444,5206.65293908
