NewTest,Mattest,bachelor-VirtualBox(127.0.1.1)
161,33.7165679932,5511.70748186
162,33.488754034,5545.75196099
163,33.8933520317,5580.28673506
164,33.1979160309,5613.61755705
165,33.4141409397,5647.83698988
166,34.1645319462,5682.43262792
167,34.683768034,5717.33430505
168,33.8031609058,5751.13963699
169,33.9373588562,5785.33675194
170,33.9542229176,5819.92487597
171,34.0295441151,5854.28474498
172,33.5769200325,5887.96593189
173,33.9708402157,5922.22061491
174,33.7098920345,5955.94025087
175,34.4202280045,5990.41129184
176,33.8289599419,6024.27189183
177,33.8172600269,6058.19679999
178,33.7288548946,6092.28208899
179,33.7114620209,6126.69541097
180,33.6439011097,6160.9603529
181,33.5171599388,6194.58704901
182,33.4274861813,6228.29208803
183,33.512843132,6261.92561007
184,33.7451088428,6295.89548588
185,33.244353056,6329.70140696
186,33.7775959969,6364.23750997
187,34.1853399277,6398.89018893
188,33.6885797977,6432.643466
189,32.7561988831,6465.89490986
190,32.8409309387,6499.86842203
191,32.5298030376,6533.41676998
192,33.2861359119,6567.86647606
193,33.5751161575,6602.14186287
194,33.6790540218,6636.01080394
195,33.5792460442,6669.79868102
196,33.6150839329,6703.80953598
197,33.3274729252,6737.73760986
198,33.4304101467,6771.84294701
199,33.3068809509,6805.32770896
200,32.6847791672,6838.92072797
201,33.2092409134,6872.95165086
202,33.1535570621,6906.40331388
203,33.0280799866,6939.86296296
204,32.860678196,6974.00126386
205,34.4250249863,7009.64001083
206,33.8603639603,7043.53009105
207,33.3768110275,7077.04072785
208,33.4012320042,7110.56331301
209,33.4691381454,7144.25337386
210,32.998239994,7177.47369385
211,33.254971981,7211.46636105
212,33.5243561268,7245.34847689
213,33.3162248135,7278.88203883
214,33.9048960209,7313.61585188
215,33.6307821274,7347.45370984
216,33.3372380733,7381.43852186
217,33.4732680321,7415.37821484
218,33.9737501144,7449.50475192
219,33.0274240971,7482.5496769
220,34.3383798599,7517.509691
221,34.5229310989,7552.17161202
222,34.2813358307,7586.60980392
223,34.5624859333,7621.98338604
224,34.3237140179,7656.634938
225,33.1545000076,7690.14882898
226,33.5072119236,7724.31703591
227,33.1006610394,7757.69817495
228,34.411247015,7792.71743298
229,34.3947939873,7827.115345
230,33.5597391129,7861.09197402
231,34.3622860909,7896.08691287
232,34.156482935,7930.48243999
233,33.658260107,7964.38563895
234,34.1400001049,7999.09061599
235,33.7126941681,8032.85315704
236,33.6023008823,8066.52827501
237,33.6298439503,8100.2834599
238,33.3942210674,8133.79458094
239,33.7274000645,8167.70890903
240,32.9548118114,8200.99611592
241,33.9485988617,8235.59860206
242,32.5221230984,8268.12268901
243,33.2124450207,8302.64407086
244,32.6281979084,8335.55619788
245,32.699944973,8369.34674692
246,33.3242180347,8403.29863787
247,33.2120029926,8436.67791104
248,32.8832588196,8469.82266402
249,33.3787200451,8503.97512007
250,33.8348739147,8538.26808405
251,33.299038887,8571.82931399
252,33.3397321701,8605.61440802
253,34.0619380474,8639.91879892
254,33.7073040009,8674.10544801
255,33.477011919,8707.6869719
256,33.3135039806,8741.27632689
257,33.5436398983,8775.006423
258,33.2978889942,8808.41455984
259,32.998085022,8841.96472788
260,33.9055829048,8876.53694296
261,33.7931280136,8910.45534396
262,33.4565560818,8944.22938704
263,33.3829369545,8978.14740586
264,33.5349071026,9011.97152996
265,33.7395100594,9046.08271384
266,32.6134209633,9079.16517806
267,33.269659996,9113.172966
268,32.9966220856,9146.71743798
269,34.0800349712,9181.637398
270,33.9857251644,9215.94851303
271,32.8588399887,9249.06190085
272,33.9683208466,9284.24211597
273,33.7737939358,9318.20721793
274,33.7955110073,9352.11909199
275,33.7657351494,9386.10296988
276,33.5713009834,9419.84698796
277,33.6377727985,9453.66102505
278,33.6178719997,9487.91157603
279,33.9026260376,9522.32911706
280,33.5024399757,9556.06863904
281,33.69531703,9590.10506701
282,33.9510838985,9624.05859804
283,33.4278011322,9657.59165406
284,33.9213778973,9692.02431989
285,34.4820837975,9726.63690805
286,34.2781291008,9761.07840896
287,34.106785059,9795.33432102
288,34.3325150013,9829.83850884
289,33.5528738499,9863.52869797
290,33.4435989857,9896.98968291
291,33.7057220936,9931.05584288
292,33.331485033,9964.39171505
293,33.7005431652,9998.58010387
294,33.5379641056,10032.337451
295,33.2587680817,10065.8129671
296,33.8424429893,10100.178323
297,33.5255358219,10134.3132689
298,33.4549019337,10168.378864
299,33.8357930183,10202.394686
300,32.5592508316,10235.053658
301,33.2919280529,10269.1934528
302,33.6820979118,10303.3155699
303,33.0252230167,10336.8793459
304,32.7792370319,10370.537817
305,34.425162077,10405.9692249
306,34.2295179367,10440.2233539
307,33.562623024,10473.921067
308,33.0277822018,10507.23998
309,32.9129889011,10541.0481238
310,34.0050609112,10575.9230978
311,32.9883079529,10609.201926
312,33.5060200691,10643.6605248
313,32.8313798904,10676.893863
314,33.2848210335,10711.207422
315,33.1940639019,10744.937284
316,33.304625988,10778.9718299
317,33.6110699177,10812.7904239
318,32.8202950954,10845.629699
319,33.2544169426,10879.6459029
320,33.2326340675,10913.1676478
321,33.197206974,10946.575953
322,33.5171909332,10980.2869558
323,33.4053909779,11014.1699541
324,33.7914888859,11048.4492869
325,33.2025930882,11081.760644
326,33.1056580544,11115.0937629
327,33.6944298744,11149.103272
328,33.4578089714,11182.5960081
329,33.506788969,11216.2112439
330,33.3647949696,11249.743624
331,33.5511550903,11283.6257091
332,33.625950098,11317.7424309
333,33.8199460506,11352.2765601
334,33.6133549213,11386.136332
335,33.0903241634,11419.3751149
336,33.8290610313,11453.6647439
337,33.2086610794,11487.028585
338,33.6192018986,11521.0591319
339,33.7538101673,11554.974081
340,34.3443801403,11589.580143
341,34.3923070431,11624.2549191
342,34.2309889793,11658.81353
343,34.2305572033,11693.3618
344,34.4841439724,11728.080241
345,33.7420520782,11762.1018341
346,34.3852419853,11796.848634
347,34.628661871,11831.5604079
348,34.3970880508,11866.0826368
349,34.5662109852,11900.67611
350,35.4289329052,11936.13047
351,34.7908029556,11971.076457
352,34.4591970444,12005.6900198
353,33.5924699306,12039.412627
354,33.8589770794,12073.4638169
355,33.7827908993,12107.372251
356,33.2306330204,12140.7192149
357,33.6449110508,12174.8612599
358,33.224725008,12208.234262
359,33.6994018555,12242.1829081
360,33.6536271572,12276.5143409
361,33.4128499031,12310.13662
362,33.3239848614,12343.738152
363,33.4384179115,12377.4218569
364,32.9095351696,12410.3892848
365,33.190418005,12444.4320219
366,33.1082069874,12477.867898
367,33.4252240658,12511.5612769
368,32.9726309776,12544.8194981
369,33.8486189842,12579.569505
370,33.3516879082,12613.338588
371,33.1967771053,12646.8720028
372,33.2828400135,12680.9327149
373,32.5345849991,12713.621079
374,32.8043160439,12747.146667
375,33.705340147,12781.4562109
376,33.5012791157,12815.4736259
377,33.5604791641,12849.5470901
378,33.2978448868,12883.1890929
379,33.2464079857,12917.0903709
380,33.2783551216,12950.6876218
381,33.4831540585,12984.732724
382,33.1870450974,13017.9233389
383,33.5511200428,13052.0424678
384,33.6994309425,13085.9720409
385,33.9015469551,13120.06197
386,33.0756921768,13153.271827
387,33.7225940228,13187.970428
388,33.9245829582,13222.7676589
389,33.4105598927,13256.25069
390,34.1452081203,13290.916441
391,33.1932039261,13324.224628
392,32.7651669979,13357.9847078
393,33.0586349964,13392.1158259
394,33.4549860954,13426.3935699
395,33.8666551113,13461.099525
396,33.9082660675,13495.491478
397,34.4554600716,13530.5840929
398,33.8200509548,13564.525032
399,33.687030077,13598.619801
400,33.3161380291,13631.9689319
401,34.0735769272,13666.470407
402,34.0351040363,13700.5827279
403,34.4894618988,13735.4140439
404,33.9152719975,13769.353611
405,34.0307600498,13803.4787009
406,33.7473819256,13837.268626
407,34.0175790787,13871.535171
408,33.8785319328,13905.4467659
409,34.1242160797,13939.5824659
410,33.9598510265,13973.591697
411,33.4475240707,14007.1955709
412,33.9068288803,14041.305342
413,34.0833950043,14075.8803339
414,33.2215368748,14109.418416
415,33.4771299362,14143.7040908
416,32.8193321228,14177.124119
417,32.48533988,14210.4837129
418,32.7510590553,14244.2792859
419,33.5073428154,14278.403336
420,33.5224750042,14312.158324
421,32.9868838787,14345.445375
422,33.3222670555,14379.427135
423,33.3058149815,14413.2466309
424,33.8368160725,14447.745285
425,33.4938490391,14481.4224288
426,33.4378931522,14515.3065391
427,33.5703139305,14549.3743799
428,33.7805919647,14583.3720241
429,33.5273461342,14617.0899398
430,33.4856750965,14651.1744909
431,33.8916659355,14685.676194
432,33.4063289165,14719.2694669
433,32.892745018,14753.1440129
434,33.4034500122,14787.713258
435,33.4914388657,14821.4756169
436,33.2954449654,14854.929404
437,33.2951769829,14888.534482
438,33.236536026,14922.0849199
439,33.5727062225,14955.81147
440,33.4457399845,14989.3530369
441,32.9385738373,15022.6699591
442,33.3027210236,15057.1745429
443,33.2954559326,15090.961463
444,33.1437318325,15124.408551
445,32.6683540344,15157.520335
446,33.320882082,15191.5631111
447,32.7139298916,15224.9835629
448,33.4123718739,15259.245122
449,33.5218880177,15293.130451
450,33.66310215,15327.173703
451,33.4639058113,15360.8955901
452,33.6123540401,15395.0904329
453,32.9571681023,15428.1068189
454,33.3667809963,15462.3261991
455,33.5437469482,15496.0636859
456,33.7524740696,15530.0700679
457,34.3774940968,15564.5207291
458,33.7428472042,15598.5011089
459,33.9668068886,15633.2399709
460,34.0549519062,15667.5450621
461,33.7392680645,15701.579632
462,34.2579329014,15735.97716
463,33.8875391483,15769.9077229
464,33.6439390182,15803.8811669
465,34.4498071671,15838.5630839
466,33.6895899773,15872.268976
467,34.45820117,15907.057353
468,34.0890510082,15941.159374
469,34.5300459862,15976.1852849
470,34.4326400757,16010.6973579
471,33.1939368248,16044.1040709
472,33.5269958973,16078.6979311
473,33.3684680462,16112.3366199
474,33.1991288662,16145.8070109
475,32.7028059959,16178.9531488
476,33.6035439968,16213.5434489
477,33.2795670033,16247.267359
478,34.0059118271,16281.9387479
479,33.3300669193,16315.58759
480,32.42228508,16348.3929749
481,33.2884540558,16382.5466568
482,32.7579510212,16415.557946
483,33.1145689487,16449.413667
484,32.6697850227,16482.601645
485,33.1580960751,16516.388154
486,33.7874360085,16550.780726
487,34.22351408,16585.335418
488,32.8691051006,16618.224411
489,32.7710030079,16651.834501
490,32.4843568802,16684.9852018
491,33.2248601913,16719.2156739
492,33.2843291759,16752.710139
493,33.7788820267,16787.3195269
494,33.7456998825,16821.8602629
495,33.9319319725,16855.924741
496,34.1718740463,16890.385776
497,34.4238808155,16925.7814538
498,34.1288290024,16961.5853031
499,33.752822876,16995.7367549
EndTest
