NewTest,SeekIndex,bachelor3-VirtualBox
0,0.524496078491,1320062529.11
1,0.692188978195,1320062530.31
2,0.892076015472,1320062531.49
3,0.461771011353,1320062532.45
4,0.439399957657,1320062533.33
5,0.805468797684,1320062534.08
6,0.516342878342,1320062535.04
7,0.37421298027,1320062536.13
8,0.284425020218,1320062536.96
9,0.313916921616,1320062537.52
10,0.28476691246,1320062538.03
11,0.29496216774,1320062538.47
12,0.34955906868,1320062539.05
13,0.303191184998,1320062540.08
14,0.723266124725,1320062540.57
15,0.695508003235,1320062541.42
16,0.240458965302,1320062542.22
17,0.315835952759,1320062542.9
18,0.250478982925,1320062543.44
19,0.267729997635,1320062543.9
20,0.680685997009,1320062544.37
21,0.463983058929,1320062545.25
22,0.288040161133,1320062545.74
23,0.812220096588,1320062546.32
24,0.581893205643,1320062547.3
25,0.284204959869,1320062548.05
26,0.338470935822,1320062548.63
27,0.304740905762,1320062549.16
28,0.462424993515,1320062550.03
29,0.531466960907,1320062550.53
30,0.397248983383,1320062551.08
31,0.626871109009,1320062551.58
32,0.650434970856,1320062552.32
33,0.582799911499,1320062553.86
34,0.42609000206,1320062554.52
35,0.315619945526,1320062555.0
36,0.319777011871,1320062555.57
37,0.398239135742,1320062556.2
38,0.488528013229,1320062556.8
39,0.647710084915,1320062557.75
40,0.364027023315,1320062558.88
41,0.274574995041,1320062559.4
42,0.20339679718,1320062559.89
43,0.190586090088,1320062560.39
44,0.355640888214,1320062561.14
45,0.260175943375,1320062561.55
46,0.343643903732,1320062562.09
47,0.35492181778,1320062562.58
48,0.875533103943,1320062562.97
49,0.406450033188,1320062564.26
50,0.27272605896,1320062564.69
51,0.302020072937,1320062565.36
52,0.33612203598,1320062565.76
53,0.326001882553,1320062566.35
54,0.289256095886,1320062566.92
55,0.635774850845,1320062567.54
56,0.721686124802,1320062568.22
57,0.532386779785,1320062569.75
58,0.428889989853,1320062571.14
59,0.840886831284,1320062572.41
60,0.349750995636,1320062573.38
61,0.498435020447,1320062573.94
62,0.315643072128,1320062574.6
63,0.66695189476,1320062574.95
64,0.305156946182,1320062575.72
65,0.453657150269,1320062576.46
66,0.280508995056,1320062577.03
67,0.694937944412,1320062577.57
68,0.346286058426,1320062578.32
69,0.21310210228,1320062578.74
70,0.339556932449,1320062579.52
71,0.646760940552,1320062580.26
72,0.34259390831,1320062580.99
73,0.770838022232,1320062581.96
74,0.881770133972,1320062582.74
75,0.429403066635,1320062583.76
76,0.310282945633,1320062584.24
77,0.339018821716,1320062585.07
78,0.596078872681,1320062585.98
79,0.424293994904,1320062586.65
80,0.320923805237,1320062587.18
81,0.736489057541,1320062587.72
82,0.254393100739,1320062588.55
83,0.609956979752,1320062588.85
84,0.180824995041,1320062589.59
85,0.282742977142,1320062589.97
86,0.481765031815,1320062590.39
87,0.57159614563,1320062591.7
88,0.590581178665,1320062592.32
89,0.705814838409,1320062592.93
90,0.279500961304,1320062593.71
91,0.277083873749,1320062594.14
92,0.311405181885,1320062594.54
93,0.222606182098,1320062595.11
94,0.586819171906,1320062595.52
95,0.688832998276,1320062597.05
96,0.683754205704,1320062597.77
97,0.416229009628,1320062598.67
98,0.43914103508,1320062599.1
99,0.336915969849,1320062599.55
100,0.386927843094,1320062600.17
101,0.875105142593,1320062600.78
102,0.423234939575,1320062601.81
103,0.34944486618,1320062602.41
104,0.27405500412,1320062602.83
105,0.6919298172,1320062603.34
106,0.347695112228,1320062604.2
107,0.456645011902,1320062604.77
108,0.262696027756,1320062605.45
109,0.459355831146,1320062606.12
110,0.620613098145,1320062607.14
111,0.425230979919,1320062607.8
112,0.843770027161,1320062608.29
113,0.410415887833,1320062609.19
114,0.389799118042,1320062609.64
115,0.271622896194,1320062610.06
116,0.356054067612,1320062610.66
117,0.858692169189,1320062611.25
118,0.684491157532,1320062612.29
119,0.346249103546,1320062613.02
120,0.304732084274,1320062613.89
121,0.479408025742,1320062614.35
122,0.403576135635,1320062614.92
123,0.477905988693,1320062615.55
124,0.50598192215,1320062616.17
125,0.498804807663,1320062617.33
126,0.835710048676,1320062618.03
127,0.400572061539,1320062618.9
128,0.290469884872,1320062619.53
129,0.299777030945,1320062620.07
130,0.396687984467,1320062620.74
131,0.538618803024,1320062621.23
132,0.562963962555,1320062622.05
133,0.57466006279,1320062622.79
134,0.86524605751,1320062623.4
135,0.349898099899,1320062624.33
136,0.511442184448,1320062624.88
137,0.262156009674,1320062625.44
138,0.192095994949,1320062625.84
139,0.598657846451,1320062626.54
140,0.426460027695,1320062627.18
141,0.351295948029,1320062628.07
142,0.838246107101,1320062628.8
