NewTest,I-O,bachelor-VirtualBox(127.0.1.1)
88,14.0160770416,1314210588.01
89,16.8319749832,1314210604.17
90,14.5277168751,1314210622.92
91,16.149379015,1314210643.27
92,14.8961138725,1314210661.04
93,7.47692990303,1314210677.99
94,10.1961798668,1314210696.2
95,20.6852660179,1314210710.24
96,9.80040097237,1314210731.17
97,15.1482179165,1314210744.81
98,16.5466430187,1314210760.12
99,23.2495310307,1314210776.72
100,9.1585419178,1314210802.44
101,3.330327034,1314210821.78
102,3.27574515343,1314210836.41
103,3.74613595009,1314210859.84
104,4.57228779793,1314210877.76
105,3.51266503334,1314210892.81
106,17.8643231392,1314210908.34
107,10.5337769985,1314210926.7
108,17.9873840809,1314210940.38
109,15.9152629375,1314210958.53
110,13.5213270187,1314210978.07
111,11.3723781109,1314210994.58
112,3.86949896812,1314211014.29
113,8.04835510254,1314211029.26
114,4.49197101593,1314211049.25
115,3.53716111183,1314211063.7
116,5.06258583069,1314211077.01
117,4.60799622536,1314211093.42
118,5.0279610157,1314211108.87
119,3.51541399956,1314211121.79
120,25.6886191368,1314211137.44
121,17.5948169231,1314211168.65
122,19.0552427769,1314211187.46
123,19.1055731773,1314211207.67
124,4.43202710152,1314211228.5
125,3.80702877045,1314211241.15
126,18.39397192,1314211257.81
127,16.4322628975,1314211277.45
128,14.4872899055,1314211300.73
129,18.9450449944,1314211325.2
130,21.3812510967,1314211344.19
131,12.3802309036,1314211366.69
132,18.0983178616,1314211382.98
133,14.5319509506,1314211402.87
134,15.6566591263,1314211418.23
135,15.1925148964,1314211435.24
136,11.2531139851,1314211451.63
137,14.9674799442,1314211470.43
138,16.270624876,1314211487.19
139,18.1568310261,1314211504.17
140,16.3732850552,1314211522.6
141,19.8602750301,1314211540.79
142,17.1425070763,1314211560.67
143,11.4690668583,1314211577.83
144,11.734992981,1314211589.31
145,3.89826512337,1314211614.28
146,2.2870850563,1314211635.27
147,2.51662802696,1314211649.21
148,2.80298113823,1314211669.71
149,3.55742907524,1314211692.01
150,11.0680601597,1314211710.87
151,7.89667606354,1314211729.26
152,4.18878984451,1314211748.69
153,2.32372307777,1314211762.82
154,3.73553419113,1314211780.63
155,12.1591999531,1314211795.78
156,6.01697707176,1314211812.07
157,4.81509709358,1314211822.03
158,2.84697008133,1314211835.74
159,8.38352894783,1314211853.48
160,14.4053390026,1314211873.45
161,13.8373739719,1314211888.19
162,5.57748603821,1314211904.82
163,5.38244700432,1314211917.68
164,9.53714299202,1314211932.48
165,5.51370882988,1314211946.47
166,4.18936491013,1314211959.48
167,4.030159235,1314211972.28
168,3.81848812103,1314211986.16
169,12.172494173,1314212000.96
170,9.59507703781,1314212014.66
171,4.00756192207,1314212029.67
172,15.5340230465,1314212044.02
173,18.5570158958,1314212059.61
174,17.7043690681,1314212078.19
175,17.7712938786,1314212097.51
176,6.45756292343,1314212117.03
177,3.63319802284,1314212137.5
178,25.2566509247,1314212158.43
179,22.3510761261,1314212183.73
180,15.7435398102,1314212206.21
181,12.8960461617,1314212228.96
182,5.52939605713,1314212246.59
183,22.512556076,1314212263.7
184,17.2403280735,1314212291.4
185,21.3640708923,1314212309.75
186,12.3600502014,1314212331.12
187,4.30287003517,1314212349.81
188,15.9798398018,1314212369.53
189,14.4735388756,1314212385.54
190,16.1905930042,1314212408.98
191,4.346752882,1314212425.19
192,18.6464121342,1314212437.89
193,16.8503131866,1314212456.73
194,18.7628121376,1314212477.11
195,13.3030729294,1314212496.1
196,9.31062316895,1314212510.2
197,11.9574999809,1314212523.88
198,5.51313710213,1314212539.09
199,4.87270092964,1314212553.32
200,13.5139670372,1314212566.33
201,13.8588719368,1314212587.27
202,20.7033700943,1314212603.53
203,11.7813141346,1314212626.47
204,11.7760310173,1314212640.8
205,3.24137496948,1314212661.57
206,4.72238588333,1314212679.74
207,4.09452009201,1314212698.2
208,3.88547706604,1314212718.08
209,4.0585091114,1314212733.47
210,4.15453720093,1314212747.16
211,3.6966919899,1314212768.33
212,4.32489895821,1314212781.6
213,3.1332719326,1314212798.59
214,3.41464710236,1314212815.18
215,3.41186404228,1314212832.38
216,3.62234401703,1314212846.75
217,4.03024411201,1314212859.92
218,4.82612490654,1314212873.61
219,3.66292881966,1314212885.28
220,3.48170089722,1314212898.68
221,4.12925601006,1314212914.65
222,4.44478607178,1314212927.64
223,3.71748518944,1314212940.02
224,3.19401097298,1314212956.27
225,10.0198359489,1314212971.04
226,3.22759890556,1314212986.7
227,4.60042715073,1314213002.17
228,4.88324713707,1314213022.28
229,3.5967810154,1314213040.12
230,3.62127804756,1314213055.56
231,3.54078698158,1314213075.17
232,3.82821702957,1314213095.25
233,3.42565989494,1314213109.34
234,4.03100609779,1314213126.95
235,4.17402601242,1314213141.23
236,3.63919210434,1314213159.98
237,3.96319794655,1314213177.03
238,4.32299518585,1314213192.5
239,5.345028162,1314213203.6
240,2.80622792244,1314213218.2
241,3.74222993851,1314213233.41
242,2.53320503235,1314213249.91
243,4.27204203606,1314213267.49
244,4.66090011597,1314213279.68
245,3.32233309746,1314213294.98
246,4.16338181496,1314213311.52
247,4.4959089756,1314213322.49
248,3.88539099693,1314213332.62
249,4.07657194138,1314213346.2
250,8.15045189857,1314213359.24
251,3.05912303925,1314213376.51
252,15.9370248318,1314213393.62
253,28.662361145,1314213413.76
254,12.6395900249,1314213446.92
255,13.2768349648,1314213465.56
256,16.8352291584,1314213482.65
257,13.4074590206,1314213512.25
258,3.62152099609,1314213532.02
259,15.1188590527,1314213547.84
260,16.4252550602,1314213567.12
261,13.7712550163,1314213584.04
262,13.1789250374,1314213599.38
263,11.8776681423,1314213621.53
264,14.8191330433,1314213639.66
265,22.7176418304,1314213656.75
266,16.0503988266,1314213679.67
267,11.3337249756,1314213695.98
268,5.91165280342,1314213710.85
269,11.0882999897,1314213725.04
270,11.7016768456,1314213736.73
271,9.95654511452,1314213748.85
272,10.4423670769,1314213762.73
273,13.2361299992,1314213776.04
274,15.4606440067,1314213800.2
275,12.8581111431,1314213820.84
276,13.708067894,1314213835.17
277,18.3461110592,1314213852.18
278,16.0319890976,1314213874.18
279,10.9640610218,1314213891.46
280,4.65411400795,1314213911.66
281,5.24067902565,1314213924.9
282,3.54434108734,1314213941.9
283,12.8706400394,1314213960.02
284,10.6684720516,1314213977.92
285,9.4631280899,1314213992.64
286,13.9049260616,1314214007.04
287,14.3416848183,1314214022.52
288,4.42536091805,1314214041.37
289,9.91613197327,1314214053.54
290,3.82057189941,1314214073.67
291,4.06890106201,1314214094.23
292,6.13498091698,1314214107.77
293,5.32141399384,1314214122.53
294,9.76569390297,1314214136.67
295,5.20783185959,1314214155.76
296,8.59021401405,1314214168.26
297,9.86975002289,1314214178.97
298,12.9711048603,1314214189.34
299,19.1695451736,1314214202.32
300,9.69946289062,1314214221.52
301,13.719520092,1314214232.0
302,15.2870321274,1314214245.78
303,21.6089310646,1314214262.87
304,17.4641251564,1314214284.5
305,20.015307188,1314214302.03
306,14.3491051197,1314214326.29
307,14.2122030258,1314214347.03
308,11.6144759655,1314214363.89
309,12.1490290165,1314214375.53
310,14.526196003,1314214387.7
311,15.6202199459,1314214402.24
312,18.9729421139,1314214417.94
313,20.608050108,1314214437.18
314,13.2205319405,1314214457.85
315,12.2320930958,1314214479.88
316,21.5761508942,1314214499.78
317,16.1421771049,1314214521.58
318,16.9061019421,1314214537.8
319,17.07396698,1314214557.76
320,22.7386219501,1314214580.66
321,26.0332579613,1314214604.57
322,12.3384258747,1314214632.22
323,13.3702740669,1314214647.03
324,11.117194891,1314214663.23
325,15.1470110416,1314214682.62
326,8.69466614723,1314214701.93
327,7.17355298996,1314214718.82
328,4.52045583725,1314214733.8
329,4.64818811417,1314214759.27
330,5.41664600372,1314214779.82
331,4.40895795822,1314214793.62
332,5.33373594284,1314214813.95
333,4.70139718056,1314214833.86
334,5.20026183128,1314214847.78
335,14.6746029854,1314214861.16
336,9.82113003731,1314214876.4
337,12.7600269318,1314214892.74
338,14.1491317749,1314214909.48
339,4.80232596397,1314214932.53
340,4.57360506058,1314214945.92
341,3.95101499557,1314214958.71
342,3.49848294258,1314214972.71
343,3.51050591469,1314214994.37
344,5.477850914,1314215010.19
345,4.50824999809,1314215022.56
346,24.4944131374,1314215036.6
347,13.0093641281,1314215065.17
348,13.8540508747,1314215079.26
349,20.4211120605,1314215094.74
350,13.8606190681,1314215115.29
351,15.239123106,1314215130.0
352,15.4807419777,1314215145.25
353,3.51466703415,1314215160.73
354,4.63181805611,1314215182.07
355,3.94028997421,1314215198.41
356,4.87515592575,1314215210.94
357,4.5115840435,1314215225.99
358,10.8436558247,1314215240.84
359,4.19031310081,1314215255.58
360,3.58754682541,1314215271.14
361,3.83325099945,1314215293.65
362,15.2113599777,1314215318.55
363,17.0512869358,1314215334.59
364,10.6644389629,1314215361.49
365,4.35804200172,1314215380.66
366,4.89121890068,1314215395.66
367,4.25465703011,1314215413.14
368,3.19614386559,1314215426.15
369,11.822439909,1314215440.6
370,6.58976197243,1314215454.11
371,5.35507512093,1314215464.22
372,12.2948770523,1314215478.69
373,14.0902030468,1314215498.27
374,20.7190320492,1314215517.06
375,12.7073290348,1314215541.56
376,13.5894670486,1314215563.21
377,14.530654192,1314215589.49
378,17.425606966,1314215611.79
379,11.7362291813,1314215632.11
380,20.3307571411,1314215655.49
381,12.4842858315,1314215679.03
382,27.4896309376,1314215698.23
383,15.9533770084,1314215733.23
384,12.093984127,1314215754.94
385,13.7780539989,1314215781.29
386,5.09537100792,1314215806.52
387,17.0992190838,1314215831.87
388,13.6519789696,1314215854.64
389,11.7681729794,1314215875.9
390,5.52629113197,1314215895.59
391,15.1731979847,1314215926.79
392,18.4099421501,1314215941.97
393,15.8614289761,1314215960.39
394,6.9836909771,1314215982.05
395,16.0336489677,1314215996.28
396,18.7273879051,1314216015.91
397,18.2295451164,1314216036.44
398,24.5258610249,1314216058.94
399,11.0440309048,1314216083.54
400,16.2226850986,1314216107.84
401,16.0406191349,1314216127.09
402,14.2993798256,1314216143.21
403,17.4904551506,1314216157.59
404,21.9544599056,1314216182.24
405,12.7239968777,1314216208.54
406,11.6750209332,1314216229.68
407,14.091490984,1314216247.68
408,9.14284086227,1314216271.27
409,20.9137899876,1314216289.29
410,15.2690689564,1314216315.83
411,20.9008080959,1314216331.1
412,20.0816102028,1314216353.62
413,13.5825140476,1314216379.6
414,22.2166390419,1314216396.16
415,13.0531949997,1314216419.38
416,12.36008811,1314216438.57
417,10.7324860096,1314216452.6
418,5.03488397598,1314216467.56
419,14.0236341953,1314216485.3
420,12.3536760807,1314216504.47
421,10.8074738979,1314216516.91
422,9.8573641777,1314216534.63
423,12.5908901691,1314216546.55
424,12.538531065,1314216559.15
425,14.8398320675,1314216575.61
426,14.8986179829,1314216596.6
427,7.91960477829,1314216612.65
428,11.3736960888,1314216625.31
429,10.5600090027,1314216638.23
430,7.92822885513,1314216654.68
431,12.8403379917,1314216669.24
432,16.4402360916,1314216682.16
433,8.14417695999,1314216698.7
434,10.9085600376,1314216713.46
435,5.01997208595,1314216728.95
436,4.64702987671,1314216744.33
437,17.8007609844,1314216760.56
438,19.6138899326,1314216778.81
439,21.4495790005,1314216801.21
440,14.8464100361,1314216822.96
441,17.6801071167,1314216837.81
442,14.483217001,1314216855.66
443,17.8484520912,1314216873.82
444,16.0673000813,1314216892.29
445,13.2817230225,1314216913.88
446,14.3799259663,1314216933.83
447,13.2489869595,1314216949.05
448,9.23826408386,1314216963.01
449,15.8635189533,1314216976.83
450,15.2686159611,1314216992.8
451,18.223555088,1314217008.16
452,16.6796598434,1314217026.85
453,16.1285328865,1314217044.85
454,10.0637950897,1314217061.75
455,15.623636961,1314217082.22
456,15.9952609539,1314217098.82
457,10.0194139481,1314217121.04
458,15.5221838951,1314217139.93
459,10.8742289543,1314217161.1
460,5.51217889786,1314217180.72
461,13.6049628258,1314217196.91
462,5.21192193031,1314217216.33
463,5.21324801445,1314217229.65
464,10.6848819256,1314217241.48
465,4.45984506607,1314217257.01
466,9.19901609421,1314217277.56
467,4.86708498001,1314217297.58
468,3.63747406006,1314217311.38
469,5.00870990753,1314217331.05
470,19.5580461025,1314217345.49
471,14.7102439404,1314217365.22
472,16.6087789536,1314217383.28
473,13.894972086,1314217402.78
474,13.0631699562,1314217424.06
475,23.5158200264,1314217440.63
476,17.0382208824,1314217470.85
477,20.6393070221,1314217490.13
478,12.7773039341,1314217512.13
479,13.2232398987,1314217524.92
480,11.037733078,1314217538.2
481,15.3062179089,1314217549.28
482,15.4493770599,1314217564.62
483,19.147977829,1314217580.11
484,14.6391420364,1314217599.32
485,16.6221239567,1314217613.98
486,12.8020942211,1314217631.51
487,13.5274670124,1314217648.43
488,11.8058388233,1314217665.08
489,19.5909571648,1314217677.94
490,15.8572750092,1314217698.8
491,15.3794829845,1314217714.74
492,12.1914379597,1314217730.15
493,16.8587050438,1314217742.34
494,13.4862248898,1314217759.29
495,12.4187400341,1314217772.81
496,12.3522439003,1314217785.25
497,12.3437330723,1314217797.64
498,4.62730407715,1314217817.22
499,4.18686699867,1314217831.33
EndTest
