NewTest,I-O,bachelor-VirtualBox(127.0.1.1)
99,19.4546980858,1314195175.98
100,24.0555489063,1314195195.45
101,20.1881809235,1314195219.52
102,24.2446079254,1314195239.72
103,11.2235660553,1314195263.97
104,20.2383458614,1314195282.44
105,22.9910428524,1314195302.85
106,12.8395719528,1314195327.63
107,4.46077203751,1314195344.83
108,4.3182311058,1314195366.12
109,19.0380001068,1314195386.78
110,25.7181432247,1314195408.08
111,16.0979399681,1314195434.43
112,16.1050941944,1314195456.85
113,14.29281497,1314195475.23
114,17.0642139912,1314195494.36
115,15.9985198975,1314195515.76
116,16.2041521072,1314195535.93
117,16.237172842,1314195562.44
118,19.1983001232,1314195584.37
119,20.1385221481,1314195606.79
120,21.2090060711,1314195630.0
121,12.8366830349,1314195651.25
122,3.71085190773,1314195668.94
123,20.6354370117,1314195684.56
124,14.4351820946,1314195706.8
125,5.88628005981,1314195731.19
126,25.5725409985,1314195747.75
127,18.0608150959,1314195773.38
128,6.29444694519,1314195794.82
129,6.06825685501,1314195809.8
130,18.2172110081,1314195833.5
131,10.3910629749,1314195855.19
132,19.2209391594,1314195874.95
133,17.7078490257,1314195900.36
134,9.03582596779,1314195920.05
135,20.0125448704,1314195942.28
136,7.0022251606,1314195967.18
137,19.6310811043,1314195984.38
138,18.2183439732,1314196009.74
139,13.3594079018,1314196029.27
140,17.0470409393,1314196045.1
141,24.9491860867,1314196065.49
142,22.7497298717,1314196090.45
143,9.38488483429,1314196119.41
144,20.9474420547,1314196135.27
145,4.20644187927,1314196159.41
146,15.9177601337,1314196181.59
147,5.13032221794,1314196203.84
148,17.0599069595,1314196229.75
149,10.6196138859,1314196247.6
150,20.1578779221,1314196267.03
151,19.8355460167,1314196287.47
152,6.97177696228,1314196307.32
153,15.3569419384,1314196332.85
154,19.238560915,1314196353.57
155,16.0337631702,1314196372.82
156,4.24099516869,1314196395.34
157,14.8590869904,1314196415.62
158,21.8763999939,1314196438.87
159,14.3270828724,1314196460.76
160,10.1326260567,1314196482.26
161,18.5852110386,1314196503.48
162,10.1428399086,1314196525.55
163,14.8312110901,1314196544.27
164,13.3103840351,1314196568.45
165,5.7149348259,1314196587.4
166,18.9391729832,1314196604.82
167,15.8753941059,1314196630.2
168,12.4350631237,1314196653.49
169,3.84965610504,1314196675.88
170,21.4289569855,1314196694.53
171,24.2965328693,1314196715.97
172,17.9613928795,1314196740.28
173,10.6853768826,1314196759.2
174,21.1459469795,1314196780.51
175,19.1391170025,1314196801.65
176,21.5221719742,1314196820.82
177,13.9800851345,1314196843.23
178,5.60951590538,1314196860.96
179,15.5174548626,1314196878.92
180,20.0869920254,1314196894.46
181,14.8341388702,1314196915.95
182,14.5939490795,1314196934.1
183,5.57236099243,1314196956.14
184,15.6032340527,1314196976.31
185,18.0104730129,1314196995.28
186,5.2563328743,1314197021.02
187,17.429666996,1314197041.4
188,25.5151360035,1314197060.16
189,3.05620098114,1314197090.13
190,4.32361698151,1314197111.63
191,19.35835886,1314197133.9
192,8.64395999908,1314197154.78
193,17.040364027,1314197175.02
194,18.9132010937,1314197196.86
195,2.75646400452,1314197223.01
196,17.8677670956,1314197243.08
197,24.7675960064,1314197263.23
198,15.6347072124,1314197288.01
199,5.77348804474,1314197308.15
200,20.7734370232,1314197327.45
201,11.5400338173,1314197348.23
202,4.8909778595,1314197372.47
203,19.255068779,1314197390.56
204,15.0356559753,1314197414.41
205,18.1851191521,1314197434.61
206,9.03217792511,1314197456.4
207,4.41020917892,1314197477.46
208,16.4433698654,1314197494.05
209,13.638507843,1314197514.19
210,4.32330513,1314197535.51
211,16.8424470425,1314197555.92
212,18.6916110516,1314197575.01
213,5.89622592926,1314197598.99
214,17.0552971363,1314197617.8
215,8.77332687378,1314197641.13
216,24.7772519588,1314197660.03
217,21.1917848587,1314197684.82
218,17.1742548943,1314197706.02
219,20.9382579327,1314197723.28
220,12.534320116,1314197745.25
221,6.35470104218,1314197768.22
222,17.0980939865,1314197791.47
223,12.6628551483,1314197809.36
224,5.59539890289,1314197830.57
225,18.4329838753,1314197849.05
226,21.4850819111,1314197870.64
227,20.9434719086,1314197892.15
228,25.904239893,1314197913.11
229,18.3959980011,1314197939.03
230,22.623978138,1314197957.44
231,15.5596268177,1314197983.28
232,20.5333378315,1314198005.58
233,11.2094540596,1314198028.21
234,17.000936985,1314198047.77
235,16.6168940067,1314198065.8
236,19.1605329514,1314198082.42
237,5.0088660717,1314198101.61
238,22.5235540867,1314198119.11
239,15.0547499657,1314198142.18
240,14.8834619522,1314198163.23
241,20.3049359322,1314198191.35
242,17.344369173,1314198211.68
243,13.4174950123,1314198229.03
244,19.4573807716,1314198251.29
245,21.5679140091,1314198271.08
246,26.9306390285,1314198292.67
247,18.7887949944,1314198319.6
248,13.0343811512,1314198338.84
249,17.2825200558,1314198357.84
250,23.3748009205,1314198378.81
251,5.1962351799,1314198403.55
252,7.46919393539,1314198421.56
253,3.81762099266,1314198438.51
254,21.3219008446,1314198460.16
255,15.196764946,1314198482.61
256,19.8286240101,1314198499.22
257,24.1056039333,1314198519.07
258,22.0206100941,1314198543.48
259,3.88563704491,1314198570.08
260,22.6381919384,1314198592.43
261,12.221875906,1314198615.1
262,4.69781398773,1314198632.68
263,20.590408802,1314198653.1
264,10.8896799088,1314198677.66
265,18.6702260971,1314198697.38
266,16.2132530212,1314198717.83
267,25.126912117,1314198734.07
268,19.2456920147,1314198759.38
269,17.3297688961,1314198779.28
270,7.77124810219,1314198803.61
271,18.6652281284,1314198822.18
272,15.0039730072,1314198840.86
273,2.92174005508,1314198860.63
274,18.903263092,1314198882.08
275,7.43596816063,1314198908.6
276,23.4894349575,1314198926.54
277,12.7620229721,1314198950.04
278,3.36687302589,1314198969.7
279,19.7860629559,1314198988.62
280,25.3374509811,1314199011.02
281,15.3432841301,1314199039.49
282,5.3003950119,1314199061.6
283,17.5124101639,1314199081.29
284,5.42448687553,1314199105.95
285,21.0244150162,1314199129.08
286,21.1174478531,1314199151.13
287,21.0535509586,1314199174.46
288,16.8183529377,1314199195.52
289,10.6530590057,1314199214.46
290,3.06128811836,1314199235.31
291,18.2957239151,1314199251.63
292,12.160323143,1314199272.08
293,3.89096689224,1314199289.37
294,18.7099449635,1314199308.59
295,15.9678211212,1314199327.33
296,5.64977908134,1314199345.25
297,15.7444431782,1314199365.33
298,13.9951889515,1314199382.86
299,5.62678003311,1314199404.21
300,20.7530920506,1314199421.75
301,21.6800060272,1314199444.14
302,12.6981599331,1314199469.56
303,5.9518969059,1314199491.72
304,15.3615310192,1314199513.79
305,12.4843409061,1314199529.43
306,19.5872330666,1314199545.91
307,11.817330122,1314199573.28
308,5.92746686935,1314199592.83
309,20.1929249763,1314199608.73
310,17.6212329865,1314199636.86
311,13.8453271389,1314199658.74
312,19.4615569115,1314199678.06
313,17.5853590965,1314199701.15
314,17.9239919186,1314199718.74
315,20.6679780483,1314199736.72
316,8.61756396294,1314199761.53
317,25.6208188534,1314199779.01
318,14.6741540432,1314199804.64
319,10.636824131,1314199823.6
320,4.91509604454,1314199843.01
321,17.094522953,1314199859.96
322,22.0724010468,1314199878.74
323,14.2214689255,1314199900.82
324,10.3049960136,1314199920.83
325,8.26772594452,1314199941.32
326,16.4784789085,1314199962.95
327,15.3584890366,1314199988.79
328,14.9749829769,1314200015.62
329,17.528192997,1314200037.38
330,19.78597188,1314200054.92
331,14.870467186,1314200074.74
332,23.5905768871,1314200089.62
333,24.4774138927,1314200113.22
334,5.00016403198,1314200141.22
335,9.04834103584,1314200160.47
336,16.9890749454,1314200179.47
337,6.74239706993,1314200203.09
338,18.6191680431,1314200218.65
339,13.8811731339,1314200237.28
340,7.26218509674,1314200254.4
341,21.2209510803,1314200274.35
342,19.2890090942,1314200298.91
343,9.62134695053,1314200319.63
344,22.5660769939,1314200338.66
345,23.4316599369,1314200361.23
346,24.5394179821,1314200384.73
347,14.1946020126,1314200409.27
348,4.36110401154,1314200426.91
349,3.40409898758,1314200442.84
350,20.444633007,1314200458.96
351,14.8557679653,1314200482.55
352,21.2158219814,1314200501.25
353,20.049020052,1314200524.11
354,11.7592020035,1314200547.23
355,2.2664129734,1314200569.52
356,19.7690331936,1314200589.72
357,16.2537090778,1314200610.14
358,5.03545689583,1314200631.49
359,17.4473280907,1314200648.3
360,14.4007380009,1314200671.01
361,17.8967139721,1314200693.35
362,6.95019698143,1314200712.49
363,15.5854029655,1314200729.33
364,26.628757,1314200750.24
365,13.6703999043,1314200776.89
366,5.16046309471,1314200798.04
367,20.9428601265,1314200816.27
368,25.1103060246,1314200837.22
369,18.0542259216,1314200862.33
370,17.4444298744,1314200880.41
371,9.06825900078,1314200903.58
372,5.4600019455,1314200921.4
373,17.5055038929,1314200935.02
374,7.69661593437,1314200955.92
375,22.426774025,1314200971.32
376,16.351544857,1314200994.52
377,4.07118797302,1314201014.55
378,17.2831890583,1314201035.09
379,11.7251420021,1314201058.02
380,18.9199869633,1314201078.43
381,14.2338650227,1314201097.36
382,15.7279610634,1314201121.73
383,5.39044809341,1314201144.44
384,23.6647231579,1314201164.31
385,17.860722065,1314201187.99
386,20.7817909718,1314201205.87
387,16.246336937,1314201226.66
388,19.4970939159,1314201243.5
389,16.4222769737,1314201263.01
390,28.0097949505,1314201279.45
391,19.6419181824,1314201307.5
392,15.2379920483,1314201327.16
393,19.2544400692,1314201344.66
394,15.2856259346,1314201363.92
395,14.4919629097,1314201379.23
396,16.1072449684,1314201403.49
397,5.32136797905,1314201430.2
398,17.8586509228,1314201450.74
399,13.4494450092,1314201472.63
400,27.782366991,1314201486.1
401,13.1498558521,1314201517.43
402,10.8497931957,1314201530.6
403,16.102722168,1314201549.6
404,19.328966856,1314201576.23
405,12.4888379574,1314201595.57
406,4.62645196915,1314201617.65
407,19.8112249374,1314201642.73
408,19.0401949883,1314201662.56
409,15.370609045,1314201685.33
410,10.0241959095,1314201704.21
411,16.4618010521,1314201727.16
412,11.5303878784,1314201750.38
413,13.0041878223,1314201767.31
414,18.4071919918,1314201792.81
415,17.2522139549,1314201813.72
416,14.1327219009,1314201835.31
417,23.793806076,1314201851.16
418,17.3974850178,1314201874.96
419,16.2518401146,1314201892.37
420,7.45408797264,1314201912.81
421,20.6261620522,1314201925.35
422,11.3882369995,1314201948.51
423,5.41529202461,1314201966.89
424,16.3487970829,1314201990.47
425,31.0952959061,1314202006.84
426,19.6785678864,1314202037.95
427,21.1241128445,1314202060.35
428,24.3132450581,1314202081.49
429,21.4421420097,1314202105.81
430,13.3306388855,1314202127.28
431,3.46792507172,1314202144.35
432,22.3940858841,1314202167.84
433,22.3332779408,1314202190.24
434,17.7603359222,1314202212.58
435,18.2906968594,1314202231.77
436,16.7062528133,1314202250.07
437,23.8303499222,1314202267.04
438,24.7040669918,1314202290.88
439,25.6681001186,1314202315.59
440,16.6295771599,1314202341.27
441,11.3811819553,1314202359.87
442,3.33902001381,1314202379.78
443,18.187237978,1314202394.56
444,5.74192094803,1314202421.1
445,19.0223169327,1314202436.18
446,7.40815711021,1314202461.76
447,17.9819729328,1314202481.15
448,21.6534030437,1314202501.6
449,8.17594003677,1314202531.4
450,17.096157074,1314202551.63
451,5.65973997116,1314202573.74
452,18.9932010174,1314202592.26
453,16.4193480015,1314202612.0
454,15.605244875,1314202635.97
455,16.4651391506,1314202654.88
456,18.421642065,1314202671.79
457,20.7994129658,1314202694.44
458,14.7212738991,1314202715.26
459,23.6719760895,1314202732.26
460,12.8554329872,1314202757.47
461,4.5282459259,1314202776.98
462,20.1947669983,1314202793.5
463,13.0815050602,1314202814.21
464,5.19614696503,1314202833.93
465,19.0230970383,1314202850.3
466,19.8222289085,1314202874.16
467,21.1535859108,1314202896.76
468,13.5542719364,1314202922.42
469,7.1563642025,1314202942.16
470,15.4529240131,1314202962.68
471,6.44040703773,1314202985.64
472,17.3221681118,1314203005.11
473,7.26226806641,1314203024.61
474,15.3815660477,1314203048.12
475,19.6038320065,1314203072.0
476,9.81564688683,1314203097.18
477,19.6357059479,1314203120.01
478,7.90319800377,1314203142.78
479,25.0548520088,1314203162.83
480,8.65260505676,1314203191.29
481,23.4943029881,1314203205.47
482,7.58213210106,1314203237.75
483,16.9014279842,1314203259.61
484,6.14537906647,1314203281.34
485,16.261038065,1314203304.84
486,25.1631379128,1314203326.43
487,13.4487879276,1314203356.4
488,10.7759299278,1314203374.13
489,20.7846770287,1314203389.93
490,16.8902368546,1314203410.73
491,19.3903961182,1314203427.63
492,7.06537699699,1314203448.52
493,17.3821761608,1314203469.15
494,22.6425881386,1314203487.78
495,16.7557661533,1314203510.42
496,12.6539819241,1314203527.19
497,19.8309159279,1314203539.87
498,5.26752114296,1314203567.43
499,17.3314299583,1314203589.75
EndTest
