NewTest,I-O,bachelor-VirtualBox(127.0.1.1)
65,14.9952671528,1314210157.21
66,14.0608079433,1314210172.32
67,10.2552189827,1314210186.4
68,13.1668848991,1314210198.14
69,13.4162349701,1314210211.39
70,4.75513911247,1314210230.91
71,12.7784018517,1314210244.92
72,5.12663817406,1314210264.12
73,4.85267186165,1314210277.25
74,5.59405589104,1314210293.44
75,4.47958421707,1314210313.49
76,3.5527009964,1314210330.69
77,4.44232797623,1314210344.63
78,4.70181179047,1314210379.01
79,5.02851390839,1314210394.75
80,28.6249330044,1314210433.42
81,20.6715180874,1314210462.07
82,6.38946700096,1314210483.46
83,12.876816988,1314210499.87
84,6.54265904427,1314210517.59
85,13.508453846,1314210531.43
86,18.2856991291,1314210548.52
87,15.8302021027,1314210570.86
88,16.156493187,1314210587.42
89,17.4564929008,1314210603.59
90,20.1040389538,1314210622.33
91,17.7078509331,1314210642.69
92,16.8714239597,1314210660.52
93,16.4674549103,1314210677.49
94,14.0070450306,1314210695.63
95,20.8565421104,1314210709.7
96,13.5205841064,1314210730.69
97,5.7371711731,1314210744.28
98,5.44901990891,1314210759.53
99,25.5759930611,1314210776.11
100,19.0632400513,1314210801.94
101,14.3774809837,1314210821.26
102,23.4300179482,1314210835.81
103,17.4892389774,1314210859.26
104,15.0449171066,1314210877.17
105,15.5232551098,1314210892.22
106,18.2174859047,1314210907.77
107,9.57338500023,1314210926.11
108,8.8245370388,1314210939.8
109,3.75640201569,1314210957.94
110,16.519438982,1314210977.47
111,19.2344090939,1314210994.0
112,14.8463170528,1314211013.71
113,19.9733009338,1314211028.68
114,14.4391701221,1314211048.67
115,13.3020370007,1314211063.12
116,16.3989908695,1314211076.42
117,15.4434189796,1314211092.83
118,12.8397140503,1314211108.35
119,15.6503629684,1314211121.19
120,21.916975975,1314211136.85
121,16.6182730198,1314211168.06
122,17.922055006,1314211186.87
123,20.8266391754,1314211207.08
124,11.5881690979,1314211228.05
125,10.465793848,1314211240.56
126,3.88244795799,1314211257.22
127,19.6581521034,1314211276.85
128,24.4038281441,1314211300.14
129,14.8989760876,1314211324.62
130,14.8279781342,1314211343.57
131,12.5938420296,1314211366.1
132,5.27796578407,1314211382.39
133,15.3611218929,1314211402.27
134,16.9941039085,1314211417.65
135,16.3839540482,1314211434.65
136,14.7352290154,1314211451.04
137,5.83488297462,1314211469.84
138,13.5268959999,1314211486.6
139,18.4256370068,1314211503.58
140,15.4923138618,1314211522.02
141,19.8899860382,1314211540.19
142,13.8053770065,1314211560.1
143,4.40886688232,1314211577.23
144,16.1299908161,1314211588.71
145,15.2389688492,1314211613.69
146,5.04929113388,1314211634.69
147,20.2132019997,1314211648.61
148,12.6857099533,1314211669.12
149,13.4480211735,1314211691.42
150,14.9297630787,1314211710.28
151,19.4289879799,1314211728.67
152,12.8493452072,1314211748.1
153,17.5516328812,1314211762.24
154,12.9120321274,1314211780.04
155,8.71242594719,1314211795.19
156,9.95873713493,1314211811.48
157,12.0063910484,1314211821.44
158,9.91799688339,1314211835.15
159,2.2377820015,1314211852.9
160,5.3288269043,1314211872.87
161,2.56634306908,1314211887.6
162,3.78499293327,1314211904.23
163,3.88041520119,1314211917.09
164,4.25980901718,1314211931.89
165,3.73193788528,1314211945.88
166,5.5189640522,1314211958.89
167,4.38528299332,1314211971.69
168,3.24696803093,1314211985.57
169,11.6409988403,1314212000.37
170,7.48005795479,1314212014.07
171,3.65807294846,1314212029.09
172,3.39639616013,1314212043.42
173,10.150493145,1314212059.02
174,3.3731470108,1314212077.58
175,4.55969810486,1314212096.92
176,4.32744407654,1314212116.44
177,3.37798786163,1314212136.91
178,8.73866701126,1314212157.86
179,12.9689137936,1314212183.11
180,4.80203509331,1314212205.52
181,3.8450460434,1314212228.34
182,3.54983282089,1314212246.01
183,9.84934592247,1314212263.11
184,13.1768519878,1314212290.83
185,4.47452378273,1314212309.17
186,3.36695504189,1314212330.54
187,3.97100687027,1314212349.23
188,3.659897089,1314212368.93
189,3.25872302055,1314212384.95
190,3.16775393486,1314212408.4
191,2.58214402199,1314212424.58
192,3.30844306946,1314212437.3
193,4.185983181,1314212456.13
194,2.54518008232,1314212476.52
195,4.09327816963,1314212495.51
196,2.71284890175,1314212509.61
197,5.51755189896,1314212523.29
198,3.8325240612,1314212538.51
199,3.93234205246,1314212552.73
200,10.6196599007,1314212565.74
201,3.47521901131,1314212586.68
202,10.6099860668,1314212602.94
203,3.76131010056,1314212625.89
204,2.79892420769,1314212640.21
205,3.58444499969,1314212660.98
206,3.72618293762,1314212679.15
207,5.17758011818,1314212697.6
208,4.06848287582,1314212717.51
209,2.59499406815,1314212732.88
210,3.07621788979,1314212746.57
211,5.14733314514,1314212767.74
212,3.9874060154,1314212781.01
213,3.96546792984,1314212798.0
214,2.78113293648,1314212814.58
215,4.43247818947,1314212831.79
216,4.06552386284,1314212846.17
217,3.91862392426,1314212859.3
218,4.8736269474,1314212873.02
219,4.50686717033,1314212884.69
220,3.45818090439,1314212898.09
221,4.22458410263,1314212914.06
222,4.4638838768,1314212927.05
223,6.49939107895,1314212939.43
224,6.28142285347,1314212955.69
225,3.92686891556,1314212970.45
226,4.7055709362,1314212986.11
227,4.70384287834,1314213001.57
228,4.00482702255,1314213021.7
229,3.40693092346,1314213039.53
230,3.35083818436,1314213054.96
231,11.9384179115,1314213074.57
232,3.94353103638,1314213094.67
233,2.90062689781,1314213108.75
234,3.78261303902,1314213126.36
235,3.10411596298,1314213140.64
236,4.3214199543,1314213159.39
237,4.31077480316,1314213176.44
238,3.8076069355,1314213191.92
239,11.2454299927,1314213203.01
240,10.2791380882,1314213217.61
241,3.92753911018,1314213232.82
242,10.6972460747,1314213249.32
243,5.06907296181,1314213266.9
244,4.31142306328,1314213279.09
245,3.62612509727,1314213294.37
246,4.06795287132,1314213310.92
247,4.21933913231,1314213321.9
248,3.75369095802,1314213332.02
249,4.42283987999,1314213345.61
250,3.46090292931,1314213358.65
251,3.12629389763,1314213375.92
252,3.09564399719,1314213393.03
253,11.5044021606,1314213413.16
254,3.71175599098,1314213446.33
255,4.02714300156,1314213464.96
256,4.4892179966,1314213482.06
257,3.46371102333,1314213511.66
258,4.40622591972,1314213531.43
259,11.9464271069,1314213547.25
260,3.29678702354,1314213566.53
261,2.78892087936,1314213583.45
262,3.37379097939,1314213598.79
263,3.3351919651,1314213620.94
264,3.0089969635,1314213639.07
265,4.7203400135,1314213656.17
266,3.35574007034,1314213679.04
267,5.82449316978,1314213695.32
268,3.79726099968,1314213710.26
269,4.10052704811,1314213724.44
270,3.55923199654,1314213736.14
271,13.8465199471,1314213748.28
272,13.2553548813,1314213762.18
273,24.0542700291,1314213775.54
274,20.4964058399,1314213799.74
275,10.8746540546,1314213820.46
276,17.0043680668,1314213834.57
277,19.113560915,1314213851.69
278,10.9912099838,1314213873.59
279,5.05976080894,1314213890.87
280,13.1981649399,1314213911.07
281,16.9198949337,1314213924.33
282,17.7060301304,1314213941.43
283,17.8860249519,1314213959.44
284,14.6727259159,1314213977.36
285,14.32493186,1314213992.11
286,15.3872029781,1314214006.54
287,18.8328418732,1314214021.94
288,12.1648640633,1314214040.78
289,20.0989220142,1314214052.95
290,20.0817661285,1314214073.11
291,10.4006860256,1314214093.64
292,6.87885808945,1314214107.18
293,11.7774341106,1314214121.94
294,17.0375459194,1314214136.07
295,10.4768350124,1314214155.18
296,7.88932394981,1314214167.67
297,10.1524481773,1314214178.38
298,7.60778093338,1314214188.75
299,14.9999580383,1314214201.73
300,10.5022790432,1314214220.9
301,13.1995210648,1314214231.42
302,16.8945960999,1314214245.14
303,17.6908149719,1314214262.27
304,15.0139119625,1314214283.89
305,23.9349589348,1314214301.43
306,20.6680231094,1314214325.76
307,16.8096339703,1314214346.48
308,10.9077038765,1314214363.31
309,10.1427979469,1314214374.93
310,10.1728351116,1314214387.11
311,4.51974511147,1314214401.65
312,4.60733103752,1314214417.28
313,17.0764918327,1314214436.6
314,19.1854419708,1314214457.22
315,19.8512887955,1314214479.29
316,18.8511099815,1314214499.19
317,13.7611911297,1314214520.78
318,16.6780881882,1314214537.14
319,15.538022995,1314214557.17
320,16.2156150341,1314214580.07
321,16.3293821812,1314214603.98
322,9.82101488113,1314214631.62
323,7.83962702751,1314214646.44
324,10.7825191021,1314214662.63
325,15.5841751099,1314214682.03
326,8.57529401779,1314214701.35
327,14.2618231773,1314214718.23
328,15.7784490585,1314214733.21
329,17.1744699478,1314214758.68
330,10.0090138912,1314214779.22
331,5.0093319416,1314214793.03
332,15.0492310524,1314214813.36
333,13.9092650414,1314214833.26
334,13.3681778908,1314214847.19
335,12.4407260418,1314214860.58
336,13.4874219894,1314214875.81
337,13.6560058594,1314214892.15
338,13.7943620682,1314214908.89
339,4.17837882042,1314214931.94
340,5.24235296249,1314214945.33
341,3.54482579231,1314214958.12
342,21.6468229294,1314214972.11
343,15.7866899967,1314214993.8
344,12.3613870144,1314215009.61
345,14.016523838,1314215021.98
346,28.3064539433,1314215036.12
347,5.35723495483,1314215064.58
348,4.87837386131,1314215078.67
349,20.1677222252,1314215094.15
350,14.8320739269,1314215114.58
351,14.2802181244,1314215129.44
352,11.2005288601,1314215144.66
353,16.9296028614,1314215160.14
354,15.3084139824,1314215181.48
355,10.3097119331,1314215197.82
356,13.8299529552,1314215210.34
357,14.8378078938,1314215225.41
358,14.57791996,1314215240.26
359,15.3783550262,1314215254.99
360,13.320830822,1314215270.55
361,19.2015419006,1314215293.06
362,14.0504717827,1314215317.95
363,26.901706934,1314215333.99
364,19.0972809792,1314215360.97
365,14.9635269642,1314215380.1
366,11.5501489639,1314215395.08
367,10.1806931496,1314215412.56
368,5.06140208244,1314215425.56
369,5.47268509865,1314215440.01
370,9.02891397476,1314215453.52
371,12.9590449333,1314215463.63
372,18.5802340508,1314215478.09
373,17.0278458595,1314215497.68
374,23.771821022,1314215516.47
375,20.1784098148,1314215540.96
376,15.4418671131,1314215562.62
377,15.198652029,1314215588.89
378,13.4883038998,1314215611.2
379,14.0525801182,1314215631.52
380,18.34354496,1314215654.91
381,19.1211211681,1314215678.44
382,23.6282939911,1314215697.71
383,17.3936860561,1314215732.64
384,22.4709730148,1314215754.35
385,14.1627800465,1314215780.7
386,22.3194441795,1314215805.92
387,22.3015868664,1314215831.29
388,15.0422260761,1314215854.05
389,5.09475898743,1314215875.31
390,10.9200980663,1314215895.01
391,4.52318906784,1314215926.19
392,11.9075961113,1314215941.41
393,21.6594979763,1314215959.79
394,8.60685300827,1314215981.46
395,6.29046201706,1314215995.69
396,20.5229799747,1314216015.31
397,22.4215898514,1314216035.91
398,20.451859951,1314216058.44
399,24.3536560535,1314216082.89
400,19.2363619804,1314216107.26
401,13.2306220531,1314216126.54
402,12.0645499229,1314216142.55
403,24.7158999443,1314216156.92
404,21.1829409599,1314216181.7
405,21.0190508366,1314216207.95
406,17.9943499565,1314216229.08
407,23.5869369507,1314216247.09
408,14.4677081108,1314216270.71
409,26.5082650185,1314216288.7
410,15.1703767776,1314216315.32
411,20.9640500546,1314216330.61
412,25.5571000576,1314216353.03
413,12.811093092,1314216379.01
414,4.80128693581,1314216395.57
415,5.11440896988,1314216418.79
416,5.95557284355,1314216437.98
417,5.51340889931,1314216452.01
418,5.92191505432,1314216466.96
419,4.86321210861,1314216484.71
420,5.74619603157,1314216503.87
421,9.27876901627,1314216516.23
422,5.62213301659,1314216534.04
423,12.2852160931,1314216545.96
424,11.8556010723,1314216558.56
425,9.04075407982,1314216575.02
426,5.87730002403,1314216596.0
427,5.24976611137,1314216612.06
428,5.75682210922,1314216624.72
429,4.32188796997,1314216637.64
430,6.13059592247,1314216654.1
431,5.41314697266,1314216668.65
432,13.7203838825,1314216681.5
433,6.87964200974,1314216698.01
434,7.24123311043,1314216712.87
435,15.0233778954,1314216728.36
436,16.2180202007,1314216743.75
437,18.2033410072,1314216760.01
438,17.8594031334,1314216778.26
439,6.61339497566,1314216800.63
440,11.0399310589,1314216822.35
441,17.8433029652,1314216837.22
442,17.390474081,1314216855.07
443,12.3550128937,1314216873.22
444,20.7441911697,1314216891.7
445,19.9455561638,1314216913.29
446,14.7956678867,1314216933.29
447,11.5673108101,1314216948.47
448,13.3368859291,1314216962.42
449,9.93789601326,1314216976.25
450,15.0188179016,1314216992.13
451,6.64429497719,1314217007.52
452,8.15789103508,1314217026.26
453,4.6618180275,1314217044.26
454,7.31899619102,1314217061.16
455,4.95593094826,1314217081.57
456,20.9094610214,1314217098.23
457,18.1929728985,1314217120.45
458,21.169178009,1314217139.33
459,18.8995530605,1314217160.52
460,15.9124109745,1314217180.12
461,13.1949489117,1314217196.32
462,13.1382579803,1314217215.73
463,11.823153019,1314217229.06
464,13.9438951015,1314217240.89
465,18.4676980972,1314217256.41
466,12.2065000534,1314217276.97
467,10.7938928604,1314217296.99
468,19.6403520107,1314217310.78
469,7.13661694527,1314217330.45
470,18.1681129932,1314217344.89
471,18.1433689594,1314217364.54
472,13.926030159,1314217382.76
473,16.6449949741,1314217402.19
474,14.4351789951,1314217423.46
475,22.9978909492,1314217440.05
476,5.38735294342,1314217470.26
477,6.08168005943,1314217489.52
478,4.5534350872,1314217511.54
479,4.91295313835,1314217524.32
480,5.10828399658,1314217537.57
481,4.98396492004,1314217548.66
482,3.89142799377,1314217564.01
483,4.50976586342,1314217579.49
484,5.98848605156,1314217598.71
485,5.01089811325,1314217613.37
486,4.29499983788,1314217630.92
487,5.81080985069,1314217647.85
488,11.5991151333,1314217664.49
489,16.5079500675,1314217677.34
490,6.70650291443,1314217698.22
491,11.3807709217,1314217714.07
492,8.98564100266,1314217729.55
493,5.44774794579,1314217741.75
494,6.22302508354,1314217758.63
495,5.08453798294,1314217772.21
496,11.7182881832,1314217784.67
497,13.7125060558,1314217797.02
498,6.49715399742,1314217816.67
499,5.89183688164,1314217830.73
EndTest
