NewTest,I-O,bachelor-VirtualBox(127.0.1.1)
129,20.5644619465,1314195810.1
130,15.9084129333,1314195833.78
131,7.62150907516,1314195855.47
132,21.6526961327,1314195875.24
133,19.6826660633,1314195900.66
134,22.2131228447,1314195920.35
135,24.8975961208,1314195942.57
136,17.1829950809,1314195967.48
137,25.3549640179,1314195984.67
138,19.5253679752,1314196010.03
139,15.357131958,1314196029.59
140,16.3271298409,1314196045.39
141,19.0373220444,1314196065.79
142,28.9607667923,1314196090.73
143,14.4271669388,1314196119.78
144,14.5109601021,1314196135.56
145,17.3431382179,1314196159.71
146,22.2560088634,1314196181.89
147,14.9363520145,1314196204.15
148,15.5769548416,1314196230.05
149,12.5433149338,1314196247.9
150,5.08118677139,1314196267.34
151,16.4883990288,1314196287.77
152,19.1949288845,1314196307.62
153,5.85142803192,1314196333.17
154,15.9497129917,1314196353.88
155,5.77392292023,1314196373.12
156,18.8952829838,1314196395.63
157,23.2298638821,1314196415.94
158,13.9600279331,1314196439.18
159,21.5086801052,1314196461.06
160,21.2075560093,1314196482.58
161,21.8166699409,1314196503.81
162,18.7206809521,1314196525.86
163,24.1746580601,1314196544.59
164,14.2060439587,1314196568.78
165,6.94453501701,1314196587.72
166,22.3503329754,1314196605.15
167,22.0759921074,1314196630.52
168,15.4511389732,1314196653.81
169,6.37156105042,1314196676.2
170,20.8580532074,1314196694.85
171,20.9542131424,1314196716.29
172,18.9200098515,1314196740.6
173,21.2928109169,1314196759.54
174,15.2713298798,1314196780.85
175,5.71499896049,1314196801.98
176,16.8226540089,1314196821.12
177,7.09019804001,1314196843.57
178,16.4874491692,1314196861.29
179,14.8301620483,1314196879.25
180,10.3075191975,1314196894.77
181,3.10388112068,1314196916.28
182,22.040913105,1314196934.43
183,20.1554858685,1314196956.48
184,18.522439003,1314196976.65
185,21.68405509,1314196995.62
186,20.3684661388,1314197021.36
187,18.7615580559,1314197041.73
188,29.970927,1314197060.49
189,21.4926018715,1314197090.48
190,22.2593870163,1314197111.98
191,20.8768429756,1314197134.24
192,16.8606410027,1314197155.14
193,21.8168718815,1314197175.38
194,23.2766389847,1314197197.22
195,13.9864680767,1314197223.36
196,7.96996212006,1314197243.42
197,22.1387281418,1314197263.58
198,20.1333780289,1314197288.36
199,17.5008208752,1314197308.51
200,18.8405199051,1314197327.8
201,20.0893681049,1314197348.58
202,6.43582296371,1314197372.82
203,22.6347129345,1314197390.92
204,10.3478479385,1314197414.77
205,4.28608393669,1314197434.97
206,18.9647710323,1314197456.75
207,11.0851149559,1314197477.82
208,5.76834487915,1314197494.41
209,20.4378330708,1314197514.55
210,15.4161319733,1314197535.86
211,5.09920406342,1314197556.3
212,23.9743340015,1314197575.38
213,18.786108017,1314197599.38
214,16.7246129513,1314197618.17
215,8.73456382751,1314197641.49
216,21.6807749271,1314197660.39
217,6.13780093193,1314197685.18
218,17.2215769291,1314197706.39
219,14.868596077,1314197723.61
220,18.2641839981,1314197745.62
221,6.09905099869,1314197768.59
222,17.8917529583,1314197791.83
223,14.7509679794,1314197809.74
224,10.37824893,1314197830.95
225,4.04569101334,1314197849.43
226,19.9917709827,1314197871.02
227,20.3084950447,1314197892.51
228,24.2437908649,1314197913.47
229,17.0239098072,1314197939.4
230,10.9076421261,1314197957.81
231,3.08755517006,1314197983.67
232,16.5759041309,1314198005.96
233,17.4642539024,1314198028.59
234,8.30295014381,1314198048.16
235,3.62603092194,1314198066.17
236,18.6121070385,1314198082.8
237,17.3155808449,1314198101.97
238,22.931278944,1314198119.49
239,21.0526590347,1314198142.56
240,28.1144590378,1314198163.62
241,14.1886138916,1314198191.74
242,4.34143805504,1314198212.06
243,20.3377308846,1314198229.43
244,14.5172359943,1314198251.68
245,4.57896208763,1314198271.48
246,20.1693401337,1314198293.05
247,19.228771925,1314198320.01
248,18.9706330299,1314198339.26
249,20.9515719414,1314198358.25
250,19.4301741123,1314198379.2
251,16.6781861782,1314198403.95
252,13.3011889458,1314198421.96
253,21.4782438278,1314198438.91
254,22.451967001,1314198460.56
255,16.5810799599,1314198483.02
256,17.6572480202,1314198499.62
257,24.4316108227,1314198519.45
258,17.3182411194,1314198543.91
259,19.5770740509,1314198570.48
260,10.9136741161,1314198592.83
261,4.92639708519,1314198615.48
262,20.4141991138,1314198633.09
263,14.9140408039,1314198653.52
264,5.37997412682,1314198678.05
265,17.3238170147,1314198697.78
266,5.09899902344,1314198718.21
267,16.819963932,1314198734.47
268,18.0555119514,1314198759.79
269,16.8889100552,1314198779.69
270,16.4415309429,1314198804.02
271,10.6471629143,1314198822.6
272,2.61471605301,1314198841.26
273,17.2380280495,1314198861.06
274,18.9788210392,1314198882.5
275,17.9402289391,1314198909.02
276,22.1278209686,1314198926.99
277,19.6615710258,1314198950.45
278,13.3963708878,1314198970.14
279,21.8065640926,1314198989.06
280,11.2143309116,1314199011.45
281,15.234757185,1314199039.91
282,18.4163579941,1314199062.02
283,10.0748817921,1314199081.72
284,19.9672539234,1314199106.37
285,5.97481417656,1314199129.5
286,17.9428088665,1314199151.56
287,17.8044970036,1314199174.9
288,18.9302580357,1314199195.96
289,18.6617250443,1314199214.92
290,10.9222791195,1314199235.74
291,12.4325518608,1314199252.07
292,4.49998188019,1314199272.51
293,17.7726957798,1314199289.8
294,13.5216529369,1314199309.02
295,5.28104901314,1314199327.75
296,17.8096759319,1314199345.69
297,5.27268505096,1314199365.77
298,17.5047311783,1314199383.3
299,14.0744149685,1314199404.65
300,11.4341721535,1314199422.19
301,24.8528490067,1314199444.58
302,22.173584938,1314199469.99
303,22.0600240231,1314199492.17
304,11.0203750134,1314199514.26
305,4.39055585861,1314199529.88
306,22.727091074,1314199546.36
307,19.5414481163,1314199573.73
308,15.8950099945,1314199593.28
309,27.4445111752,1314199609.19
310,18.4381718636,1314199637.31
311,7.98777604103,1314199659.18
312,3.6937019825,1314199678.52
313,16.4385039806,1314199701.61
314,13.7805039883,1314199719.2
315,9.02854895592,1314199737.15
316,3.69046902657,1314199761.99
317,16.6994211674,1314199779.49
318,18.9552998543,1314199805.1
319,19.388874054,1314199824.08
320,15.0190441608,1314199843.47
321,18.7621719837,1314199860.42
322,18.5030250549,1314199879.2
323,7.38490891457,1314199901.28
324,16.7034981251,1314199921.3
325,7.6071999073,1314199941.79
326,12.5393190384,1314199963.43
327,17.0008969307,1314199989.28
328,21.7555730343,1314200016.09
329,14.5521259308,1314200037.91
330,12.0603969097,1314200055.39
331,6.36241006851,1314200075.19
332,23.5069470406,1314200090.09
333,23.8444859982,1314200113.7
334,14.799669981,1314200141.69
335,3.9953930378,1314200160.96
336,17.8483660221,1314200179.95
337,10.3992881775,1314200203.58
338,4.63043999672,1314200219.13
339,15.4991788864,1314200237.75
340,16.616740942,1314200254.87
341,12.0143718719,1314200274.84
342,2.65543103218,1314200299.41
343,19.0200212002,1314200320.12
344,21.8321740627,1314200339.15
345,14.3511679173,1314200361.71
346,20.6531181335,1314200385.18
347,13.5282080173,1314200409.77
348,11.0747668743,1314200427.4
349,4.5962600708,1314200443.32
350,20.3616468906,1314200459.45
351,12.7729640007,1314200483.04
352,5.88208389282,1314200501.74
353,23.1107389927,1314200524.61
354,19.9409029484,1314200547.73
355,15.2108001709,1314200570.02
356,11.3943560123,1314200590.22
357,20.1884632111,1314200610.63
358,14.1625919342,1314200631.99
359,18.8748681545,1314200648.8
360,22.3290381432,1314200671.52
361,10.304735899,1314200693.86
362,12.4993169308,1314200712.99
363,3.16112112999,1314200729.84
364,24.1892340183,1314200750.74
365,21.1516439915,1314200777.38
366,18.2367482185,1314200798.54
367,17.6322500706,1314200816.78
368,20.5757369995,1314200837.73
369,13.6089780331,1314200862.85
370,19.435749054,1314200880.9
371,17.8215458393,1314200904.09
372,13.6162948608,1314200921.91
373,7.61734509468,1314200935.53
374,3.48843002319,1314200956.44
375,15.8423531055,1314200971.83
376,7.76488113403,1314200995.03
377,20.5451478958,1314201015.06
378,17.1649069786,1314201035.61
379,20.4146380424,1314201058.53
380,10.8156440258,1314201078.95
381,24.3664009571,1314201097.87
382,22.6891589165,1314201122.26
383,19.870661974,1314201144.96
384,8.47280478477,1314201164.85
385,16.9871881008,1314201188.5
386,13.9977550507,1314201206.39
387,4.83425116539,1314201227.18
388,12.5824680328,1314201244.04
389,8.27078199387,1314201263.53
390,18.8132619858,1314201279.97
391,5.0029399395,1314201307.99
392,17.460873127,1314201327.67
393,19.0278170109,1314201345.21
394,14.3146960735,1314201364.45
395,22.6025280952,1314201379.75
396,18.0253460407,1314201404.04
397,20.1439898014,1314201430.74
398,15.0096569061,1314201451.28
399,6.22671413422,1314201473.16
400,31.3328411579,1314201486.62
401,11.8289849758,1314201517.96
402,12.1957080364,1314201531.13
403,14.361315012,1314201550.15
404,7.51059293747,1314201576.77
405,22.093323946,1314201596.1
406,25.0740768909,1314201618.19
407,14.0050230026,1314201643.28
408,6.43252301216,1314201663.09
409,18.880398035,1314201685.87
410,20.6358428001,1314201704.77
411,19.997977972,1314201727.71
412,16.7697138786,1314201750.93
413,25.486109972,1314201767.86
414,20.907681942,1314201793.35
415,20.4633059502,1314201814.32
416,13.5558400154,1314201835.86
417,3.20339083672,1314201851.72
418,13.0002307892,1314201875.53
419,4.06501984596,1314201892.91
420,5.2905600071,1314201913.36
421,14.1878759861,1314201925.79
422,2.57080888748,1314201949.07
423,17.7146291733,1314201967.45
424,8.23558688164,1314201991.04
425,24.0346271992,1314202007.4
426,16.4737868309,1314202038.5
427,10.7484650612,1314202060.92
428,3.66768693924,1314202082.04
429,19.5813269615,1314202106.37
430,17.0903699398,1314202127.82
431,15.7141449451,1314202144.93
432,17.0708839893,1314202168.42
433,21.5288701057,1314202190.81
434,19.17654109,1314202213.15
435,11.1531360149,1314202232.34
436,4.56218099594,1314202250.65
437,16.5271649361,1314202267.61
438,6.72069811821,1314202291.45
439,15.9829339981,1314202316.16
440,13.1589100361,1314202341.85
441,17.8868780136,1314202360.45
442,14.7877931595,1314202380.35
443,26.5432150364,1314202395.14
444,6.49431204796,1314202421.69
445,25.5782129765,1314202436.76
446,15.1852488518,1314202462.36
447,6.39279413223,1314202481.75
448,29.8005559444,1314202502.18
449,20.2343938351,1314202531.98
450,22.0795240402,1314202552.24
451,16.7050740719,1314202574.33
452,18.0326318741,1314202592.85
453,23.9684350491,1314202612.58
454,8.37062811852,1314202636.57
455,4.59801983833,1314202655.46
456,22.65782094,1314202672.37
457,19.9843220711,1314202695.03
458,16.6727240086,1314202715.84
459,22.2924640179,1314202732.84
460,15.647300005,1314202758.06
461,13.3537561893,1314202777.58
462,17.931885004,1314202794.09
463,11.8360040188,1314202814.79
464,6.56454992294,1314202834.53
465,19.9709668159,1314202850.9
466,4.97346401215,1314202874.76
467,18.8593511581,1314202897.37
468,7.92061305046,1314202923.02
469,18.9621510506,1314202942.76
470,10.5639669895,1314202963.29
471,19.4802060127,1314202986.24
472,19.4752850533,1314203005.72
473,23.5193619728,1314203025.2
474,23.8709251881,1314203048.73
475,20.898802042,1314203072.61
476,15.6686971188,1314203097.79
477,19.3801538944,1314203120.62
478,17.4643750191,1314203143.39
479,18.0258219242,1314203163.45
480,8.73003005981,1314203191.9
481,32.2659339905,1314203206.09
482,21.8605659008,1314203238.36
483,19.008813858,1314203260.24
484,23.4933338165,1314203281.96
485,8.31701993942,1314203305.49
486,5.93430399895,1314203327.05
487,17.7157590389,1314203357.03
488,12.5528790951,1314203374.76
489,8.19697713852,1314203390.56
490,2.97802090645,1314203411.34
491,20.8912930489,1314203428.24
492,10.7534790039,1314203449.14
493,13.8909499645,1314203469.78
494,18.6123578548,1314203488.39
495,10.7383258343,1314203511.05
496,8.87683010101,1314203527.81
497,27.5728051662,1314203540.47
498,22.3243169785,1314203568.05
499,26.2484359741,1314203590.4
EndTest
