NewTest,TCP,bachelor-VirtualBox(127.0.1.1)
0,3.09628582001,1314251184.76
1,0.119229078293,1314251187.85
2,0.0866560935974,1314251187.97
3,0.0941150188446,1314251188.06
4,0.115478992462,1314251188.15
5,0.0775299072266,1314251188.27
6,0.0998260974884,1314251188.35
7,0.0999550819397,1314251188.45
8,0.0786209106445,1314251188.55
9,0.0986759662628,1314251188.63
10,0.100994110107,1314251188.73
11,0.107285022736,1314251188.83
12,0.0783441066742,1314251188.94
13,0.0888810157776,1314251189.01
14,0.086993932724,1314251189.1
15,0.0801870822906,1314251189.19
16,0.0857439041138,1314251189.27
17,0.0904169082642,1314251189.36
18,0.0845000743866,1314251189.45
19,0.0984048843384,1314251189.53
20,0.0931420326233,1314251189.63
21,0.0813920497894,1314251189.72
22,0.0792121887207,1314251189.81
23,0.103652000427,1314251189.88
24,0.0944650173187,1314251189.99
25,0.100989818573,1314251190.08
26,0.0939810276031,1314251190.18
27,0.0834801197052,1314251190.28
28,0.0740051269531,1314251190.36
29,0.101022005081,1314251190.44
30,0.101051092148,1314251190.54
31,0.0778698921204,1314251190.64
32,0.0872929096222,1314251190.72
33,0.125249862671,1314251190.8
34,6.11483693123,1314251190.93
35,0.121039152145,1314251197.05
36,0.0831530094147,1314251197.17
37,0.0882210731506,1314251197.25
38,0.0851299762726,1314251197.34
39,0.0856399536133,1314251197.43
40,0.102355003357,1314251197.51
41,0.0931630134583,1314251197.61
42,0.098934173584,1314251197.71
43,0.0751368999481,1314251197.81
44,0.104578971863,1314251197.88
45,0.0848360061646,1314251197.99
46,0.0828769207001,1314251198.07
47,0.103085041046,1314251198.16
48,0.0871329307556,1314251198.26
49,0.0838251113892,1314251198.35
50,0.0760941505432,1314251198.43
51,0.106716871262,1314251198.51
52,0.105792999268,1314251198.61
53,0.0992081165314,1314251198.72
54,0.080915927887,1314251198.82
55,0.0886971950531,1314251198.9
56,0.0852460861206,1314251198.99
57,0.075553894043,1314251199.07
58,0.0979609489441,1314251199.15
59,0.0858089923859,1314251199.25
60,0.0885109901428,1314251199.33
61,0.0823569297791,1314251199.42
62,0.103165149689,1314251199.51
63,0.0894460678101,1314251199.61
64,0.0950269699097,1314251199.7
65,0.0749118328094,1314251199.79
66,0.0873351097107,1314251199.87
67,0.0835180282593,1314251199.96
68,0.100965023041,1314251200.04
69,0.0908648967743,1314251200.14
70,0.100492954254,1314251200.23
71,6.05836009979,1314251200.33
72,0.0832090377808,1314251206.39
73,0.0721859931946,1314251206.48
74,0.0844488143921,1314251206.55
75,0.0768191814423,1314251206.63
76,0.0779869556427,1314251206.71
77,0.0759561061859,1314251206.79
78,0.0756540298462,1314251206.86
79,0.0747530460358,1314251206.94
80,0.0763897895813,1314251207.01
81,0.0802869796753,1314251207.09
82,0.0822169780731,1314251207.17
83,0.0709199905396,1314251207.25
84,0.0779180526733,1314251207.32
85,0.106293916702,1314251207.4
86,0.115801095963,1314251207.51
87,0.11442899704,1314251207.63
88,0.0947248935699,1314251207.74
89,0.0853250026703,1314251207.84
90,0.0775530338287,1314251207.92
91,0.0833899974823,1314251208.0
92,0.0764379501343,1314251208.08
93,0.0815739631653,1314251208.16
94,0.0924968719482,1314251208.24
95,0.0695998668671,1314251208.33
96,0.0762038230896,1314251208.4
97,0.0767719745636,1314251208.48
98,0.0857179164886,1314251208.56
99,0.0788309574127,1314251208.64
100,0.0818290710449,1314251208.72
101,0.0751979351044,1314251208.8
102,0.0740628242493,1314251208.88
103,0.0784020423889,1314251208.95
104,0.0704481601715,1314251209.03
105,0.0815801620483,1314251209.1
106,0.0785160064697,1314251209.18
107,0.0880520343781,1314251209.26
108,0.0993301868439,1314251209.35
109,21.1457049847,1314251209.45
110,9.08491492271,1314251230.6
111,0.100260972977,1314251239.68
112,0.0632119178772,1314251239.78
113,0.0704920291901,1314251239.85
114,0.0694320201874,1314251239.92
115,0.0636188983917,1314251239.99
116,0.0755488872528,1314251240.05
117,0.0766768455505,1314251240.13
118,0.0681941509247,1314251240.2
119,0.0772640705109,1314251240.27
120,0.0705580711365,1314251240.35
121,0.0681710243225,1314251240.44
122,0.0916910171509,1314251240.5
123,0.0820000171661,1314251240.6
124,0.0775861740112,1314251240.68
125,0.0760478973389,1314251240.76
126,0.078136920929,1314251240.83
127,0.0829179286957,1314251240.91
128,0.0761981010437,1314251240.99
129,0.0691299438477,1314251241.07
130,0.073399066925,1314251241.14
131,0.0714590549469,1314251241.21
132,0.0749990940094,1314251241.28
133,0.0705409049988,1314251241.36
134,0.0737359523773,1314251241.43
135,0.0766100883484,1314251241.51
136,0.060653924942,1314251241.58
137,0.0903499126434,1314251241.64
138,0.0786697864532,1314251241.73
139,0.0652928352356,1314251241.81
140,0.0788290500641,1314251241.88
141,0.0741369724274,1314251241.96
142,0.0750529766083,1314251242.03
143,0.0670518875122,1314251242.11
144,0.0710420608521,1314251242.17
145,0.0707149505615,1314251242.24
146,0.0753910541534,1314251242.32
147,0.0732879638672,1314251242.39
148,0.0679709911346,1314251242.47
149,0.0671980381012,1314251242.53
150,0.0747361183167,1314251242.6
151,0.0695419311523,1314251242.68
152,0.0725409984589,1314251242.75
153,0.0667810440063,1314251242.82
154,0.068382024765,1314251242.89
155,0.0748279094696,1314251242.95
156,0.0666298866272,1314251243.03
157,0.0737869739532,1314251243.1
158,0.0635719299316,1314251243.17
159,0.069179058075,1314251243.23
160,0.0628809928894,1314251243.3
161,0.0676679611206,1314251243.37
162,0.0729298591614,1314251243.43
163,0.0699789524078,1314251243.51
164,0.0765290260315,1314251243.58
165,0.0844609737396,1314251243.65
166,0.0766699314117,1314251243.74
167,0.0695199966431,1314251243.82
168,0.0759029388428,1314251243.89
