NewTest
Mattest
Christoph-Idea
0,0.914999961853,0.914999961853
1,0.878999948502,1.79399991035
2,0.908999919891,2.70299983025
3,1.0110001564,3.71399998665
4,0.974999904633,4.68899989128
5,1.0490000248,5.73799991608
6,1.04999995232,6.78799986839
7,0.897000074387,7.68499994278
8,0.868999958038,8.55399990082
9,0.825000047684,9.3789999485
NewTest
I/O
Christoph-Idea
0,0.0530002117157,0.0530002117157
1,0.0439999103546,0.0970001220703
2,0.039999961853,0.137000083923
3,0.0729999542236,0.210000038147
4,0.0440001487732,0.25400018692
5,0.0429999828339,0.297000169754
6,0.0390000343323,0.336000204086
7,0.0799999237061,0.416000127792
8,0.0439999103546,0.460000038147
9,0.0410001277924,0.501000165939
NewTest
TCP
Christoph-Idea
0,0.503000020981,0.503000020981
1,0.00399994850159,0.506999969482
2,0.00300002098083,0.509999990463
3,1.50099992752,2.01099991798
4,0.503000020981,2.51399993896
5,0.00399994850159,2.51799988747
6,0.00400018692017,2.52200007439
7,0.00299978256226,2.52499985695
8,0.00400018692017,2.52900004387
9,0.00300002098083,2.53200006485
